layer_index,layer,patch_kind,token_position,n_pairs,mean_counterfactual_effect,sd_counterfactual_effect,ci95_low_counterfactual_effect,ci95_high_counterfactual_effect,median_counterfactual_effect,positive_ce_fraction
17,layer_17,decision_token,1,96,-0.06171523531277975,0.473121538591904,-0.15635925437555068,0.032928783749991176,-0.060796260833740234,0.4479166666666667
17,layer_17,decision_token,2,96,0.002686570088068644,0.03579491488640247,-0.004473904188671269,0.009847044364808556,0.0057010650634765625,0.59375
