layer,metric,mean,ci_low,ci_high
20,offset_cos_d01,-0.11091608130349094,-0.5054313827505897,0.2964243398733254
20,offset_dot_d02,1.904719528895999,-0.4432385270007325,4.164175722525235
20,offset_projection_d02,3.833321069563858,-0.8859455958026554,4.676449078106769
20,offset_to_gap_d02,7.714705603338483,-1.8140875398983427,8.389272839817508
20,offset_cos_d02,0.2502547348695359,-0.057773307348093744,0.3044902198247442
20,offset_dot_dshared,0.5041546785636313,-1.7362052356039475,2.461176571191817
20,offset_projection_dshared,1.5149436840457542,-4.2256644694421235,4.892469463610813
20,offset_to_gap_dshared,4.552282193173092,-11.28148208321514,10.912632631989078
20,offset_cos_dshared,0.0989016633653083,-0.2768447251198973,0.3183764872478445
21,cos_emotion_directions,-0.05207875576938298,-0.27965445530540817,0.30235517364471864
21,norm_offset,22.91279994797172,22.29714345813288,23.472957618284017
21,norm_d01,1.4401365605308856,1.0686916235327426,2.303782592572924
21,norm_d02,0.4370343994619068,0.4550051487837218,1.1927414981077276
21,norm_dshared,0.7415249093374666,0.6033079908240573,1.3022040220728792
21,offset_dot_d01,10.863643207341457,-6.377484281211246,27.237535757089017
21,offset_projection_d01,7.543481295507651,-5.217788876939397,12.498934075993184
21,offset_to_gap_d01,5.238031935476212,-4.284323209273444,6.918013373033204
21,offset_cos_d01,0.3292256429871816,-0.23043110031001734,0.5455682539397496
21,offset_dot_d02,-1.4455325739594607,-5.331880294332602,2.40073508807215
21,offset_projection_d02,-3.307594495397284,-6.734436125929524,3.1804028068075634
21,offset_to_gap_d02,-7.568270368350222,-10.750897967653106,4.559348861397149
21,offset_cos_d02,-0.14435575324307223,-0.2930058601738266,0.13859801352246381
21,offset_dot_dshared,4.709055316690998,-3.745673023505145,12.696793694308592
21,offset_projection_dshared,6.350501860953555,-5.12267525664299,11.221602295517625
21,offset_to_gap_dshared,8.564111307639774,-7.032618272077424,12.005121094488542
21,offset_cos_dshared,0.2771595734861602,-0.22631774813921335,0.4872585568060738
