layer,cosine_probe_directions,w01_norm,b01_raw,b01_normalized,w01_offset,w01_offset_normalized,w01_gap01,w01_gap02,w02_norm,b02_raw,b02_normalized,w02_offset,w02_offset_normalized,w02_gap01,w02_gap02
18,0.17648636325491382,48.726017215055734,-34.88321786266415,-0.7159053798447057,-41.97846373738729,-0.8615205210003591,9.198248692185874,1.584093511135017,42.258742184792546,-28.007664655801534,-0.662766168792419,9.629843261221247,0.2278781327449612,1.6337664918910226,8.611002974172077
19,0.17368099183673485,83.1693084453742,-14.572447578351968,-0.1752142449028921,-2.7605241890276124,-0.03319162129189437,8.782821307446657,4.640173616056771,79.174602529699,19.539423980685566,0.24678903785284148,-13.534845626600273,-0.1709493346875123,3.5770572769951,9.5337871570187
20,0.1535484813660694,58.053155602127035,-9.363220783498985,-0.1612870254232299,-26.50540782320598,-0.4565713534138158,8.12135213657129,0.8068125897279832,64.74903590300757,7.824288740645362,0.12084023540313327,-50.271385810055264,-0.7764036191266314,-0.2042404922701001,9.548402019053867
21,0.1172218809570855,30.58732068929829,-38.746210859837426,-1.2667409235812446,-34.4353177519298,-1.1258036655684531,8.690366258331856,1.5096291429600353,51.487992447541956,-0.2948584366047174,-0.005726741762268767,-34.06250587979285,-0.6615621285777865,-0.7562329568427976,7.791795111378628
22,0.04155172104216259,30.52487528442089,-19.44449815294518,-0.6370049990955786,-8.088596717909187,-0.26498377610202384,8.963879300953458,1.881974987911805,22.61780920353976,-21.795017626857078,-0.9636219596125202,9.13722254079008,0.40398353609597504,-0.6448653467884186,8.706046941160437
23,0.1886305744681225,84.8369398408329,-11.339502322269041,-0.13366232143148593,-21.334767579992157,-0.2514796929264475,10.32243058446933,3.0134912549623487,49.92258929891616,1.1629832228673764,0.023295731235090912,6.984586082931379,0.13990832969641295,1.4272074137832769,8.129688156625383
