layer,regime,fold,condition,n_train,n_test,n_cal_source,n_cal_target,accuracy,roc_auc,offset_norm,offset_probe_projection,score_shift_mean,raw_intercept
19,statement,actor_None_statement_01,transductive_center,96,96,96,96,0.5833333333333334,0.6419270833333334,3.592535852766592,13.534845626600271,-13.534845626600267,19.539423980685566
19,statement,actor_None_statement_02,raw,96,96,96,96,0.6354166666666666,0.7278645833333334,3.592535852766592,-2.760524189027607,0.0,-14.572447578351968
19,statement,actor_None_statement_02,source_center_noop,96,96,96,96,0.6354166666666666,0.7278645833333334,3.592535852766592,-2.760524189027607,0.0,-14.572447578351968
19,statement,actor_None_statement_02,transductive_center,96,96,96,96,0.6666666666666666,0.7278645833333334,3.592535852766592,-2.760524189027607,2.760524189027606,-14.572447578351968
19,joint,actor_01_statement_01,raw,92,4,92,92,0.75,0.5,3.5793714825019323,5.772290928777607,0.0,-3.0671667227678516
19,joint,actor_01_statement_01,source_center_noop,92,4,92,92,0.75,0.5,3.5793714825019323,5.772290928777607,0.0,-3.0671667227678516
19,joint,actor_01_statement_01,independent_center,92,4,92,92,0.5,0.5,3.5793714825019323,5.772290928777607,-5.772290928777607,-3.0671667227678516
19,joint,actor_01_statement_01,independent_rank1,92,4,92,92,0.5,0.5,3.5793714825019323,5.772290928777607,-5.991739782701398,-3.0671667227678516
19,joint,actor_01_statement_02,raw,92,4,92,92,0.5,0.0,3.5793714825019323,-4.131973685112175,0.0,-13.437606272956176
19,joint,actor_01_statement_02,source_center_noop,92,4,92,92,0.5,0.0,3.5793714825019323,-4.131973685112175,0.0,-13.437606272956176
19,joint,actor_01_statement_02,independent_center,92,4,92,92,0.0,0.0,3.5793714825019323,-4.131973685112175,4.131973685112175,-13.437606272956176
19,joint,actor_01_statement_02,independent_rank1,92,4,92,92,0.0,0.0,3.5793714825019323,-4.131973685112175,4.211635983630571,-13.437606272956176
19,joint,actor_02_statement_01,raw,92,4,92,92,0.5,1.0,3.579226118455656,12.296433638273117,0.0,17.854916080721715
19,joint,actor_02_statement_01,source_center_noop,92,4,92,92,0.5,1.0,3.579226118455656,12.296433638273117,0.0,17.854916080721715
19,joint,actor_02_statement_01,independent_center,92,4,92,92,1.0,1.0,3.579226118455656,12.296433638273117,-12.296433638273117,17.854916080721715
19,joint,actor_02_statement_01,independent_rank1,92,4,92,92,1.0,1.0,3.579226118455656,12.296433638273117,-11.929547253712311,17.854916080721715
19,joint,actor_02_statement_02,raw,92,4,92,92,0.5,0.5,3.579226118455656,1.4132746725776268,0.0,-14.904472701233143
19,joint,actor_02_statement_02,source_center_noop,92,4,92,92,0.5,0.5,3.579226118455656,1.4132746725776268,0.0,-14.904472701233143
19,joint,actor_02_statement_02,independent_center,92,4,92,92,0.5,0.5,3.579226118455656,1.4132746725776268,-1.4132746725776268,-14.904472701233143
19,joint,actor_02_statement_02,independent_rank1,92,4,92,92,0.5,0.25,3.579226118455656,1.4132746725776268,-1.586948633589921,-14.904472701233143
19,joint,actor_03_statement_01,raw,92,4,92,92,0.5,0.5,3.5796827925022594,13.020051110545035,0.0,15.543204985299177
19,joint,actor_03_statement_01,source_center_noop,92,4,92,92,0.5,0.5,3.5796827925022594,13.020051110545035,0.0,15.543204985299177
19,joint,actor_03_statement_01,independent_center,92,4,92,92,0.5,0.5,3.5796827925022594,13.020051110545035,-13.020051110545035,15.543204985299177
19,joint,actor_03_statement_01,independent_rank1,92,4,92,92,0.5,0.5,3.5796827925022594,13.020051110545035,-12.114278261926446,15.543204985299177
19,joint,actor_03_statement_02,raw,92,4,92,92,0.5,1.0,3.5796827925022594,-5.871055624095757,0.0,-14.370912812127807
19,joint,actor_03_statement_02,source_center_noop,92,4,92,92,0.5,1.0,3.5796827925022594,-5.871055624095757,0.0,-14.370912812127807
19,joint,actor_03_statement_02,independent_center,92,4,92,92,0.75,1.0,3.5796827925022594,-5.871055624095757,5.8710556240957565,-14.370912812127807
19,joint,actor_03_statement_02,independent_rank1,92,4,92,92,0.75,1.0,3.5796827925022594,-5.871055624095757,6.232077830969322,-14.370912812127807
19,joint,actor_04_statement_01,raw,92,4,92,92,0.75,1.0,3.584498494218146,15.410992584124388,0.0,22.53384327916196
19,joint,actor_04_statement_01,source_center_noop,92,4,92,92,0.75,1.0,3.584498494218146,15.410992584124388,0.0,22.53384327916196
19,joint,actor_04_statement_01,independent_center,92,4,92,92,0.75,1.0,3.584498494218146,15.410992584124388,-15.410992584124386,22.53384327916196
19,joint,actor_04_statement_01,independent_rank1,92,4,92,92,0.75,1.0,3.584498494218146,15.410992584124388,-16.18190171489892,22.53384327916196
19,joint,actor_04_statement_02,raw,92,4,92,92,0.75,1.0,3.584498494218146,1.2982252730462358,0.0,-10.41063110828576
19,joint,actor_04_statement_02,source_center_noop,92,4,92,92,0.75,1.0,3.584498494218146,1.2982252730462358,0.0,-10.41063110828576
19,joint,actor_04_statement_02,independent_center,92,4,92,92,0.75,1.0,3.584498494218146,1.2982252730462358,-1.2982252730462358,-10.41063110828576
19,joint,actor_04_statement_02,independent_rank1,92,4,92,92,0.75,0.75,3.584498494218146,1.2982252730462358,-1.6611056109109663,-10.41063110828576
19,joint,actor_05_statement_01,raw,92,4,92,92,0.5,1.0,3.6098589572954296,11.782312481732369,0.0,17.543203148826176
19,joint,actor_05_statement_01,source_center_noop,92,4,92,92,0.5,1.0,3.6098589572954296,11.782312481732369,0.0,17.543203148826176
19,joint,actor_05_statement_01,independent_center,92,4,92,92,1.0,1.0,3.6098589572954296,11.782312481732369,-11.782312481732369,17.543203148826176
19,joint,actor_05_statement_01,independent_rank1,92,4,92,92,1.0,1.0,3.6098589572954296,11.782312481732369,-11.268568495070326,17.543203148826176
19,joint,actor_05_statement_02,raw,92,4,92,92,0.75,1.0,3.6098589572954296,0.028021087687074342,0.0,-22.644480477312218
19,joint,actor_05_statement_02,source_center_noop,92,4,92,92,0.75,1.0,3.6098589572954296,0.028021087687074342,0.0,-22.644480477312218
19,joint,actor_05_statement_02,independent_center,92,4,92,92,0.75,1.0,3.6098589572954296,0.028021087687074342,-0.028021087687074342,-22.644480477312218
19,joint,actor_05_statement_02,independent_rank1,92,4,92,92,0.75,1.0,3.6098589572954296,0.028021087687074342,0.034788712396949695,-22.644480477312218
19,joint,actor_06_statement_01,raw,92,4,92,92,0.5,0.75,3.5930929556219935,12.690105075324128,0.0,15.62575789864275
19,joint,actor_06_statement_01,source_center_noop,92,4,92,92,0.5,0.75,3.5930929556219935,12.690105075324128,0.0,15.62575789864275
19,joint,actor_06_statement_01,independent_center,92,4,92,92,0.5,0.75,3.5930929556219935,12.690105075324128,-12.690105075324128,15.62575789864275
19,joint,actor_06_statement_01,independent_rank1,92,4,92,92,0.5,0.75,3.5930929556219935,12.690105075324128,-11.132775858563864,15.62575789864275
19,joint,actor_06_statement_02,raw,92,4,92,92,0.5,1.0,3.5930929556219935,-0.8987661359138919,0.0,-12.875167181348196
19,joint,actor_06_statement_02,source_center_noop,92,4,92,92,0.5,1.0,3.5930929556219935,-0.8987661359138919,0.0,-12.875167181348196
19,joint,actor_06_statement_02,independent_center,92,4,92,92,0.75,1.0,3.5930929556219935,-0.8987661359138919,0.8987661359138919,-12.875167181348196
19,joint,actor_06_statement_02,independent_rank1,92,4,92,92,0.5,1.0,3.5930929556219935,-0.8987661359138919,0.8029007962598489,-12.875167181348196
19,joint,actor_07_statement_01,raw,92,4,92,92,0.5,0.5,3.5792232033042826,14.402374578667928,0.0,21.725416290478716
19,joint,actor_07_statement_01,source_center_noop,92,4,92,92,0.5,0.5,3.5792232033042826,14.402374578667928,0.0,21.725416290478716
19,joint,actor_07_statement_01,independent_center,92,4,92,92,0.25,0.5,3.5792232033042826,14.402374578667928,-14.402374578667928,21.725416290478716
19,joint,actor_07_statement_01,independent_rank1,92,4,92,92,0.25,0.5,3.5792232033042826,14.402374578667928,-14.467541697790123,21.725416290478716
19,joint,actor_07_statement_02,raw,92,4,92,92,1.0,1.0,3.5792232033042826,-3.904969474718456,0.0,-5.0902553879731505
19,joint,actor_07_statement_02,source_center_noop,92,4,92,92,1.0,1.0,3.5792232033042826,-3.904969474718456,0.0,-5.0902553879731505
19,joint,actor_07_statement_02,independent_center,92,4,92,92,1.0,1.0,3.5792232033042826,-3.904969474718456,3.9049694747184565,-5.0902553879731505
19,joint,actor_07_statement_02,independent_rank1,92,4,92,92,1.0,1.0,3.5792232033042826,-3.904969474718456,3.8758205397273526,-5.0902553879731505
19,joint,actor_08_statement_01,raw,92,4,92,92,0.75,0.5,3.6457976852379983,10.245960465673125,0.0,22.4316680799112
19,joint,actor_08_statement_01,source_center_noop,92,4,92,92,0.75,0.5,3.6457976852379983,10.245960465673125,0.0,22.4316680799112
19,joint,actor_08_statement_01,independent_center,92,4,92,92,0.75,0.5,3.6457976852379983,10.245960465673125,-10.245960465673125,22.4316680799112
19,joint,actor_08_statement_01,independent_rank1,92,4,92,92,0.5,0.5,3.6457976852379983,10.245960465673125,-8.72494474012421,22.4316680799112
19,joint,actor_08_statement_02,raw,92,4,92,92,0.5,0.25,3.6457976852379983,1.9912952436112876,0.0,-3.8750470842580342
19,joint,actor_08_statement_02,source_center_noop,92,4,92,92,0.5,0.25,3.6457976852379983,1.9912952436112876,0.0,-3.8750470842580342
19,joint,actor_08_statement_02,independent_center,92,4,92,92,0.5,0.25,3.6457976852379983,1.9912952436112876,-1.9912952436112876,-3.8750470842580342
19,joint,actor_08_statement_02,independent_rank1,92,4,92,92,0.5,0.25,3.6457976852379983,1.9912952436112876,-1.5543009378912933,-3.8750470842580342
19,joint,actor_09_statement_01,raw,92,4,92,92,0.5,0.25,3.559715811818213,15.45260442005587,0.0,14.48756995883528
19,joint,actor_09_statement_01,source_center_noop,92,4,92,92,0.5,0.25,3.559715811818213,15.45260442005587,0.0,14.48756995883528
19,joint,actor_09_statement_01,independent_center,92,4,92,92,0.25,0.25,3.559715811818213,15.45260442005587,-15.45260442005587,14.48756995883528
19,joint,actor_09_statement_01,independent_rank1,92,4,92,92,0.25,0.5,3.559715811818213,15.45260442005587,-17.105150315340005,14.48756995883528
19,joint,actor_09_statement_02,raw,92,4,92,92,0.25,0.0,3.559715811818213,1.5004662971692007,0.0,-20.705544998191094
19,joint,actor_09_statement_02,source_center_noop,92,4,92,92,0.25,0.0,3.559715811818213,1.5004662971692007,0.0,-20.705544998191094
19,joint,actor_09_statement_02,independent_center,92,4,92,92,0.0,0.0,3.559715811818213,1.5004662971692007,-1.5004662971692007,-20.705544998191094
19,joint,actor_09_statement_02,independent_rank1,92,4,92,92,0.0,0.0,3.559715811818213,1.5004662971692007,-1.2560721840645268,-20.705544998191094
19,joint,actor_10_statement_01,raw,92,4,92,92,0.5,0.25,3.5966521501023956,14.157501536008827,0.0,18.90716407209191
19,joint,actor_10_statement_01,source_center_noop,92,4,92,92,0.5,0.25,3.5966521501023956,14.157501536008827,0.0,18.90716407209191
19,joint,actor_10_statement_01,independent_center,92,4,92,92,0.25,0.25,3.5966521501023956,14.157501536008827,-14.157501536008827,18.90716407209191
19,joint,actor_10_statement_01,independent_rank1,92,4,92,92,0.25,0.25,3.5966521501023956,14.157501536008827,-15.2515294991852,18.90716407209191
19,joint,actor_10_statement_02,raw,92,4,92,92,1.0,1.0,3.5966521501023956,-3.277626511135317,0.0,-11.693460910135821
19,joint,actor_10_statement_02,source_center_noop,92,4,92,92,1.0,1.0,3.5966521501023956,-3.277626511135317,0.0,-11.693460910135821
19,joint,actor_10_statement_02,independent_center,92,4,92,92,1.0,1.0,3.5966521501023956,-3.277626511135317,3.277626511135317,-11.693460910135821
19,joint,actor_10_statement_02,independent_rank1,92,4,92,92,1.0,1.0,3.5966521501023956,-3.277626511135317,3.237705183937006,-11.693460910135821
19,joint,actor_11_statement_01,raw,92,4,92,92,0.5,0.75,3.59392329192377,11.225393731373742,0.0,15.51535403879583
19,joint,actor_11_statement_01,source_center_noop,92,4,92,92,0.5,0.75,3.59392329192377,11.225393731373742,0.0,15.51535403879583
19,joint,actor_11_statement_01,independent_center,92,4,92,92,0.75,0.75,3.59392329192377,11.225393731373742,-11.225393731373742,15.51535403879583
19,joint,actor_11_statement_01,independent_rank1,92,4,92,92,0.75,0.75,3.59392329192377,11.225393731373742,-11.82586720491567,15.51535403879583
19,joint,actor_11_statement_02,raw,92,4,92,92,1.0,1.0,3.59392329192377,-1.23963966759852,0.0,-13.274056951977132
19,joint,actor_11_statement_02,source_center_noop,92,4,92,92,1.0,1.0,3.59392329192377,-1.23963966759852,0.0,-13.274056951977132
19,joint,actor_11_statement_02,independent_center,92,4,92,92,1.0,1.0,3.59392329192377,-1.23963966759852,1.2396396675985193,-13.274056951977132
19,joint,actor_11_statement_02,independent_rank1,92,4,92,92,1.0,1.0,3.59392329192377,-1.23963966759852,0.9490841792637732,-13.274056951977132
19,joint,actor_12_statement_01,raw,92,4,92,92,0.5,0.5,3.5896822764829026,15.038992508719993,0.0,19.48749868206191
19,joint,actor_12_statement_01,source_center_noop,92,4,92,92,0.5,0.5,3.5896822764829026,15.038992508719993,0.0,19.48749868206191
19,joint,actor_12_statement_01,independent_center,92,4,92,92,0.5,0.5,3.5896822764829026,15.038992508719993,-15.038992508719993,19.48749868206191
19,joint,actor_12_statement_01,independent_rank1,92,4,92,92,0.5,0.5,3.5896822764829026,15.038992508719993,-14.119699754322877,19.48749868206191
19,joint,actor_12_statement_02,raw,92,4,92,92,0.5,0.75,3.5896822764829026,2.397832040832018,0.0,-21.46535392626272
19,joint,actor_12_statement_02,source_center_noop,92,4,92,92,0.5,0.75,3.5896822764829026,2.397832040832018,0.0,-21.46535392626272
19,joint,actor_12_statement_02,independent_center,92,4,92,92,0.5,0.75,3.5896822764829026,2.397832040832018,-2.397832040832018,-21.46535392626272
19,joint,actor_12_statement_02,independent_rank1,92,4,92,92,0.5,0.75,3.5896822764829026,2.397832040832018,-2.5229375440950674,-21.46535392626272
19,joint,actor_13_statement_01,raw,92,4,92,92,0.5,1.0,3.604749470171866,16.006733710031746,0.0,28.808652686563786
19,joint,actor_13_statement_01,source_center_noop,92,4,92,92,0.5,1.0,3.604749470171866,16.006733710031746,0.0,28.808652686563786
19,joint,actor_13_statement_01,independent_center,92,4,92,92,0.75,1.0,3.604749470171866,16.006733710031746,-16.006733710031746,28.808652686563786
19,joint,actor_13_statement_01,independent_rank1,92,4,92,92,1.0,1.0,3.604749470171866,16.006733710031746,-15.347139431511604,28.808652686563786
19,joint,actor_13_statement_02,raw,92,4,92,92,0.75,0.75,3.604749470171866,-5.226157187572335,0.0,-15.627722039364956
19,joint,actor_13_statement_02,source_center_noop,92,4,92,92,0.75,0.75,3.604749470171866,-5.226157187572335,0.0,-15.627722039364956
19,joint,actor_13_statement_02,independent_center,92,4,92,92,0.75,0.75,3.604749470171866,-5.226157187572335,5.226157187572335,-15.627722039364956
19,joint,actor_13_statement_02,independent_rank1,92,4,92,92,0.75,0.75,3.604749470171866,-5.226157187572335,5.100760831235861,-15.627722039364956
19,joint,actor_14_statement_01,raw,92,4,92,92,0.5,0.5,3.5587182884448296,16.825949070909523,0.0,31.242168127932587
19,joint,actor_14_statement_01,source_center_noop,92,4,92,92,0.5,0.5,3.5587182884448296,16.825949070909523,0.0,31.242168127932587
19,joint,actor_14_statement_01,independent_center,92,4,92,92,0.5,0.5,3.5587182884448296,16.825949070909523,-16.825949070909523,31.242168127932587
19,joint,actor_14_statement_01,independent_rank1,92,4,92,92,0.25,0.5,3.5587182884448296,16.825949070909523,-18.99139265511117,31.242168127932587
19,joint,actor_14_statement_02,raw,92,4,92,92,1.0,1.0,3.5587182884448296,-5.87907840855577,0.0,-13.872160166892506
19,joint,actor_14_statement_02,source_center_noop,92,4,92,92,1.0,1.0,3.5587182884448296,-5.87907840855577,0.0,-13.872160166892506
19,joint,actor_14_statement_02,independent_center,92,4,92,92,0.75,1.0,3.5587182884448296,-5.87907840855577,5.87907840855577,-13.872160166892506
19,joint,actor_14_statement_02,independent_rank1,92,4,92,92,0.75,1.0,3.5587182884448296,-5.87907840855577,5.759555569234333,-13.872160166892506
19,joint,actor_15_statement_01,raw,92,4,92,92,0.5,1.0,3.612772580973377,11.204440674707987,0.0,2.1922749749730652
19,joint,actor_15_statement_01,source_center_noop,92,4,92,92,0.5,1.0,3.612772580973377,11.204440674707987,0.0,2.1922749749730652
19,joint,actor_15_statement_01,independent_center,92,4,92,92,1.0,1.0,3.612772580973377,11.204440674707987,-11.204440674707987,2.1922749749730652
19,joint,actor_15_statement_01,independent_rank1,92,4,92,92,1.0,1.0,3.612772580973377,11.204440674707987,-11.257424727386617,2.1922749749730652
19,joint,actor_15_statement_02,raw,92,4,92,92,0.5,1.0,3.612772580973377,-0.40855423532812374,0.0,-14.504934735571426
19,joint,actor_15_statement_02,source_center_noop,92,4,92,92,0.5,1.0,3.612772580973377,-0.40855423532812374,0.0,-14.504934735571426
19,joint,actor_15_statement_02,independent_center,92,4,92,92,0.5,1.0,3.612772580973377,-0.40855423532812374,0.40855423532812374,-14.504934735571426
19,joint,actor_15_statement_02,independent_rank1,92,4,92,92,0.5,1.0,3.612772580973377,-0.40855423532812374,0.14728251823162886,-14.504934735571426
19,joint,actor_16_statement_01,raw,92,4,92,92,0.5,0.5,3.5800229167666324,12.821652454533801,0.0,24.042918879359537
19,joint,actor_16_statement_01,source_center_noop,92,4,92,92,0.5,0.5,3.5800229167666324,12.821652454533801,0.0,24.042918879359537
19,joint,actor_16_statement_01,independent_center,92,4,92,92,0.5,0.5,3.5800229167666324,12.821652454533801,-12.821652454533801,24.042918879359537
19,joint,actor_16_statement_01,independent_rank1,92,4,92,92,0.5,0.5,3.5800229167666324,12.821652454533801,-12.995438600093427,24.042918879359537
19,joint,actor_16_statement_02,raw,92,4,92,92,0.5,1.0,3.5800229167666324,-4.965237195579956,0.0,-7.869788241332901
19,joint,actor_16_statement_02,source_center_noop,92,4,92,92,0.5,1.0,3.5800229167666324,-4.965237195579956,0.0,-7.869788241332901
19,joint,actor_16_statement_02,independent_center,92,4,92,92,0.5,1.0,3.5800229167666324,-4.965237195579956,4.965237195579956,-7.869788241332901
19,joint,actor_16_statement_02,independent_rank1,92,4,92,92,0.5,1.0,3.5800229167666324,-4.965237195579956,5.301195901125171,-7.869788241332901
19,joint,actor_17_statement_01,raw,92,4,92,92,0.5,0.5,3.607798099249225,13.503436122536286,0.0,20.85521990698438
19,joint,actor_17_statement_01,source_center_noop,92,4,92,92,0.5,0.5,3.607798099249225,13.503436122536286,0.0,20.85521990698438
19,joint,actor_17_statement_01,independent_center,92,4,92,92,0.25,0.5,3.607798099249225,13.503436122536286,-13.503436122536286,20.85521990698438
19,joint,actor_17_statement_01,independent_rank1,92,4,92,92,0.25,0.5,3.607798099249225,13.503436122536286,-14.147193445578942,20.85521990698438
19,joint,actor_17_statement_02,raw,92,4,92,92,0.75,0.5,3.607798099249225,-1.1055829135137358,0.0,-16.418334010191366
19,joint,actor_17_statement_02,source_center_noop,92,4,92,92,0.75,0.5,3.607798099249225,-1.1055829135137358,0.0,-16.418334010191366
19,joint,actor_17_statement_02,independent_center,92,4,92,92,0.75,0.5,3.607798099249225,-1.1055829135137358,1.1055829135137358,-16.418334010191366
19,joint,actor_17_statement_02,independent_rank1,92,4,92,92,0.75,0.75,3.607798099249225,-1.1055829135137358,1.1286888649880251,-16.418334010191366
19,joint,actor_18_statement_01,raw,92,4,92,92,0.5,0.0,3.6108813981779515,11.908026065141282,0.0,26.08508765921531
19,joint,actor_18_statement_01,source_center_noop,92,4,92,92,0.5,0.0,3.6108813981779515,11.908026065141282,0.0,26.08508765921531
19,joint,actor_18_statement_01,independent_center,92,4,92,92,0.0,0.0,3.6108813981779515,11.908026065141282,-11.908026065141282,26.08508765921531
19,joint,actor_18_statement_01,independent_rank1,92,4,92,92,0.25,0.0,3.6108813981779515,11.908026065141282,-11.64592446204289,26.08508765921531
19,joint,actor_18_statement_02,raw,92,4,92,92,0.5,0.5,3.6108813981779515,-6.186432020734384,0.0,-12.327419244581517
19,joint,actor_18_statement_02,source_center_noop,92,4,92,92,0.5,0.5,3.6108813981779515,-6.186432020734384,0.0,-12.327419244581517
19,joint,actor_18_statement_02,independent_center,92,4,92,92,0.25,0.5,3.6108813981779515,-6.186432020734384,6.186432020734384,-12.327419244581517
19,joint,actor_18_statement_02,independent_rank1,92,4,92,92,0.75,0.5,3.6108813981779515,-6.186432020734384,5.293454331930757,-12.327419244581517
19,joint,actor_19_statement_01,raw,92,4,92,92,0.5,0.75,3.598449109075521,19.43165191575273,0.0,27.97589768588079
19,joint,actor_19_statement_01,source_center_noop,92,4,92,92,0.5,0.75,3.598449109075521,19.43165191575273,0.0,27.97589768588079
19,joint,actor_19_statement_01,independent_center,92,4,92,92,0.5,0.75,3.598449109075521,19.43165191575273,-19.43165191575273,27.97589768588079
19,joint,actor_19_statement_01,independent_rank1,92,4,92,92,0.75,1.0,3.598449109075521,19.43165191575273,-20.363674741512227,27.97589768588079
19,joint,actor_19_statement_02,raw,92,4,92,92,0.75,1.0,3.598449109075521,-6.357567084726125,0.0,-13.705275037314358
19,joint,actor_19_statement_02,source_center_noop,92,4,92,92,0.75,1.0,3.598449109075521,-6.357567084726125,0.0,-13.705275037314358
19,joint,actor_19_statement_02,independent_center,92,4,92,92,1.0,1.0,3.598449109075521,-6.357567084726125,6.357567084726125,-13.705275037314358
19,joint,actor_19_statement_02,independent_rank1,92,4,92,92,1.0,1.0,3.598449109075521,-6.357567084726125,5.727033579712298,-13.705275037314358
19,joint,actor_20_statement_01,raw,92,4,92,92,0.5,0.75,3.5904715309996185,14.104364142874507,0.0,19.043445165015985
19,joint,actor_20_statement_01,source_center_noop,92,4,92,92,0.5,0.75,3.5904715309996185,14.104364142874507,0.0,19.043445165015985
19,joint,actor_20_statement_01,independent_center,92,4,92,92,0.75,0.75,3.5904715309996185,14.104364142874507,-14.104364142874507,19.043445165015985
19,joint,actor_20_statement_01,independent_rank1,92,4,92,92,0.75,1.0,3.5904715309996185,14.104364142874507,-14.807640113321746,19.043445165015985
19,joint,actor_20_statement_02,raw,92,4,92,92,0.5,0.25,3.5904715309996185,-2.4574592116944443,0.0,-14.017512184928552
19,joint,actor_20_statement_02,source_center_noop,92,4,92,92,0.5,0.25,3.5904715309996185,-2.4574592116944443,0.0,-14.017512184928552
19,joint,actor_20_statement_02,independent_center,92,4,92,92,0.5,0.25,3.5904715309996185,-2.4574592116944443,2.4574592116944443,-14.017512184928552
19,joint,actor_20_statement_02,independent_rank1,92,4,92,92,0.5,0.25,3.5904715309996185,-2.4574592116944443,1.6127503789525435,-14.017512184928552
19,joint,actor_21_statement_01,raw,92,4,92,92,0.5,1.0,3.571776050857823,6.331231887943544,0.0,26.830331159258293
19,joint,actor_21_statement_01,source_center_noop,92,4,92,92,0.5,1.0,3.571776050857823,6.331231887943544,0.0,26.830331159258293
19,joint,actor_21_statement_01,independent_center,92,4,92,92,0.5,1.0,3.571776050857823,6.331231887943544,-6.331231887943545,26.830331159258293
19,joint,actor_21_statement_01,independent_rank1,92,4,92,92,0.5,1.0,3.571776050857823,6.331231887943544,-6.484449565415819,26.830331159258293
19,joint,actor_21_statement_02,raw,92,4,92,92,0.5,0.0,3.571776050857823,-3.4714089815822637,0.0,-17.843350851975146
19,joint,actor_21_statement_02,source_center_noop,92,4,92,92,0.5,0.0,3.571776050857823,-3.4714089815822637,0.0,-17.843350851975146
19,joint,actor_21_statement_02,independent_center,92,4,92,92,0.25,0.0,3.571776050857823,-3.4714089815822637,3.4714089815822637,-17.843350851975146
19,joint,actor_21_statement_02,independent_rank1,92,4,92,92,0.25,0.25,3.571776050857823,-3.4714089815822637,3.641007205421072,-17.843350851975146
19,joint,actor_22_statement_01,raw,92,4,92,92,0.25,0.25,3.5844328957252647,15.656602985790212,0.0,20.711336991232404
19,joint,actor_22_statement_01,source_center_noop,92,4,92,92,0.25,0.25,3.5844328957252647,15.656602985790212,0.0,20.711336991232404
19,joint,actor_22_statement_01,independent_center,92,4,92,92,0.5,0.25,3.5844328957252647,15.656602985790212,-15.656602985790212,20.711336991232404
19,joint,actor_22_statement_01,independent_rank1,92,4,92,92,0.5,0.25,3.5844328957252647,15.656602985790212,-15.463686404911634,20.711336991232404
19,joint,actor_22_statement_02,raw,92,4,92,92,0.75,1.0,3.5844328957252647,-3.130279189290736,0.0,-14.311815762647244
19,joint,actor_22_statement_02,source_center_noop,92,4,92,92,0.75,1.0,3.5844328957252647,-3.130279189290736,0.0,-14.311815762647244
19,joint,actor_22_statement_02,independent_center,92,4,92,92,1.0,1.0,3.5844328957252647,-3.130279189290736,3.130279189290736,-14.311815762647244
19,joint,actor_22_statement_02,independent_rank1,92,4,92,92,1.0,1.0,3.5844328957252647,-3.130279189290736,3.4913396534868566,-14.311815762647244
19,joint,actor_23_statement_01,raw,92,4,92,92,0.5,1.0,3.612987793033806,10.150699254711377,0.0,12.99868032623863
19,joint,actor_23_statement_01,source_center_noop,92,4,92,92,0.5,1.0,3.612987793033806,10.150699254711377,0.0,12.99868032623863
19,joint,actor_23_statement_01,independent_center,92,4,92,92,0.5,1.0,3.612987793033806,10.150699254711377,-10.150699254711377,12.99868032623863
19,joint,actor_23_statement_01,independent_rank1,92,4,92,92,0.5,0.75,3.612987793033806,10.150699254711377,-10.08095229703051,12.99868032623863
19,joint,actor_23_statement_02,raw,92,4,92,92,0.5,0.5,3.612987793033806,-2.0375924120671884,0.0,-12.954278423647052
19,joint,actor_23_statement_02,source_center_noop,92,4,92,92,0.5,0.5,3.612987793033806,-2.0375924120671884,0.0,-12.954278423647052
19,joint,actor_23_statement_02,independent_center,92,4,92,92,0.5,0.5,3.612987793033806,-2.0375924120671884,2.0375924120671884,-12.954278423647052
19,joint,actor_23_statement_02,independent_rank1,92,4,92,92,0.5,0.5,3.612987793033806,-2.0375924120671884,2.554370071393954,-12.954278423647052
19,joint,actor_24_statement_01,raw,92,4,92,92,0.5,0.5,3.606107958495863,8.887388064785956,0.0,11.579783087593016
19,joint,actor_24_statement_01,source_center_noop,92,4,92,92,0.5,0.5,3.606107958495863,8.887388064785956,0.0,11.579783087593016
19,joint,actor_24_statement_01,independent_center,92,4,92,92,0.75,0.5,3.606107958495863,8.887388064785956,-8.887388064785956,11.579783087593016
19,joint,actor_24_statement_01,independent_rank1,92,4,92,92,0.75,0.5,3.606107958495863,8.887388064785956,-8.349531112301825,11.579783087593016
19,joint,actor_24_statement_02,raw,92,4,92,92,0.75,0.5,3.606107958495863,11.6661629917924,0.0,1.7381783597100922
19,joint,actor_24_statement_02,source_center_noop,92,4,92,92,0.75,0.5,3.606107958495863,11.6661629917924,0.0,1.7381783597100922
19,joint,actor_24_statement_02,independent_center,92,4,92,92,0.5,0.5,3.606107958495863,11.6661629917924,-11.6661629917924,1.7381783597100922
19,joint,actor_24_statement_02,independent_rank1,92,4,92,92,0.5,0.5,3.606107958495863,11.6661629917924,-11.797991182555126,1.7381783597100922
20,statement,actor_None_statement_01,raw,96,96,96,96,0.5,0.515625,15.317676492963317,50.271385810055264,0.0,7.824288740645362
20,statement,actor_None_statement_01,source_center_noop,96,96,96,96,0.5,0.515625,15.317676492963317,50.271385810055264,0.0,7.824288740645362
20,statement,actor_None_statement_01,transductive_center,96,96,96,96,0.5520833333333334,0.515625,15.317676492963317,50.271385810055264,-50.27138581005527,7.824288740645362
20,statement,actor_None_statement_02,raw,96,96,96,96,0.5,0.5377604166666666,15.317676492963317,-26.505407823205978,0.0,-9.363220783498985
20,statement,actor_None_statement_02,source_center_noop,96,96,96,96,0.5,0.5377604166666666,15.317676492963317,-26.505407823205978,0.0,-9.363220783498985
20,statement,actor_None_statement_02,transductive_center,96,96,96,96,0.5,0.5377604166666666,15.317676492963317,-26.505407823205978,26.50540782320598,-9.363220783498985
