experiment_type,schedule_id,patch_kind,schedule_order,restore_layer,clamp_end_layer,n_pairs,mean_counterfactual_effect,sd_counterfactual_effect,ci95_low_counterfactual_effect,ci95_high_counterfactual_effect,median_counterfactual_effect,positive_ce_fraction,mean_happy_effect_toward_sad,mean_sad_effect_toward_happy,happy_direction_fraction,sad_direction_fraction,both_directions_fraction
audio_restore,audio_restore_at_18,audio_tokens,18.0,18,,96,0.009728824098904928,0.06753844218386687,-0.0037816781465515627,0.02323932634436142,0.012434959411621094,0.625,0.011362115542093912,0.008095532655715942,0.625,0.6041666666666666,0.5833333333333334
audio_restore,audio_no_restore,audio_tokens,24.0,,,96,0.04555171728134155,0.17233456221651117,0.011077624979104375,0.08002580958357873,0.033850669860839844,0.625,0.04939050475756327,0.041712929805119835,0.625,0.6354166666666666,0.6145833333333334
decision_clamp,decision_clamp_to_17,decision_token,17.0,,17,96,-0.013151347637176514,0.34381077017631717,-0.08192782562927385,0.055625130354920824,-0.02189326286315918,0.4583333333333333,-0.009312798579533895,-0.016989896694819134,0.46875,0.4583333333333333,0.4583333333333333
decision_clamp,decision_clamp_to_18,decision_token,18.0,,18,96,-0.003815139333407084,0.3422511276731489,-0.07227962384653436,0.06464934517972018,-0.01248311996459961,0.4895833333333333,0.0008324980735778809,-0.00846277674039205,0.4895833333333333,0.4791666666666667,0.4791666666666667
decision_clamp,decision_clamp_to_19,decision_token,19.0,,19,96,0.0068647464116414385,0.3514148366382982,-0.06343286167595781,0.07716235449924068,-0.012809514999389648,0.5,0.011031200488408407,0.002698292334874471,0.5,0.4895833333333333,0.4895833333333333
decision_clamp,decision_clamp_to_20,decision_token,20.0,,20,96,0.006182461977005005,0.3426734600717191,-0.06236650661118692,0.07473143056519693,0.0073719024658203125,0.5104166666666666,0.01248444120089213,-0.00011951724688212077,0.5,0.5,0.4895833333333333
decision_clamp,decision_clamp_to_21,decision_token,21.0,,21,96,0.016696924964586895,0.34299042921772666,-0.05191545065847883,0.08530930058765263,0.020917415618896484,0.5208333333333334,0.023353179295857746,0.01004067063331604,0.53125,0.5208333333333334,0.5208333333333334
decision_clamp,decision_clamp_to_22,decision_token,22.0,,22,96,0.020424440503120422,0.3855480511111307,-0.056701232548198255,0.0975501135544391,-0.008739709854125977,0.5,0.022020667791366577,0.018828213214874268,0.5,0.4895833333333333,0.4895833333333333
decision_clamp,decision_clamp_to_23,decision_token,23.0,,23,96,0.032581393917401634,0.39147606809503394,-0.04573012950568147,0.11089291734048473,-0.013048171997070312,0.4895833333333333,0.032577703396479286,0.032585084438323975,0.4895833333333333,0.4895833333333333,0.4895833333333333
