position,layer,regime,metric,mean,ci_low,ci_high
answer,18,statement,accuracy,0.5260416666666666,0.4791666666666667,0.5729166666666666
answer,18,statement,roc_auc,0.5721571180555556,0.5350450303819445,0.6128472222222222
answer,18,statement,mean_within_fold_auc,0.6310763888888888,,
answer,18,joint,accuracy,0.5260416666666666,0.484375,0.5677083333333334
answer,18,joint,roc_auc,0.5452473958333334,0.5087890625,0.5873480902777778
answer,18,joint,mean_within_fold_auc,0.5989583333333334,,
answer,19,speaker,accuracy,0.6927083333333334,0.6302083333333334,0.7552083333333334
answer,19,speaker,roc_auc,0.7369791666666666,0.6646050347222222,0.8069661458333334
answer,19,speaker,mean_within_fold_auc,0.7526041666666666,,
answer,19,statement,accuracy,0.5,0.4583333333333333,0.5364583333333334
answer,19,statement,roc_auc,0.5616319444444444,0.5300564236111112,0.5924506293402777
answer,19,statement,mean_within_fold_auc,0.6338975694444444,,
answer,19,joint,accuracy,0.4895833333333333,0.46875,0.5104166666666666
answer,19,joint,roc_auc,0.5300564236111112,0.4981553819444444,0.5662977430555556
answer,19,joint,mean_within_fold_auc,0.6041666666666666,,
answer,20,speaker,accuracy,0.6770833333333334,0.609375,0.7397135416666648
answer,20,speaker,roc_auc,0.6999782986111112,0.6235894097222222,0.7750651041666666
answer,20,speaker,mean_within_fold_auc,0.71875,,
answer,20,statement,accuracy,0.4947916666666667,0.4791666666666667,0.5104166666666666
answer,20,statement,roc_auc,0.5615234375,0.5326605902777778,0.5907145182291667
answer,20,statement,mean_within_fold_auc,0.6317274305555556,,
answer,20,joint,accuracy,0.5,0.4791666666666667,0.5260416666666666
answer,20,joint,roc_auc,0.5363498263888888,0.5083523220486111,0.5641276041666666
answer,20,joint,mean_within_fold_auc,0.6041666666666666,,
answer,21,speaker,accuracy,0.6770833333333334,0.5989583333333334,0.7552083333333334
answer,21,speaker,roc_auc,0.7173394097222222,0.634765625,0.7967664930555556
answer,21,speaker,mean_within_fold_auc,0.7369791666666666,,
answer,21,statement,accuracy,0.4895833333333333,0.46875,0.5104166666666666
answer,21,statement,roc_auc,0.5577256944444444,0.5298394097222222,0.5837673611111112
answer,21,statement,mean_within_fold_auc,0.61328125,,
answer,21,joint,accuracy,0.5104166666666666,0.4791666666666667,0.5416666666666666
answer,21,joint,roc_auc,0.5261501736111112,0.5002170138888888,0.5524088541666666
answer,21,joint,mean_within_fold_auc,0.578125,,
answer,22,speaker,accuracy,0.6979166666666666,0.6302083333333334,0.7708333333333334
answer,22,speaker,roc_auc,0.7313368055555556,0.6498480902777778,0.8122829861111112
answer,22,speaker,mean_within_fold_auc,0.75,,
answer,22,statement,accuracy,0.5052083333333334,0.5,0.515625
answer,22,statement,roc_auc,0.5936414930555556,0.5369981553819445,0.6495225694444444
answer,22,statement,mean_within_fold_auc,0.5993923611111112,,
answer,22,joint,accuracy,0.4895833333333333,0.46875,0.5104166666666666
answer,22,joint,roc_auc,0.5476345486111112,0.5052083333333334,0.5893012152777778
answer,22,joint,mean_within_fold_auc,0.578125,,
answer,23,speaker,accuracy,0.6875,0.6197916666666666,0.7552083333333334
answer,23,speaker,roc_auc,0.7312282986111112,0.6522325303819445,0.8112006293402777
answer,23,speaker,mean_within_fold_auc,0.7552083333333334,,
answer,23,statement,accuracy,0.5052083333333334,0.5,0.515625
answer,23,statement,roc_auc,0.5513237847222222,0.5093315972222222,0.5890842013888888
answer,23,statement,mean_within_fold_auc,0.5907118055555556,,
answer,23,joint,accuracy,0.5052083333333334,0.5,0.515625
answer,23,joint,roc_auc,0.5412326388888888,0.5055338541666666,0.5774739583333334
answer,23,joint,mean_within_fold_auc,0.6041666666666666,,
answer_final_norm,24,speaker,accuracy,0.6927083333333334,0.6197916666666666,0.765625
answer_final_norm,24,speaker,roc_auc,0.7319878472222222,0.6545138888888888,0.8119574652777778
answer_final_norm,24,speaker,mean_within_fold_auc,0.765625,,
answer_final_norm,24,statement,accuracy,0.5052083333333334,0.5,0.515625
answer_final_norm,24,statement,roc_auc,0.5441623263888888,0.5083550347222222,0.5780164930555556
answer_final_norm,24,statement,mean_within_fold_auc,0.591796875,,
answer_final_norm,24,joint,accuracy,0.5052083333333334,0.5,0.515625
answer_final_norm,24,joint,roc_auc,0.5394965277777778,0.5040147569444444,0.5749782986111112
answer_final_norm,24,joint,mean_within_fold_auc,0.59375,,
