position,layer,statement,metric,condition,mean,ci_low,ci_high
answer,4,combined,mean_within_fold_auc,cross,0.7708333333333334,0.6770833333333334,0.859375
answer,4,combined,mean_within_fold_auc,gap,-0.02083333333333337,-0.11458333333333326,0.06770833333333326
answer,4,combined,pooled_roc_auc,within,0.7610677083333334,0.6827229817708333,0.8343126085069444
answer,4,combined,pooled_roc_auc,cross,0.7368706597222222,0.6715494791666666,0.7994791666666666
answer,4,combined,pooled_roc_auc,gap,0.02419704861111116,-0.04264322916666663,0.08658854166666663
answer,4,combined,accuracy,within,0.7291666666666666,0.65625,0.796875
answer,4,combined,accuracy,cross,0.5625,0.5364583333333334,0.59375
answer,4,combined,accuracy,gap,0.16666666666666663,0.08854166666666674,0.23958333333333337
answer,5,01,mean_within_fold_auc,within,0.7916666666666666,0.6770833333333334,0.8958333333333334
answer,5,01,mean_within_fold_auc,cross,0.8333333333333334,0.7291666666666666,0.9270833333333334
answer,5,01,mean_within_fold_auc,gap,-0.04166666666666674,-0.1875,0.10416666666666663
answer,5,01,pooled_roc_auc,within,0.7877604166666666,0.6883572048611112,0.8802083333333334
answer,5,01,pooled_roc_auc,cross,0.7764756944444444,0.6866319444444444,0.8624131944444444
answer,5,01,pooled_roc_auc,gap,0.01128472222222221,-0.10894097222222221,0.1254340277777778
answer,5,01,accuracy,within,0.75,0.65625,0.8333333333333334
answer,5,01,accuracy,cross,0.5208333333333334,0.5,0.5520833333333334
answer,5,01,accuracy,gap,0.22916666666666663,0.125,0.32291666666666674
answer,5,02,mean_within_fold_auc,within,0.7604166666666666,0.6354166666666666,0.8645833333333334
answer,5,02,mean_within_fold_auc,cross,0.7395833333333334,0.59375,0.8645833333333334
answer,5,02,mean_within_fold_auc,gap,0.02083333333333326,-0.11458333333333337,0.15625
answer,5,02,pooled_roc_auc,within,0.7569444444444444,0.6605902777777778,0.8480902777777778
answer,5,02,pooled_roc_auc,cross,0.7799479166666666,0.6727430555555556,0.8719618055555556
answer,5,02,pooled_roc_auc,gap,-0.02300347222222221,-0.10373263888888884,0.06510416666666663
answer,5,02,accuracy,within,0.71875,0.625,0.8020833333333334
answer,5,02,accuracy,cross,0.5833333333333334,0.5,0.6666666666666666
answer,5,02,accuracy,gap,0.13541666666666663,0.03125,0.22916666666666674
answer,5,combined,mean_within_fold_auc,within,0.7760416666666666,0.6822916666666666,0.859375
answer,5,combined,mean_within_fold_auc,cross,0.7864583333333334,0.6927083333333334,0.8697916666666666
answer,5,combined,mean_within_fold_auc,gap,-0.01041666666666674,-0.109375,0.08333333333333337
answer,5,combined,pooled_roc_auc,within,0.7746310763888888,0.6998697916666666,0.8441867404513889
answer,5,combined,pooled_roc_auc,cross,0.7355685763888888,0.6728515625,0.7962239583333334
answer,5,combined,pooled_roc_auc,gap,0.0390625,-0.022135416666666633,0.09711642795138886
answer,5,combined,accuracy,within,0.734375,0.65625,0.8020833333333334
answer,5,combined,accuracy,cross,0.5520833333333334,0.5208333333333334,0.5885416666666666
answer,5,combined,accuracy,gap,0.18229166666666663,0.09895833333333337,0.25520833333333326
answer,6,01,mean_within_fold_auc,within,0.78125,0.6666666666666666,0.8854166666666666
answer,6,01,mean_within_fold_auc,cross,0.7395833333333334,0.6145833333333334,0.8541666666666666
answer,6,01,mean_within_fold_auc,gap,0.04166666666666663,-0.07291666666666663,0.16666666666666674
answer,6,01,pooled_roc_auc,within,0.7608506944444444,0.6588433159722222,0.8550455729166665
answer,6,01,pooled_roc_auc,cross,0.7022569444444444,0.6124131944444444,0.7916775173611109
answer,6,01,pooled_roc_auc,gap,0.05859375,-0.04427083333333326,0.16015625
answer,6,01,accuracy,within,0.6770833333333334,0.5729166666666666,0.7708333333333334
answer,6,01,accuracy,cross,0.4791666666666667,0.4479166666666667,0.5
answer,6,01,accuracy,gap,0.19791666666666669,0.09375000000000006,0.2916666666666667
answer,6,02,mean_within_fold_auc,within,0.75,0.625,0.8645833333333334
answer,6,02,mean_within_fold_auc,cross,0.7083333333333334,0.5729166666666666,0.8333333333333334
answer,6,02,mean_within_fold_auc,gap,0.04166666666666663,-0.11458333333333337,0.1875
answer,6,02,pooled_roc_auc,within,0.7495659722222222,0.6484375,0.8441840277777778
answer,6,02,pooled_roc_auc,cross,0.7018229166666666,0.59287109375,0.8012152777777778
answer,6,02,pooled_roc_auc,gap,0.04774305555555558,-0.07899305555555558,0.17362196180555545
answer,6,02,accuracy,within,0.7291666666666666,0.625,0.8229166666666666
answer,6,02,accuracy,cross,0.5520833333333334,0.5104166666666666,0.6041666666666666
answer,6,02,accuracy,gap,0.17708333333333326,0.07291666666666674,0.27083333333333337
answer,6,combined,mean_within_fold_auc,within,0.765625,0.6822916666666666,0.84375
answer,6,combined,mean_within_fold_auc,cross,0.7239583333333334,0.6302083333333334,0.8125
answer,6,combined,mean_within_fold_auc,gap,0.04166666666666663,-0.03645833333333337,0.11458333333333337
answer,6,combined,pooled_roc_auc,within,0.7567274305555556,0.6850043402777778,0.8262803819444444
answer,6,combined,pooled_roc_auc,cross,0.6032986111111112,0.564453125,0.6387803819444444
answer,6,combined,pooled_roc_auc,gap,0.15342881944444442,0.10155978732638889,0.20518663194444442
answer,6,combined,accuracy,within,0.703125,0.6354166666666666,0.7708333333333334
answer,6,combined,accuracy,cross,0.515625,0.4895833333333333,0.546875
answer,6,combined,accuracy,gap,0.1875,0.125,0.25520833333333326
answer,7,01,mean_within_fold_auc,within,0.7291666666666666,0.6041666666666666,0.84375
answer,7,01,mean_within_fold_auc,cross,0.6145833333333334,0.4895833333333333,0.7395833333333334
answer,7,01,mean_within_fold_auc,gap,0.11458333333333326,-0.05208333333333326,0.27083333333333337
answer,7,01,pooled_roc_auc,within,0.7135416666666666,0.6106770833333334,0.8107638888888888
answer,7,01,pooled_roc_auc,cross,0.6336805555555556,0.5347222222222222,0.7326388888888888
answer,7,01,pooled_roc_auc,gap,0.07986111111111105,-0.04513888888888884,0.21354166666666663
answer,7,01,accuracy,within,0.6354166666666666,0.5520833333333334,0.71875
answer,7,01,accuracy,cross,0.6458333333333334,0.5520833333333334,0.7395833333333334
answer,7,01,accuracy,gap,-0.01041666666666674,-0.13541666666666674,0.125
answer,7,02,mean_within_fold_auc,within,0.6770833333333334,0.5520833333333334,0.7916666666666666
answer,7,02,mean_within_fold_auc,cross,0.7083333333333334,0.5833333333333334,0.8229166666666666
answer,7,02,mean_within_fold_auc,gap,-0.03125,-0.1875,0.125
answer,7,02,pooled_roc_auc,within,0.6610243055555556,0.5533745659722222,0.7708333333333334
answer,7,02,pooled_roc_auc,cross,0.6475694444444444,0.5681423611111112,0.7326388888888888
answer,7,02,pooled_roc_auc,gap,0.01345486111111116,-0.09895833333333337,0.12240668402777766
answer,7,02,accuracy,within,0.6458333333333334,0.5729166666666666,0.71875
answer,7,02,accuracy,cross,0.5,0.46875,0.53125
answer,7,02,accuracy,gap,0.14583333333333337,0.0625,0.22916666666666663
answer,7,combined,mean_within_fold_auc,within,0.703125,0.5989583333333334,0.8020833333333334
answer,7,combined,mean_within_fold_auc,cross,0.6614583333333334,0.5677083333333334,0.75
answer,7,combined,mean_within_fold_auc,gap,0.04166666666666663,-0.08333333333333337,0.16145833333333337
answer,7,combined,pooled_roc_auc,within,0.685546875,0.5964626736111112,0.7720296223958333
answer,7,combined,pooled_roc_auc,cross,0.5970052083333334,0.5448133680555556,0.6493055555555556
answer,7,combined,pooled_roc_auc,gap,0.08854166666666663,-0.000979275173611108,0.17459038628472223
answer,7,combined,accuracy,within,0.640625,0.5884114583333334,0.6979166666666666
answer,7,combined,accuracy,cross,0.5729166666666666,0.5260416666666666,0.6197916666666666
answer,7,combined,accuracy,gap,0.06770833333333337,0.0,0.140625
answer,8,01,mean_within_fold_auc,within,0.71875,0.59375,0.8333333333333334
answer,8,01,mean_within_fold_auc,cross,0.6145833333333334,0.4895833333333333,0.7395833333333334
answer,8,01,mean_within_fold_auc,gap,0.10416666666666663,-0.07291666666666663,0.26041666666666674
answer,8,01,pooled_roc_auc,within,0.6809895833333334,0.5846354166666666,0.7829861111111112
answer,8,01,pooled_roc_auc,cross,0.6349826388888888,0.5394965277777778,0.7291775173611109
answer,8,01,pooled_roc_auc,gap,0.04600694444444453,-0.08637152777777779,0.18142361111111116
answer,8,01,accuracy,within,0.6458333333333334,0.5520833333333334,0.75
answer,8,01,accuracy,cross,0.6041666666666666,0.5104166666666666,0.6979166666666666
answer,8,01,accuracy,gap,0.04166666666666674,-0.09375,0.18749999999999994
answer,8,02,mean_within_fold_auc,within,0.71875,0.59375,0.8333333333333334
answer,8,02,mean_within_fold_auc,cross,0.7395833333333334,0.6458333333333334,0.8333333333333334
answer,8,02,mean_within_fold_auc,gap,-0.02083333333333337,-0.14583333333333326,0.09375
answer,8,02,pooled_roc_auc,within,0.7039930555555556,0.5907009548611112,0.8112087673611109
