condition,actor,pair_id,statement,repetition,happy_margin,sad_margin,happy_shift,sad_shift,pair_separation,delta_pair_separation,common_shift
center_joint,06,pair_0022,02,01,-3.633007049560547,-3.5128164291381836,-0.03085947036743164,-0.047776222229003906,-0.12019062042236328,0.016916751861572266,-0.03931784629821777
center_joint,06,pair_0023,02,02,-3.5145890712738037,-3.720869302749634,-0.05728316307067871,-0.06571722030639648,0.20628023147583008,0.008434057235717773,-0.0615001916885376
center_joint,07,pair_0024,01,01,-4.644054412841797,-4.375851631164551,-0.2593708038330078,-0.20863056182861328,-0.2682027816772461,-0.05074024200439453,-0.23400068283081055
center_joint,07,pair_0025,01,02,-4.83891487121582,-4.933221817016602,-0.23485088348388672,-0.2366776466369629,0.09430694580078125,0.0018267631530761719,-0.2357642650604248
center_joint,07,pair_0026,02,01,-3.8303961753845215,-3.67842960357666,-0.05034518241882324,-0.04756283760070801,-0.15196657180786133,-0.0027823448181152344,-0.048954010009765625
center_joint,07,pair_0027,02,02,-3.8303961753845215,-3.5835118293762207,-0.05034518241882324,-0.013999223709106445,-0.24688434600830078,-0.0363459587097168,-0.032172203063964844
center_joint,08,pair_0028,01,01,-4.053345203399658,-5.240287780761719,-0.1801912784576416,-0.20385265350341797,1.1869425773620605,0.023661375045776367,-0.19202196598052979
center_joint,08,pair_0029,01,02,-4.760086536407471,-4.450226306915283,-0.2351212501525879,-0.15954923629760742,-0.3098602294921875,-0.07557201385498047,-0.19733524322509766
center_joint,08,pair_0030,02,01,-3.918680191040039,-2.6471104621887207,-0.023651599884033203,0.01045083999633789,-1.2715697288513184,-0.034102439880371094,-0.006600379943847656
center_joint,08,pair_0031,02,02,-3.838361978530884,-3.268760919570923,-0.02604508399963379,0.003309488296508789,-0.5696010589599609,-0.029354572296142578,-0.0113677978515625
center_joint,09,pair_0032,01,01,-4.857429504394531,-4.9420366287231445,-0.19356250762939453,-0.23178863525390625,0.08460712432861328,0.03822612762451172,-0.2126755714416504
center_joint,09,pair_0033,01,02,-5.282106876373291,-4.457624912261963,-0.22432947158813477,-0.1824936866760254,-0.8244819641113281,-0.041835784912109375,-0.20341157913208008
center_joint,09,pair_0034,02,01,-4.09272575378418,-4.0379133224487305,-0.12859678268432617,-0.12128067016601562,-0.05481243133544922,-0.007316112518310547,-0.1249387264251709
center_joint,09,pair_0035,02,02,-3.628474712371826,-4.260376930236816,-0.08611607551574707,0.023883819580078125,0.6319022178649902,-0.1099998950958252,-0.031116127967834473
center_joint,10,pair_0036,01,01,-4.386495113372803,-4.878983497619629,-0.23569107055664062,-0.21932458877563477,0.49248838424682617,-0.01636648178100586,-0.2275078296661377
center_joint,10,pair_0037,01,02,-4.675607681274414,-4.6103620529174805,-0.27381086349487305,-0.21577882766723633,-0.0652456283569336,-0.05803203582763672,-0.2447948455810547
center_joint,10,pair_0038,02,01,-3.7209362983703613,-2.5291268825531006,-0.0659937858581543,0.04060769081115723,-1.1918094158172607,-0.10660147666931152,-0.012693047523498535
center_joint,10,pair_0039,02,02,-3.600799560546875,-3.3899216651916504,-0.05110883712768555,-0.04280567169189453,-0.2108778953552246,-0.008303165435791016,-0.04695725440979004
center_joint,11,pair_0040,01,01,-4.440876483917236,-4.887714385986328,-0.21164608001708984,-0.2311563491821289,0.4468379020690918,0.019510269165039062,-0.22140121459960938
center_joint,11,pair_0041,01,02,-4.945080757141113,-5.2224836349487305,-0.2252349853515625,-0.252777099609375,0.2774028778076172,0.0275421142578125,-0.23900604248046875
center_joint,11,pair_0042,02,01,-3.6669206619262695,-3.491083860397339,-0.06661367416381836,-0.004155397415161133,-0.17583680152893066,-0.06245827674865723,-0.035384535789489746
center_joint,11,pair_0043,02,02,-3.7274861335754395,-3.4795753955841064,-0.09046387672424316,0.003443479537963867,-0.247910737991333,-0.09390735626220703,-0.04351019859313965
center_joint,12,pair_0044,01,01,-4.970427989959717,-4.751351356506348,-0.23972558975219727,-0.2568197250366211,-0.21907663345336914,0.017094135284423828,-0.24827265739440918
center_joint,12,pair_0045,01,02,-4.618537902832031,-4.728415489196777,-0.22062158584594727,-0.2202739715576172,0.1098775863647461,-0.0003476142883300781,-0.22044777870178223
center_joint,12,pair_0046,02,01,-3.4515583515167236,-3.8260693550109863,-0.025194406509399414,0.020710229873657227,0.3745110034942627,-0.04590463638305664,-0.0022420883178710938
center_joint,12,pair_0047,02,02,-3.545093059539795,-3.70033597946167,-0.050928592681884766,0.01876068115234375,0.155242919921875,-0.06968927383422852,-0.016083955764770508
center_joint,13,pair_0048,01,01,-4.570145130157471,-4.600415229797363,-0.22570466995239258,-0.21440887451171875,0.030270099639892578,-0.011295795440673828,-0.22005677223205566
center_joint,13,pair_0049,01,02,-4.4835734367370605,-4.731807708740234,-0.18867015838623047,-0.22834205627441406,0.24823427200317383,0.039671897888183594,-0.20850610733032227
center_joint,13,pair_0050,02,01,-3.180018186569214,-3.3631317615509033,0.007357358932495117,-0.033510684967041016,0.18311357498168945,0.04086804389953613,-0.01307666301727295
center_joint,13,pair_0051,02,02,-3.547330379486084,-3.3829824924468994,-0.09859275817871094,-0.10514140129089355,-0.16434788703918457,0.006548643112182617,-0.10186707973480225
center_joint,14,pair_0052,01,01,-4.372485160827637,-5.053259372711182,-0.20097684860229492,-0.26685523986816406,0.6807742118835449,0.06587839126586914,-0.2339160442352295
center_joint,14,pair_0053,01,02,-4.344980239868164,-4.908866882324219,-0.23293542861938477,-0.23278093338012695,0.5638866424560547,-0.0001544952392578125,-0.23285818099975586
center_joint,14,pair_0054,02,01,-3.637674331665039,-3.831164836883545,-0.06277847290039062,-0.062279462814331055,0.19349050521850586,-0.0004990100860595703,-0.06252896785736084
center_joint,14,pair_0055,02,02,-3.427684783935547,-3.9110090732574463,-0.08505773544311523,-0.05017447471618652,0.4833242893218994,-0.03488326072692871,-0.06761610507965088
center_joint,15,pair_0056,01,01,-4.402397632598877,-4.08687686920166,-0.17155694961547852,-0.1505293846130371,-0.3155207633972168,-0.021027565002441406,-0.1610431671142578
center_joint,15,pair_0057,01,02,-4.663804531097412,-4.471493721008301,-0.22266721725463867,-0.2129507064819336,-0.19231081008911133,-0.009716510772705078,-0.21780896186828613
center_joint,15,pair_0058,02,01,-3.8898909091949463,-3.468601703643799,-0.08987712860107422,-0.07808256149291992,-0.42128920555114746,-0.011794567108154297,-0.08397984504699707
center_joint,15,pair_0059,02,02,-3.6247518062591553,-4.344432353973389,-0.03200054168701172,-0.07180643081665039,0.7196805477142334,0.03980588912963867,-0.051903486251831055
center_joint,16,pair_0060,01,01,-4.988058567047119,-4.931921482086182,-0.23529577255249023,-0.24858665466308594,-0.0561370849609375,0.013290882110595703,-0.24194121360778809
center_joint,16,pair_0061,01,02,-4.883877754211426,-4.289817810058594,-0.227325439453125,-0.18675708770751953,-0.594059944152832,-0.04056835174560547,-0.20704126358032227
center_joint,16,pair_0062,02,01,-3.617969512939453,-3.642788887023926,-0.05511903762817383,-0.10591840744018555,0.024819374084472656,0.05079936981201172,-0.08051872253417969
center_joint,16,pair_0063,02,02,-3.316476821899414,-3.703997850418091,-0.06862449645996094,0.008742094039916992,0.38752102851867676,-0.07736659049987793,-0.029941201210021973
center_joint,17,pair_0064,01,01,-4.696033477783203,-4.6720757484436035,-0.2427196502685547,-0.23765039443969727,-0.02395772933959961,-0.005069255828857422,-0.24018502235412598
center_joint,17,pair_0065,01,02,-4.6171464920043945,-4.527962684631348,-0.26838207244873047,-0.23819684982299805,-0.08918380737304688,-0.030185222625732422,-0.25328946113586426
center_joint,17,pair_0066,02,01,-4.002526760101318,-4.247997283935547,-0.08285284042358398,-0.09797906875610352,0.24547052383422852,0.015126228332519531,-0.09041595458984375
center_joint,17,pair_0067,02,02,-3.936776876449585,-3.5364272594451904,-0.11446952819824219,-0.03995966911315918,-0.40034961700439453,-0.07450985908508301,-0.07721459865570068
center_joint,18,pair_0068,01,01,-4.241460800170898,-4.46335506439209,-0.23208951950073242,-0.2509288787841797,0.2218942642211914,0.018839359283447266,-0.24150919914245605
center_joint,18,pair_0069,01,02,-3.8499059677124023,-4.6708664894104,-0.11038541793823242,-0.25023698806762695,0.820960521697998,0.13985157012939453,-0.1803112030029297
center_joint,18,pair_0070,02,01,-3.9115376472473145,-4.190738201141357,-0.06250381469726562,-0.09566640853881836,0.27920055389404297,0.033162593841552734,-0.07908511161804199
center_joint,18,pair_0071,02,02,-4.160793781280518,-3.8425936698913574,0.12106180191040039,-0.013740062713623047,-0.31820011138916016,0.13480186462402344,0.05366086959838867
center_joint,19,pair_0072,01,01,-4.687829971313477,-4.9238386154174805,-0.24091005325317383,-0.2139878273010254,0.2360086441040039,-0.026922225952148438,-0.2274489402770996
center_joint,19,pair_0073,01,02,-4.9463701248168945,-4.682878017425537,-0.2385697364807129,-0.26120567321777344,-0.2634921073913574,0.022635936737060547,-0.24988770484924316
center_joint,19,pair_0074,02,01,-4.251333236694336,-5.309724807739258,-0.13074970245361328,-0.11247634887695312,1.0583915710449219,-0.018273353576660156,-0.1216130256652832
center_joint,19,pair_0075,02,02,-3.369750738143921,-3.3133187294006348,-0.06653952598571777,-0.06704425811767578,-0.05643200874328613,0.0005047321319580078,-0.06679189205169678
center_joint,20,pair_0076,01,01,-4.793304920196533,-4.954020977020264,-0.24772405624389648,-0.24584436416625977,0.16071605682373047,-0.0018796920776367188,-0.24678421020507812
center_joint,20,pair_0077,01,02,-4.400607109069824,-4.232231140136719,-0.2583498954772949,-0.2309122085571289,-0.16837596893310547,-0.027437686920166016,-0.24463105201721191
center_joint,20,pair_0078,02,01,-3.569690227508545,-3.180316686630249,-0.06795215606689453,0.2724318504333496,-0.3893735408782959,-0.34038400650024414,0.10223984718322754
center_joint,20,pair_0079,02,02,-3.9218685626983643,-3.614912509918213,-0.05693197250366211,0.042704105377197266,-0.30695605278015137,-0.09963607788085938,-0.007113933563232422
center_joint,21,pair_0080,01,01,-4.519468307495117,-4.329179763793945,-0.24953508377075195,-0.2344346046447754,-0.19028854370117188,-0.015100479125976562,-0.24198484420776367
center_joint,21,pair_0081,01,02,-4.435490608215332,-4.440391540527344,-0.21326923370361328,-0.23837041854858398,0.004900932312011719,0.025101184844970703,-0.22581982612609863
center_joint,21,pair_0082,02,01,-3.7721409797668457,-3.417140245437622,0.004334211349487305,-0.07536077499389648,-0.35500073432922363,0.07969498634338379,-0.03551328182220459
center_joint,21,pair_0083,02,02,-3.387150526046753,-3.5153794288635254,-0.0701448917388916,-0.05663037300109863,0.12822890281677246,-0.013514518737792969,-0.06338763236999512
center_joint,22,pair_0084,01,01,-4.707179069519043,-4.9839887619018555,-0.21735572814941406,-0.22016429901123047,0.2768096923828125,0.0028085708618164062,-0.21876001358032227
center_joint,22,pair_0085,01,02,-4.261168003082275,-4.683175086975098,-0.22504377365112305,-0.24300003051757812,0.42200708389282227,0.017956256866455078,-0.23402190208435059
center_joint,22,pair_0086,02,01,-3.633469581604004,-3.6824939250946045,-0.02722787857055664,-0.017714262008666992,0.049024343490600586,-0.009513616561889648,-0.022471070289611816
center_joint,22,pair_0087,02,02,-3.6965954303741455,-3.614168405532837,-0.0573582649230957,-0.10165905952453613,-0.0824270248413086,0.04430079460144043,-0.07950866222381592
center_joint,23,pair_0088,01,01,-4.6475138664245605,-4.238719463348389,-0.24614763259887695,-0.2214803695678711,-0.4087944030761719,-0.02466726303100586,-0.23381400108337402
center_joint,23,pair_0089,01,02,-4.682869911193848,-4.664981842041016,-0.19419240951538086,-0.2568831443786621,-0.01788806915283203,0.06269073486328125,-0.22553777694702148
center_joint,23,pair_0090,02,01,-4.141088962554932,-3.5005784034729004,-0.17367029190063477,-0.04284954071044922,-0.6405105590820312,-0.13082075119018555,-0.10825991630554199
center_joint,23,pair_0091,02,02,-3.689047336578369,-3.1300954818725586,-0.08977866172790527,0.049181222915649414,-0.5589518547058105,-0.1389598846435547,-0.02029871940612793
center_joint,24,pair_0092,01,01,-4.313179969787598,-4.940496921539307,-0.2157754898071289,-0.23497724533081055,0.627316951751709,0.01920175552368164,-0.22537636756896973
center_joint,24,pair_0093,01,02,-4.385982513427734,-4.869646072387695,-0.20183658599853516,-0.27560853958129883,0.48366355895996094,0.07377195358276367,-0.238722562789917
center_joint,24,pair_0094,02,01,-3.7561912536621094,-3.7059905529022217,-0.03673720359802246,-0.07636046409606934,-0.050200700759887695,0.039623260498046875,-0.0565488338470459
center_joint,24,pair_0095,02,02,-3.7724080085754395,-3.626066207885742,-0.02898573875427246,0.0003654956817626953,-0.14634180068969727,-0.029351234436035156,-0.014310121536254883
center_19,01,pair_0000,01,01,-4.5995073318481445,-4.490078926086426,-0.00784158706665039,-0.01759481430053711,-0.10942840576171875,0.009753227233886719,-0.01271820068359375
center_19,01,pair_0001,01,02,-4.806021690368652,-4.823282718658447,-0.0076198577880859375,-0.009304523468017578,0.017261028289794922,0.0016846656799316406,-0.008462190628051758
center_19,01,pair_0002,02,01,-3.5288777351379395,-3.93107271194458,0.0057103633880615234,0.010855913162231445,0.4021949768066406,-0.005145549774169922,0.008283138275146484
center_19,01,pair_0003,02,02,-3.4970579147338867,-3.5900704860687256,0.008146047592163086,0.013826131820678711,0.09301257133483887,-0.005680084228515625,0.010986089706420898
center_19,02,pair_0004,01,01,-4.267123699188232,-4.8799238204956055,-0.004045009613037109,-0.011694908142089844,0.612800121307373,0.007649898529052734,-0.007869958877563477
center_19,02,pair_0005,01,02,-4.4832258224487305,-4.709595680236816,-0.008244514465332031,-0.012362003326416016,0.22636985778808594,0.004117488861083984,-0.010303258895874023
center_19,02,pair_0006,02,01,-3.497638702392578,-3.7553327083587646,0.011769533157348633,0.01970219612121582,0.2576940059661865,-0.007932662963867188,0.015735864639282227
center_19,02,pair_0007,02,02,-3.3941917419433594,-3.4728281497955322,0.013824701309204102,0.008322954177856445,0.07863640785217285,0.005501747131347656,0.011073827743530273
center_19,03,pair_0008,01,01,-4.715770721435547,-4.594539642333984,-0.016696929931640625,-0.009830951690673828,-0.1212310791015625,-0.006865978240966797,-0.013263940811157227
center_19,03,pair_0009,01,02,-4.72943639755249,-4.3844075202941895,-0.010615825653076172,-0.007087230682373047,-0.3450288772583008,-0.003528594970703125,-0.00885152816772461
center_19,03,pair_0010,02,01,-3.6794369220733643,-3.354095458984375,0.015507221221923828,0.01584482192993164,-0.32534146308898926,-0.0003376007080078125,0.015676021575927734
center_19,03,pair_0011,02,02,-3.51218843460083,-3.320211172103882,0.01272439956665039,0.01123952865600586,-0.19197726249694824,0.0014848709106445312,0.011981964111328125
center_19,04,pair_0012,01,01,-4.606856822967529,-4.876131534576416,-0.004133701324462891,-0.009371757507324219,0.2692747116088867,0.005238056182861328,-0.006752729415893555
center_19,04,pair_0013,01,02,-4.58172607421875,-4.618642330169678,-0.012136459350585938,-0.014321327209472656,0.036916255950927734,0.0021848678588867188,-0.013228893280029297
center_19,04,pair_0014,02,01,-3.5913262367248535,-3.5629920959472656,0.012232780456542969,0.0073854923248291016,-0.02833414077758789,0.004847288131713867,0.009809136390686035
center_19,04,pair_0015,02,02,-3.3656060695648193,-3.7872190475463867,0.01806187629699707,0.021337270736694336,0.4216129779815674,-0.0032753944396972656,0.019699573516845703
center_19,05,pair_0016,01,01,-4.566472053527832,-4.209533214569092,-0.009099006652832031,-0.012854576110839844,-0.35693883895874023,0.0037555694580078125,-0.010976791381835938
center_19,05,pair_0017,01,02,-4.399187088012695,-4.575442314147949,-0.016025543212890625,-0.016474246978759766,0.1762552261352539,0.0004487037658691406,-0.016249895095825195
center_19,05,pair_0018,02,01,-3.2732443809509277,-3.473421812057495,0.013466119766235352,0.007708549499511719,0.20017743110656738,0.005757570266723633,0.010587334632873535
center_19,05,pair_0019,02,02,-3.4618847370147705,-3.276792287826538,0.013664722442626953,0.01005244255065918,-0.18509244918823242,0.0036122798919677734,0.011858582496643066
center_19,06,pair_0020,01,01,-4.228579998016357,-4.532167434692383,-0.013923168182373047,-0.008045196533203125,0.3035874366760254,-0.005877971649169922,-0.010984182357788086
center_19,06,pair_0021,01,02,-4.256075859069824,-4.62253475189209,-8.916854858398438e-05,-0.008249282836914062,0.3664588928222656,0.008160114288330078,-0.0041692256927490234
center_19,06,pair_0022,02,01,-3.589402437210083,-3.4525156021118164,0.012745141983032227,0.012524604797363281,-0.1368868350982666,0.0002205371856689453,0.012634873390197754
center_19,06,pair_0023,02,02,-3.4456210136413574,-3.646538734436035,0.011684894561767578,0.008613348007202148,0.20091772079467773,0.0030715465545654297,0.010149121284484863
center_19,07,pair_0024,01,01,-4.40205192565918,-4.178194999694824,-0.017368316650390625,-0.010973930358886719,-0.22385692596435547,-0.006394386291503906,-0.014171123504638672
center_19,07,pair_0025,01,02,-4.615553855895996,-4.70867919921875,-0.0114898681640625,-0.012135028839111328,0.0931253433227539,0.0006451606750488281,-0.011812448501586914
center_19,07,pair_0026,02,01,-3.7689223289489746,-3.6248815059661865,0.011128664016723633,0.005985260009765625,-0.14404082298278809,0.005143404006958008,0.008556962013244629
center_19,07,pair_0027,02,02,-3.7689223289489746,-3.5561130046844482,0.011128664016723633,0.013399600982666016,-0.21280932426452637,-0.002270936965942383,0.012264132499694824
center_19,08,pair_0028,01,01,-3.8851685523986816,-5.047884464263916,-0.012014627456665039,-0.011449337005615234,1.1627159118652344,-0.0005652904510498047,-0.011731982231140137
center_19,08,pair_0029,01,02,-4.533534049987793,-4.2899885177612305,-0.008568763732910156,0.0006885528564453125,-0.2435455322265625,-0.009257316589355469,-0.003940105438232422
center_19,08,pair_0030,02,01,-3.8814854621887207,-2.632105588912964,0.013543128967285156,0.025455713272094727,-1.2493798732757568,-0.01191258430480957,0.01949942111968994
center_19,08,pair_0031,02,02,-3.7951436042785645,-3.2542290687561035,0.017173290252685547,0.017841339111328125,-0.5409145355224609,-0.0006680488586425781,0.017507314682006836
center_19,09,pair_0032,01,01,-4.673243999481201,-4.715497016906738,-0.009377002716064453,-0.0052490234375,0.04225301742553711,-0.004127979278564453,-0.0073130130767822266
center_19,09,pair_0033,01,02,-5.068387508392334,-4.276518821716309,-0.010610103607177734,-0.0013875961303710938,-0.7918686866760254,-0.00922250747680664,-0.005998849868774414
center_19,09,pair_0034,02,01,-3.955655336380005,-3.9119317531585693,0.008473634719848633,0.004700899124145508,-0.04372358322143555,0.003772735595703125,0.00658726692199707
center_19,09,pair_0035,02,02,-3.532261848449707,-4.277711868286133,0.01009678840637207,0.006548881530761719,0.7454500198364258,0.0035479068756103516,0.008322834968566895
center_19,10,pair_0036,01,01,-4.162210941314697,-4.667330741882324,-0.011406898498535156,-0.007671833038330078,0.505119800567627,-0.003735065460205078,-0.009539365768432617
center_19,10,pair_0037,01,02,-4.417716026306152,-4.40401554107666,-0.015919208526611328,-0.009432315826416016,-0.013700485229492188,-0.0064868927001953125,-0.012675762176513672
center_19,10,pair_0038,02,01,-3.640101671218872,-2.5624752044677734,0.014840841293334961,0.007259368896484375,-1.0776264667510986,0.007581472396850586,0.011050105094909668
center_19,10,pair_0039,02,02,-3.5321860313415527,-3.338778257369995,0.01750469207763672,0.008337736129760742,-0.19340777397155762,0.009166955947875977,0.01292121410369873
center_19,11,pair_0040,01,01,-4.244704246520996,-4.669624328613281,-0.01547384262084961,-0.013066291809082031,0.42492008209228516,-0.002407550811767578,-0.01427006721496582
center_19,11,pair_0041,01,02,-4.731557369232178,-4.983682632446289,-0.011711597442626953,-0.013976097106933594,0.25212526321411133,0.0022644996643066406,-0.012843847274780273
center_19,11,pair_0042,02,01,-3.587489604949951,-3.4700775146484375,0.0128173828125,0.016850948333740234,-0.11741209030151367,-0.004033565521240234,0.014834165573120117
center_19,11,pair_0043,02,02,-3.6262073516845703,-3.4651193618774414,0.010814905166625977,0.017899513244628906,-0.1610879898071289,-0.00708460807800293,0.014357209205627441
center_19,12,pair_0044,01,01,-4.7438225746154785,-4.508213520050049,-0.013120174407958984,-0.013681888580322266,-0.2356090545654297,0.0005617141723632812,-0.013401031494140625
center_19,12,pair_0045,01,02,-4.407791614532471,-4.511930465698242,-0.009875297546386719,-0.0037889480590820312,0.10413885116577148,-0.0060863494873046875,-0.006832122802734375
center_19,12,pair_0046,02,01,-3.4062604904174805,-3.826653480529785,0.02010345458984375,0.0201261043548584,0.4203929901123047,-2.2649765014648438e-05,0.020114779472351074
center_19,12,pair_0047,02,02,-3.4821815490722656,-3.700667381286621,0.011982917785644531,0.018429279327392578,0.21848583221435547,-0.006446361541748047,0.015206098556518555
center_19,13,pair_0048,01,01,-4.357894420623779,-4.396548271179199,-0.013453960418701172,-0.010541915893554688,0.03865385055541992,-0.0029120445251464844,-0.01199793815612793
center_19,13,pair_0049,01,02,-4.307149887084961,-4.512374401092529,-0.01224660873413086,-0.008908748626708984,0.20522451400756836,-0.003337860107421875,-0.010577678680419922
center_19,13,pair_0050,02,01,-3.164578914642334,-3.3128228187561035,0.022796630859375,0.01679825782775879,0.14824390411376953,0.005998373031616211,0.019797444343566895
center_19,13,pair_0051,02,02,-3.4362783432006836,-3.267362117767334,0.012459278106689453,0.010478973388671875,-0.1689162254333496,0.001980304718017578,0.011469125747680664
center_19,14,pair_0052,01,01,-4.180261135101318,-4.793256759643555,-0.008752822875976562,-0.006852626800537109,0.6129956245422363,-0.0019001960754394531,-0.007802724838256836
center_19,14,pair_0053,01,02,-4.124332427978516,-4.681964874267578,-0.012287616729736328,-0.005878925323486328,0.5576324462890625,-0.00640869140625,-0.009083271026611328
center_19,14,pair_0054,02,01,-3.564021348953247,-3.7635252475738525,0.010874509811401367,0.005360126495361328,0.19950389862060547,0.005514383316040039,0.008117318153381348
center_19,14,pair_0055,02,02,-3.3359599113464355,-3.85174298286438,0.006667137145996094,0.009091615676879883,0.5157830715179443,-0.002424478530883789,0.007879376411437988
center_19,15,pair_0056,01,01,-4.241506576538086,-3.9497740268707275,-0.0106658935546875,-0.013426542282104492,-0.2917325496673584,0.002760648727416992,-0.012046217918395996
center_19,15,pair_0057,01,02,-4.455297470092773,-4.276033878326416,-0.01416015625,-0.017490863800048828,-0.17926359176635742,0.003330707550048828,-0.015825510025024414
center_19,15,pair_0058,02,01,-3.7894678115844727,-3.3781485557556152,0.010545969009399414,0.012370586395263672,-0.4113192558288574,-0.0018246173858642578,0.011458277702331543
center_19,15,pair_0059,02,02,-3.576969623565674,-4.276629447937012,0.015781641006469727,-0.0040035247802734375,0.6996598243713379,0.019785165786743164,0.0058890581130981445
center_19,16,pair_0060,01,01,-4.766138553619385,-4.693285942077637,-0.01337575912475586,-0.009951114654541016,-0.07285261154174805,-0.0034246444702148438,-0.011663436889648438
center_19,16,pair_0061,01,02,-4.667333602905273,-4.113475322723389,-0.010781288146972656,-0.010414600372314453,-0.5538582801818848,-0.0003666877746582031,-0.010597944259643555
center_19,16,pair_0062,02,01,-3.553645372390747,-3.5325369834899902,0.009205102920532227,0.00433349609375,-0.021108388900756836,0.0048716068267822266,0.006769299507141113
center_19,16,pair_0063,02,02,-3.2320494651794434,-3.6922271251678467,0.015802860260009766,0.020512819290161133,0.4601776599884033,-0.004709959030151367,0.01815783977508545
center_19,17,pair_0064,01,01,-4.469141960144043,-4.448072910308838,-0.01582813262939453,-0.01364755630493164,-0.021069049835205078,-0.0021805763244628906,-0.014737844467163086
center_19,17,pair_0065,01,02,-4.360747337341309,-4.308042049407959,-0.011982917785644531,-0.018276214599609375,-0.05270528793334961,0.006293296813964844,-0.015129566192626953
center_19,17,pair_0066,02,01,-3.9080920219421387,-4.141247749328613,0.011581897735595703,0.008770465850830078,0.2331557273864746,0.002811431884765625,0.01017618179321289
center_19,17,pair_0067,02,02,-3.817168712615967,-3.4827704429626465,0.0051386356353759766,0.013697147369384766,-0.3343982696533203,-0.008558511734008789,0.009417891502380371
center_19,18,pair_0068,01,01,-4.018353462219238,-4.2292680740356445,-0.008982181549072266,-0.016841888427734375,0.21091461181640625,0.00785970687866211,-0.01291203498840332
center_19,18,pair_0069,01,02,-3.7566936016082764,-4.434504508972168,-0.017173051834106445,-0.013875007629394531,0.6778109073638916,-0.003298044204711914,-0.015524029731750488
center_19,18,pair_0070,02,01,-3.8372111320495605,-4.093902111053467,0.011822700500488281,0.0011696815490722656,0.25669097900390625,0.010653018951416016,0.0064961910247802734
center_19,18,pair_0071,02,02,-4.272706508636475,-3.8160934448242188,0.00914907455444336,0.012760162353515625,-0.45661306381225586,-0.0036110877990722656,0.010954618453979492
center_19,19,pair_0072,01,01,-4.454848289489746,-4.717761516571045,-0.00792837142944336,-0.007910728454589844,0.26291322708129883,-1.7642974853515625e-05,-0.007919549942016602
center_19,19,pair_0073,01,02,-4.712738037109375,-4.43247652053833,-0.004937648773193359,-0.010804176330566406,-0.2802615165710449,0.005866527557373047,-0.007870912551879883
center_19,19,pair_0074,02,01,-4.12270975112915,-5.19135856628418,-0.0021262168884277344,0.005889892578125,1.0686488151550293,-0.008016109466552734,0.0018818378448486328
center_19,19,pair_0075,02,02,-3.2902348041534424,-3.234435796737671,0.012976408004760742,0.011838674545288086,-0.055799007415771484,0.0011377334594726562,0.012407541275024414
center_19,20,pair_0076,01,01,-4.556492805480957,-4.713193416595459,-0.010911941528320312,-0.005016803741455078,0.15670061111450195,-0.005895137786865234,-0.007964372634887695
center_19,20,pair_0077,01,02,-4.161294937133789,-4.003077507019043,-0.019037723541259766,-0.001758575439453125,-0.1582174301147461,-0.01727914810180664,-0.010398149490356445
center_19,20,pair_0078,02,01,-3.4878642559051514,-3.419278383255005,0.013873815536499023,0.03347015380859375,-0.06858587265014648,-0.019596338272094727,0.023671984672546387
center_19,20,pair_0079,02,02,-3.851712703704834,-3.6412339210510254,0.013223886489868164,0.016382694244384766,-0.2104787826538086,-0.0031588077545166016,0.014803290367126465
center_19,21,pair_0080,01,01,-4.281554222106934,-4.1038360595703125,-0.01162099838256836,-0.009090900421142578,-0.1777181625366211,-0.0025300979614257812,-0.010355949401855469
center_19,21,pair_0081,01,02,-4.22551155090332,-4.212175369262695,-0.0032901763916015625,-0.010154247283935547,-0.013336181640625,0.006864070892333984,-0.006722211837768555
center_19,21,pair_0082,02,01,-3.764678955078125,-3.3313369750976562,0.011796236038208008,0.010442495346069336,-0.43334197998046875,0.0013537406921386719,0.011119365692138672
center_19,21,pair_0083,02,02,-3.2988247871398926,-3.443148374557495,0.01818084716796875,0.01560068130493164,0.14432358741760254,0.0025801658630371094,0.016890764236450195
center_19,22,pair_0084,01,01,-4.494744777679443,-4.772134780883789,-0.004921436309814453,-0.008310317993164062,0.2773900032043457,0.0033888816833496094,-0.006615877151489258
center_19,22,pair_0085,01,02,-4.050797462463379,-4.447850227355957,-0.014673233032226562,-0.0076751708984375,0.3970527648925781,-0.0069980621337890625,-0.011174201965332031
center_19,22,pair_0086,02,01,-3.5889172554016113,-3.646937370300293,0.017324447631835938,0.01784229278564453,0.05802011489868164,-0.0005178451538085938,0.017583370208740234
center_19,22,pair_0087,02,02,-3.626612901687622,-3.510341167449951,0.012624263763427734,0.0021681785583496094,-0.1162717342376709,0.010456085205078125,0.007396221160888672
center_19,23,pair_0088,01,01,-4.416470050811768,-4.0293049812316895,-0.015103816986083984,-0.012065887451171875,-0.3871650695800781,-0.0030379295349121094,-0.01358485221862793
center_19,23,pair_0089,01,02,-4.49742317199707,-4.429955959320068,-0.008745670318603516,-0.021857261657714844,-0.06746721267700195,0.013111591339111328,-0.01530146598815918
center_19,23,pair_0090,02,01,-3.973761558532715,-3.4421143531799316,-0.006342887878417969,0.015614509582519531,-0.5316472053527832,-0.0219573974609375,0.004635810852050781
center_19,23,pair_0091,02,02,-3.586463689804077,-3.152392864227295,0.012804985046386719,0.026883840560913086,-0.4340708255767822,-0.014078855514526367,0.019844412803649902
