contrast,mean,ci_low,ci_high,n_pairs,n_actors
decision_minus_all,-0.0004276869197686513,-0.0020362062379717825,0.0011761525645852067,96,24
decision_minus_non_decision,0.06794488057494164,0.02422451802218954,0.10985068588828045,96,24
audio_minus_non_decision,-4.369765520095825e-06,-2.6886165142059325e-05,1.784305398662885e-05,96,24
end_marker_minus_non_decision,0.001845697561899821,-0.0003244216243426005,0.003906908972809711,96,24
all_minus_decision_minus_non_decision,0.0022724419832229614,-0.00023524112378557518,0.004751578873644272,96,24
