layer_index,layer,patch_kind,n_pairs,mean_counterfactual_effect,sd_counterfactual_effect,ci95_low_counterfactual_effect,ci95_high_counterfactual_effect,median_counterfactual_effect,positive_ce_fraction,mean_happy_effect_toward_sad,mean_sad_effect_toward_happy,happy_direction_fraction,sad_direction_fraction,both_directions_fraction
17,layer_17,audio_tokens,96,0.04555171728134155,0.17233456221651117,0.011077624979104375,0.08002580958357873,0.033850669860839844,0.625,0.04939050475756327,0.041712929805119835,0.625,0.6354166666666666,0.6145833333333334
