layer_index,head_index,n_samples,n_pairs,mean_attention_mass,sd_attention_mass,mean_audio_value_contribution_norm,sd_audio_value_contribution_norm,mean_sad_minus_happy_attention_mass,mean_abs_sad_minus_happy_attention_mass,mean_sad_minus_happy_value_norm,mean_abs_sad_minus_happy_value_norm,attention_value_product,corr_pair_attention_delta_with_layer17_ce,corr_pair_value_delta_with_layer17_ce
16,2,192,96,0.25039142370224,0.0755980834364891,3.160694122314453,1.2720659971237183,0.003088718978688121,0.041036754846572876,0.052761953324079514,0.5912537574768066,0.7914106845855713,0.4230744627670813,0.378906427316284
16,3,192,96,0.023995710536837578,0.0031449738889932632,0.09984233230352402,0.019161103293299675,-0.001397024025209248,0.002839077264070511,-0.006807980593293905,0.014449290931224823,0.0023957877419888973,-0.083032806205654,-0.08041918314904846
16,4,192,96,0.03014192543923855,0.010675935074687004,0.14326561987400055,0.08620589226484299,-0.0020028799772262573,0.0066128321923315525,-0.016482209786772728,0.0409349761903286,0.0043183015659451485,-0.215816640913012,-0.23664697878482935
16,5,192,96,0.03209105506539345,0.003960930742323399,0.16348056495189667,0.04277539625763893,-0.0006440067663788795,0.002247284399345517,-0.005557781085371971,0.018289530649781227,0.005246263928711414,0.15935688113458749,0.2372988686296568
16,6,192,96,0.004504842683672905,0.0018843365833163261,0.021226251497864723,0.010335641913115978,-0.0003058544534724206,0.0010399622842669487,-0.0018729286966845393,0.005146397743374109,9.562092600390315e-05,0.13827978037691185,0.15973247160930784
16,7,192,96,0.0728563740849495,0.010783209465444088,0.22024063766002655,0.055464036762714386,0.0030462017748504877,0.008304819464683533,0.00869000144302845,0.029133642092347145,0.016045933589339256,0.039189778682821065,0.07176571096143484
16,8,192,96,0.030286291614174843,0.005853173788636923,0.06684445589780807,0.01291918195784092,0.0005013563204556704,0.003411597805097699,0.0013895649462938309,0.008508633822202682,0.0020244705956429243,-0.02927570000806121,-0.06366656430611319
16,9,192,96,0.02050795406103134,0.002397297415882349,0.04851820692420006,0.006808845791965723,1.482591778767528e-05,0.0023924633860588074,4.51356936537195e-05,0.0065526352263987064,0.0009950092062354088,-0.09011357106477753,-0.0900880562007309
16,10,192,96,0.06001945957541466,0.011025594547390938,0.1397792100906372,0.027795452624559402,0.0008853900362737477,0.005800165701657534,0.004357611294835806,0.014209491200745106,0.008389472961425781,-0.11398106448724338,-0.09033030870648161
16,11,192,96,0.01990777812898159,0.004558428190648556,0.05898026004433632,0.015264101326465607,0.0002936897217296064,0.0032098479568958282,0.0013580102240666747,0.01008120272308588,0.001174165983684361,0.046298538246891806,0.034854888684103504
16,12,192,96,0.5438221096992493,0.04373767226934433,2.3599932193756104,0.39374595880508423,-0.007624110672622919,0.04236282408237457,-0.027637464925646782,0.26559820771217346,1.283416509628296,-0.15661826416588545,-0.13662890131657354
16,13,192,96,0.022406956180930138,0.004910713993012905,0.05071066692471504,0.010518284514546394,7.947906851768494e-05,0.0024246121756732464,0.00026609410997480154,0.005955690052360296,0.0011362717486917973,-0.11211043750206219,-0.10308127100252762
17,0,192,96,0.9682528376579285,0.013387253507971764,10.381525993347168,0.6402238011360168,0.0006129617686383426,0.009423521347343922,0.034628789871931076,0.45371654629707336,10.051941871643066,0.0815635391408028,-0.09734627172101329
17,1,192,96,0.7709212899208069,0.11710502952337265,7.9525580406188965,1.0271891355514526,0.0013436811277642846,0.0591060072183609,0.06534124910831451,0.8398520350456238,6.130796432495117,0.1960462049757849,0.1824904322715212
17,2,192,96,0.8294169902801514,0.05358530580997467,8.575987815856934,0.8761469125747681,0.0043294779025018215,0.043016668409109116,0.021533355116844177,0.7917006611824036,7.113070011138916,0.04909171325702636,-0.03698110494802305
17,3,192,96,0.8918699622154236,0.031651776283979416,8.925507545471191,0.673130214214325,-0.005861953366547823,0.034110452979803085,-0.14891304075717926,0.6026797890663147,7.960391998291016,-0.09799455226885043,-0.10730712861645825
17,4,192,96,0.10184857994318008,0.016492243856191635,0.7096956372261047,0.16558115184307098,0.0036864858120679855,0.014989159069955349,0.03569825366139412,0.16384577751159668,0.07228149473667145,-0.11780793063111795,-0.08084877518911815
17,5,192,96,0.0007681232527829707,0.0013663903810083866,0.007073831278830767,0.018608499318361282,4.187994636595249e-05,0.0007300809375010431,0.000729723833501339,0.00896517001092434,5.433574187918566e-06,0.1315479811751802,0.1383584471640275
17,6,192,96,0.05398734286427498,0.005049727391451597,0.1832120418548584,0.018476735800504684,0.0014874907210469246,0.005262522492557764,0.004781154915690422,0.018556877970695496,0.009891130961477757,0.037928849336850125,0.021971957325085365
17,7,192,96,0.06242125853896141,0.011205501854419708,0.43088462948799133,0.11345091462135315,0.004733911249786615,0.00912803877145052,0.050135981291532516,0.09658726304769516,0.026896361261606216,-0.15143229240504552,-0.08459865448057748
17,8,192,96,0.5020051598548889,0.14256972074508667,2.979079484939575,1.0126756429672241,0.001896948553621769,0.0541389025747776,0.005143577698618174,0.49291595816612244,1.4955133199691772,-0.026271534816717085,-0.05893406630974308
17,9,192,96,0.743674099445343,0.050725970417261124,6.541748046875,0.7867966890335083,-0.003266705898568034,0.04445986822247505,-0.08336731046438217,0.5228908658027649,4.864928722381592,-0.07445046458648726,-0.020397574335374515
17,10,192,96,0.0007037927280180156,0.00035082868998870254,0.003015264868736267,0.0016451840056106448,-1.2816611842936254e-06,0.00013555401528719813,3.68653163604904e-05,0.0006129603716544807,2.1221214865363436e-06,0.1089285105408239,0.06802475767409102
17,11,192,96,0.883444607257843,0.029606465250253677,9.011914253234863,0.950285017490387,-0.002753750653937459,0.024299830198287964,-0.1515064388513565,0.5304641723632812,7.961526870727539,-0.07441119286601215,-0.07316025735285789
17,12,192,96,0.22795982658863068,0.024146342650055885,0.49960246682167053,0.04789695888757706,0.0035663924645632505,0.019702745601534843,0.007817317731678486,0.04348967596888542,0.11388929188251495,0.07915645609513437,0.1362225663446563
17,13,192,96,0.7604713439941406,0.05235292762517929,5.921409606933594,0.6355584263801575,0.0010858228197321296,0.045994311571121216,0.04181675612926483,0.6218469738960266,4.5030622482299805,0.11392219946182273,0.1180378024946422
18,0,192,96,0.13502345979213715,0.039553914219141006,0.5802247524261475,0.2641887366771698,0.003012492088600993,0.015626026317477226,0.026886455714702606,0.1094059944152832,0.0783439502120018,0.15545874497909049,0.19220990414246747
18,1,192,96,0.5950321555137634,0.1977401077747345,7.502213954925537,3.0607399940490723,0.0070191640406847,0.06346819549798965,0.10625753551721573,1.0812379121780396,4.4640583992004395,0.09999511516045448,0.20917997401473784
18,2,192,96,0.010177922435104847,0.0020281204488128424,0.029717648401856422,0.0063909622840583324,-1.443075598217547e-05,0.0011137238470837474,-3.562359415809624e-05,0.003411831334233284,0.000302463915431872,-0.158387199611371,-0.20207060075367855
18,3,192,96,0.33895501494407654,0.09302770346403122,2.555915117263794,0.8459110856056213,-0.00610915245488286,0.040695514529943466,-0.031373608857393265,0.39134421944618225,0.8663402199745178,0.01594888100202788,-0.0023235636964073084
18,4,192,96,0.7666754722595215,0.07862191647291183,8.09716510772705,1.2767871618270874,-0.011833799071609974,0.04609405994415283,-0.031116360798478127,0.9663153290748596,6.207897663116455,0.28016954532512023,0.32065280968999554
18,5,192,96,0.06599694490432739,0.008411368355154991,0.19856230914592743,0.03719858452677727,-0.0002118380944011733,0.005361690651625395,0.0018380320398136973,0.01825830340385437,0.013104505836963654,-0.12253722893135925,-0.09796332450547758
18,6,192,96,0.09702783823013306,0.007264767773449421,0.34173259139060974,0.026637373492121696,0.0006569355609826744,0.007400272414088249,0.002902480773627758,0.026715323328971863,0.033157575875520706,-0.021812843285099498,-0.03206957526276767
18,7,192,96,0.5871761441230774,0.14184871315956116,4.829113483428955,1.052428960800171,0.0003910139203071594,0.07438616454601288,0.04554762318730354,0.819201648235321,2.835540294647217,0.05291505176449104,-0.010622317861490548
18,8,192,96,0.26973748207092285,0.08913756161928177,2.070348024368286,0.806495726108551,0.01925845444202423,0.07861460000276566,0.15108758211135864,0.7535987496376038,0.55845046043396,0.036719970501051975,0.05553367899098132
18,9,192,96,0.06512265652418137,0.023260461166501045,0.2038300484418869,0.06541813910007477,0.002984505146741867,0.00835562963038683,0.011096753180027008,0.033249977976083755,0.013273954391479492,0.08377126179646827,0.16369414529752432
18,10,192,96,0.11474064737558365,0.010301753878593445,0.30463865399360657,0.030255943536758423,-0.0017064781859517097,0.009042025543749332,-0.003711801953613758,0.024556586518883705,0.034954436123371124,0.21749301607090027,0.21037963601472026
18,11,192,96,0.7298274040222168,0.037108421325683594,2.53006649017334,0.3783954679965973,-0.007584072183817625,0.03727347403764725,-0.07687755674123764,0.24244685471057892,1.8465118408203125,-0.03717026376795648,-0.1111721105067662
18,12,192,96,0.24106507003307343,0.10250034183263779,2.5420377254486084,1.3067704439163208,0.0036996996495872736,0.04735816642642021,0.017436334863305092,0.5774043202400208,0.6127964854240417,0.08838204724745964,0.07596478933881094
18,13,192,96,0.2414935976266861,0.05533101409673691,1.4044662714004517,0.5285426378250122,0.006606711074709892,0.04117310419678688,0.05057559534907341,0.3212967813014984,0.33916962146759033,0.031397558884669094,0.1007433586701835
19,0,192,96,0.2933364808559418,0.07760314643383026,1.5622859001159668,0.5931291580200195,0.025742990896105766,0.07802243530750275,0.2080327719449997,0.5445206761360168,0.4582754373550415,-0.1771115869256733,-0.13368049753879077
19,1,192,96,0.10147728770971298,0.010884438641369343,0.24136567115783691,0.023215705528855324,0.00020865777332801372,0.009154360741376877,-0.0002051632181974128,0.021707510575652122,0.024493133649230003,0.04863013687592648,0.05675294203877703
19,2,192,96,0.19763405621051788,0.05860814079642296,1.9701186418533325,0.9791709780693054,0.011182382702827454,0.040463194251060486,0.18346859514713287,0.6381643414497375,0.38936254382133484,0.05325205233812801,0.03908286536457788
19,3,192,96,0.0019209161400794983,0.0006742631085216999,0.0062805116176605225,0.0030707933474332094,-6.219717761268839e-05,0.00023333031276706606,-0.0002701345656532794,0.0009493844700045884,1.2064336260664277e-05,0.11066623839207773,0.08657076453062447
19,4,192,96,0.009227490052580833,0.0018774564377963543,0.022689783945679665,0.004740116186439991,-0.00014011713210493326,0.0009977038716897368,-0.00012192066060379148,0.0028514761943370104,0.00020936975488439202,-0.02814418348087789,-0.05002417360513959
19,5,192,96,0.006492817774415016,0.0024797983933240175,0.019398631528019905,0.01164143905043602,-0.0001615395158296451,0.0006697095814161003,-0.001847418025135994,0.005470063537359238,0.00012595177395269275,-0.014642204319858947,-0.011994332659007569
19,6,192,96,0.048862531781196594,0.004085097461938858,0.12904341518878937,0.011227698065340519,-0.0003435778198763728,0.003908151760697365,-0.0003758894745260477,0.010883699171245098,0.0063053881749510765,-0.19042475313968213,-0.19916891528208755
19,7,192,96,0.1589869111776352,0.02335035614669323,0.38292431831359863,0.07045908272266388,-0.00044492734014056623,0.010234598070383072,-0.0006640994106419384,0.02731233648955822,0.06087995320558548,-0.010388799831351483,-0.060658471668298374
19,8,192,96,0.016287753358483315,0.004982935264706612,0.05312211811542511,0.022490404546260834,-0.000480036367662251,0.0031780218705534935,-0.003651302307844162,0.014851259998977184,0.0008652399410493672,-0.05354854995954535,0.002726689468537555
19,9,192,96,0.9780263900756836,0.017151974141597748,6.2159271240234375,0.44965100288391113,-0.0029937096405774355,0.008401022292673588,-0.04618838429450989,0.2799513638019562,6.079340934753418,-0.1290172058673557,-0.1641405959268254
19,10,192,96,0.01035101618617773,0.002743614837527275,0.026227464899420738,0.007252510171383619,4.825773066841066e-05,0.001172142568975687,0.00021937595738563687,0.003149256343021989,0.0002714809088502079,0.024640880955513218,0.012442135552482152
19,11,192,96,0.023184677585959435,0.00682080676779151,0.07008782774209976,0.02496957965195179,0.0008141556172631681,0.0036206424701958895,0.004502948839217424,0.015811681747436523,0.0016249637119472027,0.2777246484590237,0.16963857290647427
19,12,192,96,0.2888390123844147,0.027550674974918365,1.2627112865447998,0.1598231941461563,-0.0049834419041872025,0.0295794066041708,-0.03975912556052208,0.15916845202445984,0.36472028493881226,0.07949779263484066,0.07920217751932151
19,13,192,96,0.14266233146190643,0.014222471043467522,0.5562260150909424,0.06676667183637619,0.004353972617536783,0.014553643763065338,0.01847267709672451,0.06325748562812805,0.0793524980545044,0.03951643216974404,0.030068200840035437
20,0,192,96,0.12463361024856567,0.025967655703425407,1.1031144857406616,0.2296462506055832,-0.0026540185790508986,0.011249345727264881,-0.022388607263565063,0.1099223867058754,0.13748514652252197,-0.0028962186352995863,-0.007535811919729111
20,1,192,96,0.4728216826915741,0.30129531025886536,6.259088039398193,4.295827388763428,0.004360447637736797,0.03370380029082298,0.08555269241333008,0.5123274922370911,2.959432601928711,0.13732855137781022,0.1628391954043523
20,2,192,96,0.09384173154830933,0.008355218917131424,0.7257633209228516,0.07126975059509277,-0.0004879260959569365,0.007404213771224022,-0.00648037763312459,0.058714162558317184,0.06810688972473145,0.05092492629943479,0.05403037929570588
20,3,192,96,0.04739958047866821,0.0077952733263373375,0.3653256595134735,0.06151130795478821,-0.00014987301256041974,0.006915746256709099,-0.0014889826998114586,0.05460035800933838,0.017316283658146858,0.08320984283585134,0.08277323636974922
20,4,192,96,0.2587917447090149,0.045974861830472946,2.0458545684814453,0.3509839177131653,-0.0009049882064573467,0.017268327996134758,-0.013273299671709538,0.13361135125160217,0.5294502973556519,0.28293671495414446,0.2987537564244365
20,5,192,96,0.04430669546127319,0.005684572737663984,0.35030224919319153,0.04805678129196167,0.00022908940445631742,0.00561198964715004,0.001937801600433886,0.046442609280347824,0.015520734712481499,0.31369402517627926,0.31621476456617315
20,6,192,96,0.29074689745903015,0.04741328954696655,2.2662980556488037,0.4374120235443115,-0.007397173438221216,0.04114389047026634,-0.03753281012177467,0.33202242851257324,0.6589191555976868,0.17444605519590747,0.19743877285011174
20,7,192,96,0.30998823046684265,0.15103507041931152,3.245969533920288,2.0828678607940674,-0.012756574898958206,0.05911186710000038,-0.18521182239055634,0.7690792679786682,1.0062123537063599,0.21463091757217578,0.24995146730878326
