sample_id,pair_id,actor,statement,repetition,intensity,emotion,donor_sample_id,donor_sign,layer_index,clean_raw,patched_raw,delta_raw,clean_lens,patched_lens,delta_lens
pair_0054_sad,pair_0054,14,02,01,01,sad,pair_0054_happy,1,23,-15.35609245300293,-15.490763664245605,-0.13467121124267578,-3.7688841819763184,-3.749417543411255,0.019466638565063477
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,0,-0.23792700469493866,-0.23792700469493866,-0.0,3.238917350769043,3.238917350769043,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,1,-0.5150204300880432,-0.5150204300880432,-0.0,2.7672667503356934,2.7672667503356934,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,2,-0.7519603967666626,-0.7519603967666626,-0.0,2.0232248306274414,2.0232248306274414,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,3,-0.6929696798324585,-0.6929696798324585,-0.0,2.424973726272583,2.424973726272583,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,4,-0.7419952154159546,-0.7419952154159546,-0.0,2.075284957885742,2.075284957885742,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,5,-0.848578691482544,-0.848578691482544,-0.0,1.6013555526733398,1.6013555526733398,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,6,-0.976303219795227,-0.976303219795227,-0.0,0.9223174452781677,0.9223174452781677,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,7,-1.1697496175765991,-1.1697496175765991,-0.0,0.2203143835067749,0.2203143835067749,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,8,-1.4768145084381104,-1.4768145084381104,-0.0,-1.0202603340148926,-1.0202603340148926,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,9,-1.6429529190063477,-1.6429529190063477,-0.0,-1.454853892326355,-1.454853892326355,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,10,-1.5485763549804688,-1.5485763549804688,-0.0,-1.2281945943832397,-1.2281945943832397,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,11,-1.1966522932052612,-1.1966522932052612,-0.0,0.0568392276763916,0.0568392276763916,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,12,-0.8295561075210571,-0.8295561075210571,-0.0,1.4906598329544067,1.4906598329544067,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,13,-1.0988144874572754,-1.0988144874572754,-0.0,0.6629128456115723,0.6629128456115723,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,14,-1.226373553276062,-1.226373553276062,-0.0,0.37206101417541504,0.37206101417541504,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,15,-1.3132917881011963,-1.3132917881011963,-0.0,0.22978007793426514,0.22978007793426514,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,16,-2.571908712387085,-2.571908712387085,-0.0,-2.4682302474975586,-2.4682302474975586,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,17,-2.321897029876709,-2.321897029876709,-0.0,-1.3496263027191162,-1.3496263027191162,-0.0
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,18,-2.6310222148895264,-2.6175098419189453,-0.013512372970581055,-0.952430009841919,-0.9200072288513184,-0.032422780990600586
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,19,-2.6175894737243652,-2.731318235397339,0.11372876167297363,-0.007391929626464844,-0.17902684211730957,0.17163491249084473
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,20,-5.643453598022461,-5.681530952453613,0.038077354431152344,-2.485163927078247,-2.5482029914855957,0.06303906440734863
