sample_id,pair_id,actor,statement,repetition,intensity,emotion,donor_sample_id,layer,clean_margin,patched_margin,donor_sign,patch_effect
pair_0002_sad,pair_0002,01,02,01,01,sad,pair_0002_happy,20,-3.9419286251068115,-3.781829357147217,1,0.16009926795959473
pair_0002_sad,pair_0002,01,02,01,01,sad,pair_0002_happy,21,-3.9419286251068115,-3.734809398651123,1,0.20711922645568848
pair_0002_sad,pair_0002,01,02,01,01,sad,pair_0002_happy,22,-3.9419286251068115,-3.8481953144073486,1,0.09373331069946289
pair_0002_sad,pair_0002,01,02,01,01,sad,pair_0002_happy,23,-3.9419286251068115,-3.9419286251068115,1,0.0
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,0,-3.50520396232605,-3.603642702102661,-1,0.09843873977661133
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,1,-3.50520396232605,-3.6010613441467285,-1,0.09585738182067871
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,2,-3.50520396232605,-3.5784454345703125,-1,0.0732414722442627
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,3,-3.50520396232605,-3.578051805496216,-1,0.07284784317016602
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,4,-3.50520396232605,-3.57443904876709,-1,0.06923508644104004
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,5,-3.50520396232605,-3.575511932373047,-1,0.07030797004699707
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,6,-3.50520396232605,-3.5740060806274414,-1,0.0688021183013916
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,7,-3.50520396232605,-3.6181840896606445,-1,0.11298012733459473
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,8,-3.50520396232605,-3.611849308013916,-1,0.10664534568786621
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,9,-3.50520396232605,-3.6152448654174805,-1,0.11004090309143066
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,10,-3.50520396232605,-3.653066396713257,-1,0.14786243438720703
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,11,-3.50520396232605,-3.636413812637329,-1,0.1312098503112793
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,12,-3.50520396232605,-3.631171464920044,-1,0.12596750259399414
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,13,-3.50520396232605,-3.6618709564208984,-1,0.15666699409484863
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,14,-3.50520396232605,-3.661187171936035,-1,0.15598320960998535
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,15,-3.50520396232605,-3.6409077644348145,-1,0.13570380210876465
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,16,-3.50520396232605,-3.55948805809021,-1,0.054284095764160156
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,17,-3.50520396232605,-3.617319107055664,-1,0.11211514472961426
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,18,-3.50520396232605,-3.655748128890991,-1,0.1505441665649414
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,19,-3.50520396232605,-3.6690688133239746,-1,0.1638648509979248
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,20,-3.50520396232605,-3.674046754837036,-1,0.16884279251098633
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,21,-3.50520396232605,-3.6717529296875,-1,0.1665489673614502
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,22,-3.50520396232605,-3.562330961227417,-1,0.05712699890136719
pair_0003_happy,pair_0003,01,02,02,01,happy,pair_0003_sad,23,-3.50520396232605,-3.50520396232605,-1,-0.0
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,0,-3.6038966178894043,-3.5054404735565186,1,0.09845614433288574
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,1,-3.6038966178894043,-3.5079102516174316,1,0.09598636627197266
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,2,-3.6038966178894043,-3.5254578590393066,1,0.07843875885009766
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,3,-3.6038966178894043,-3.5258281230926514,1,0.07806849479675293
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,4,-3.6038966178894043,-3.5294315814971924,1,0.07446503639221191
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,5,-3.6038966178894043,-3.528273105621338,1,0.0756235122680664
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,6,-3.6038966178894043,-3.5286788940429688,1,0.07521772384643555
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,7,-3.6038966178894043,-3.498849391937256,1,0.10504722595214844
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,8,-3.6038966178894043,-3.5051615238189697,1,0.09873509407043457
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,9,-3.6038966178894043,-3.5038604736328125,1,0.1000361442565918
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,10,-3.6038966178894043,-3.4592268466949463,1,0.144669771194458
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,11,-3.6038966178894043,-3.470590591430664,1,0.13330602645874023
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,12,-3.6038966178894043,-3.477663278579712,1,0.12623333930969238
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,13,-3.6038966178894043,-3.4374310970306396,1,0.16646552085876465
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,14,-3.6038966178894043,-3.405942916870117,1,0.1979537010192871
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,15,-3.6038966178894043,-3.440849781036377,1,0.16304683685302734
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,16,-3.6038966178894043,-3.5296072959899902,1,0.07428932189941406
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,17,-3.6038966178894043,-3.4725728034973145,1,0.13132381439208984
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,18,-3.6038966178894043,-3.43625807762146,1,0.16763854026794434
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,19,-3.6038966178894043,-3.4200310707092285,1,0.18386554718017578
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,20,-3.6038966178894043,-3.4061694145202637,1,0.19772720336914062
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,21,-3.6038966178894043,-3.409644603729248,1,0.19425201416015625
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,22,-3.6038966178894043,-3.5462331771850586,1,0.0576634407043457
pair_0003_sad,pair_0003,01,02,02,01,sad,pair_0003_happy,23,-3.6038966178894043,-3.6038966178894043,1,0.0
pair_0004_happy,pair_0004,02,01,01,01,happy,pair_0004_sad,0,-4.263078689575195,-4.8684773445129395,-1,0.6053986549377441
pair_0004_happy,pair_0004,02,01,01,01,happy,pair_0004_sad,1,-4.263078689575195,-4.869470119476318,-1,0.606391429901123
pair_0004_happy,pair_0004,02,01,01,01,happy,pair_0004_sad,2,-4.263078689575195,-4.851658821105957,-1,0.5885801315307617
pair_0004_happy,pair_0004,02,01,01,01,happy,pair_0004_sad,3,-4.263078689575195,-4.851442337036133,-1,0.5883636474609375
pair_0004_happy,pair_0004,02,01,01,01,happy,pair_0004_sad,4,-4.263078689575195,-4.850275993347168,-1,0.5871973037719727
pair_0004_happy,pair_0004,02,01,01,01,happy,pair_0004_sad,5,-4.263078689575195,-4.850674629211426,-1,0.5875959396362305
pair_0004_happy,pair_0004,02,01,01,01,happy,pair_0004_sad,6,-4.263078689575195,-4.848191738128662,-1,0.5851130485534668
pair_0004_happy,pair_0004,02,01,01,01,happy,pair_0004_sad,7,-4.263078689575195,-4.932875633239746,-1,0.6697969436645508
pair_0004_happy,pair_0004,02,01,01,01,happy,pair_0004_sad,8,-4.263078689575195,-4.9110188484191895,-1,0.6479401588439941
pair_0004_happy,pair_0004,02,01,01,01,happy,pair_0004_sad,9,-4.263078689575195,-4.911391258239746,-1,0.6483125686645508
pair_0004_happy,pair_0004,02,01,01,01,happy,pair_0004_sad,10,-4.263078689575195,-4.896897792816162,-1,0.6338191032409668
