endpoint,statement,condition,metric,mean,ci_low,ci_high
final_answer,TSI,clean,pooled_roc_auc,0.8449121900826446,0.7889979338842975,0.8983793904958677
final_answer,TSI,clean,accuracy,0.7954545454545454,0.7386363636363636,0.8465909090909091
final_answer,TSI,no_attn,mean_within_fold_auc,0.875,0.8068181818181818,0.9431818181818182
final_answer,TSI,no_attn,pooled_roc_auc,0.8427169421487604,0.7870609504132231,0.8957902892561983
final_answer,TSI,no_attn,accuracy,0.7727272727272727,0.7102272727272727,0.8295454545454546
final_answer,TSI,no_mlp,mean_within_fold_auc,0.8863636363636364,0.8181818181818182,0.9431818181818182
final_answer,TSI,no_mlp,pooled_roc_auc,0.8458161157024794,0.7884814049586777,0.8990185950413223
final_answer,TSI,no_mlp,accuracy,0.7784090909090909,0.7159090909090909,0.8352272727272727
final_answer,WSI,clean,mean_within_fold_auc,0.8181818181818182,0.7386363636363636,0.8977272727272727
final_answer,WSI,clean,pooled_roc_auc,0.7889979338842975,0.7242994576446281,0.8500774793388429
final_answer,WSI,clean,accuracy,0.7102272727272727,0.6420454545454546,0.7727272727272727
final_answer,WSI,no_attn,mean_within_fold_auc,0.7272727272727273,0.6363636363636364,0.8181818181818182
final_answer,WSI,no_attn,pooled_roc_auc,0.743801652892562,0.6709678460743802,0.8113378099173554
final_answer,WSI,no_attn,accuracy,0.6647727272727273,0.5965909090909091,0.7329545454545454
final_answer,WSI,no_mlp,mean_within_fold_auc,0.7727272727272727,0.6818181818181818,0.8522727272727273
final_answer,WSI,no_mlp,pooled_roc_auc,0.7706611570247934,0.7006714876033058,0.8367768595041323
final_answer,WSI,no_mlp,accuracy,0.7159090909090909,0.6477272727272727,0.7785511363636344
final_answer,combined,clean,mean_within_fold_auc,0.7902892561983473,0.7613636363636364,0.8181818181818182
final_answer,combined,clean,pooled_roc_auc,0.7803823594699816,0.7593391151133801,0.8013341440560754
final_answer,combined,clean,accuracy,0.7107438016528925,0.6890495867768595,0.7324380165289256
final_answer,combined,no_attn,mean_within_fold_auc,0.7768595041322315,0.7479338842975206,0.8057851239669421
final_answer,combined,no_attn,pooled_roc_auc,0.771279070760194,0.7495972621832525,0.7928411385407418
final_answer,combined,no_attn,accuracy,0.7066115702479339,0.6854338842975206,0.7277892561983471
final_answer,combined,no_mlp,mean_within_fold_auc,0.7789256198347108,0.75,0.8078512396694214
final_answer,combined,no_mlp,pooled_roc_auc,0.7689813708080049,0.7466743381172735,0.7915381302933543
final_answer,combined,no_mlp,accuracy,0.7066115702479339,0.6859504132231405,0.7277892561983471
