sample_id,pair_id,actor,statement,repetition,intensity,emotion,alpha,clean_margin,margin,shift_from_clean,edge_contribution
pair_0008_happy,pair_0008,03,01,01,01,happy,0.0,-4.699073791503906,-4.287558555603027,0.4115152359008789,-0.4115152359008789
pair_0008_happy,pair_0008,03,01,01,01,happy,0.5,-4.699073791503906,-4.587121963500977,0.11195182800292969,-0.11195182800292969
pair_0008_happy,pair_0008,03,01,01,01,happy,1.0,-4.699073791503906,-4.699073791503906,0.0,0.0
pair_0008_happy,pair_0008,03,01,01,01,happy,1.5,-4.699073791503906,-4.67311954498291,0.025954246520996094,-0.025954246520996094
pair_0008_happy,pair_0008,03,01,01,01,happy,2.0,-4.699073791503906,-4.556380271911621,0.14269351959228516,-0.14269351959228516
pair_0008_sad,pair_0008,03,01,01,01,sad,0.0,-4.5847086906433105,-4.086049556732178,0.4986591339111328,-0.4986591339111328
pair_0008_sad,pair_0008,03,01,01,01,sad,0.5,-4.5847086906433105,-4.427824974060059,0.15688371658325195,-0.15688371658325195
pair_0008_sad,pair_0008,03,01,01,01,sad,1.0,-4.5847086906433105,-4.5847086906433105,0.0,0.0
pair_0008_sad,pair_0008,03,01,01,01,sad,1.5,-4.5847086906433105,-4.600566864013672,-0.015858173370361328,0.015858173370361328
pair_0008_sad,pair_0008,03,01,01,01,sad,2.0,-4.5847086906433105,-4.516535758972168,0.06817293167114258,-0.06817293167114258
pair_0009_happy,pair_0009,03,01,02,01,happy,0.0,-4.718820571899414,-4.343632698059082,0.37518787384033203,-0.37518787384033203
pair_0009_happy,pair_0009,03,01,02,01,happy,0.5,-4.718820571899414,-4.607964515686035,0.1108560562133789,-0.1108560562133789
pair_0009_happy,pair_0009,03,01,02,01,happy,1.0,-4.718820571899414,-4.718820571899414,0.0,0.0
pair_0009_happy,pair_0009,03,01,02,01,happy,1.5,-4.718820571899414,-4.7144975662231445,0.004323005676269531,-0.004323005676269531
pair_0009_happy,pair_0009,03,01,02,01,happy,2.0,-4.718820571899414,-4.62711238861084,0.09170818328857422,-0.09170818328857422
pair_0009_sad,pair_0009,03,01,02,01,sad,0.0,-4.377320289611816,-3.947636604309082,0.4296836853027344,-0.4296836853027344
pair_0009_sad,pair_0009,03,01,02,01,sad,0.5,-4.377320289611816,-4.25244140625,0.1248788833618164,-0.1248788833618164
pair_0009_sad,pair_0009,03,01,02,01,sad,1.0,-4.377320289611816,-4.377320289611816,0.0,0.0
pair_0009_sad,pair_0009,03,01,02,01,sad,1.5,-4.377320289611816,-4.370105743408203,0.007214546203613281,-0.007214546203613281
pair_0009_sad,pair_0009,03,01,02,01,sad,2.0,-4.377320289611816,-4.271623134613037,0.1056971549987793,-0.1056971549987793
pair_0010_happy,pair_0010,03,02,01,01,happy,0.0,-3.694944143295288,-2.9795641899108887,0.7153799533843994,-0.7153799533843994
pair_0010_happy,pair_0010,03,02,01,01,happy,0.5,-3.694944143295288,-3.440664291381836,0.25427985191345215,-0.25427985191345215
pair_0010_happy,pair_0010,03,02,01,01,happy,1.0,-3.694944143295288,-3.694944143295288,0.0,0.0
pair_0010_happy,pair_0010,03,02,01,01,happy,1.5,-3.694944143295288,-3.7867727279663086,-0.09182858467102051,0.09182858467102051
pair_0010_happy,pair_0010,03,02,01,01,happy,2.0,-3.694944143295288,-3.750669002532959,-0.0557248592376709,0.0557248592376709
pair_0010_sad,pair_0010,03,02,01,01,sad,0.0,-3.3699402809143066,-2.6799683570861816,0.689971923828125,-0.689971923828125
pair_0010_sad,pair_0010,03,02,01,01,sad,0.5,-3.3699402809143066,-3.131725788116455,0.23821449279785156,-0.23821449279785156
