sample_id,pair_id,actor,statement,repetition,intensity,emotion,donor_sample_id,donor_sign,condition,component,restore_layers,clean_margin,patched_margin,restored_margin,patch_effect,remaining_effect,mediated_effect,reference_source_margin
pair_0000_happy,pair_0000,01,01,01,01,happy,pair_0000_sad,-1,direct_block_18,audio_v_edge,[18],-4.591665744781494,-4.7230024337768555,-4.6807475090026855,0.13133668899536133,0.0890817642211914,0.04225492477416992,-4.620932102203369
pair_0000_happy,pair_0000,01,01,01,01,happy,pair_0000_sad,-1,direct_block_19,audio_v_edge,[19],-4.591665744781494,-4.7230024337768555,-4.7308197021484375,0.13133668899536133,0.13915395736694336,-0.007817268371582031,-4.620932102203369
pair_0000_happy,pair_0000,01,01,01,01,happy,pair_0000_sad,-1,direct_block_20,audio_v_edge,[20],-4.591665744781494,-4.7230024337768555,-4.79190731048584,0.13133668899536133,0.2002415657043457,-0.06890487670898438,-4.620932102203369
pair_0000_happy,pair_0000,01,01,01,01,happy,pair_0000_sad,-1,direct_block_21,audio_v_edge,[21],-4.591665744781494,-4.7230024337768555,-4.654612064361572,0.13133668899536133,0.06294631958007812,0.0683903694152832,-4.620932102203369
pair_0000_happy,pair_0000,01,01,01,01,happy,pair_0000_sad,-1,direct_block_22,audio_v_edge,[22],-4.591665744781494,-4.7230024337768555,-4.650299072265625,0.13133668899536133,0.05863332748413086,0.07270336151123047,-4.620932102203369
pair_0000_happy,pair_0000,01,01,01,01,happy,pair_0000_sad,-1,direct_block_23,audio_v_edge,[23],-4.591665744781494,-4.7230024337768555,-4.73158073425293,0.13133668899536133,0.13991498947143555,-0.008578300476074219,-4.620932102203369
pair_0000_happy,pair_0000,01,01,01,01,happy,pair_0000_sad,-1,direct_cumulative_18_19,audio_v_edge,"[18, 19]",-4.591665744781494,-4.7230024337768555,-4.690250396728516,0.13133668899536133,0.09858465194702148,0.032752037048339844,-4.620932102203369
pair_0000_happy,pair_0000,01,01,01,01,happy,pair_0000_sad,-1,direct_cumulative_18_20,audio_v_edge,"[18, 19, 20]",-4.591665744781494,-4.7230024337768555,-4.761232376098633,0.13133668899536133,0.16956663131713867,-0.038229942321777344,-4.620932102203369
pair_0000_happy,pair_0000,01,01,01,01,happy,pair_0000_sad,-1,direct_cumulative_18_21,audio_v_edge,"[18, 19, 20, 21]",-4.591665744781494,-4.7230024337768555,-4.688381195068359,0.13133668899536133,0.09671545028686523,0.034621238708496094,-4.620932102203369
pair_0000_happy,pair_0000,01,01,01,01,happy,pair_0000_sad,-1,direct_cumulative_18_22,audio_v_edge,"[18, 19, 20, 21, 22]",-4.591665744781494,-4.7230024337768555,-4.610447406768799,0.13133668899536133,0.018781661987304688,0.11255502700805664,-4.620932102203369
pair_0000_happy,pair_0000,01,01,01,01,happy,pair_0000_sad,-1,direct_cumulative_18_23,audio_v_edge,"[18, 19, 20, 21, 22, 23]",-4.591665744781494,-4.7230024337768555,-4.620932102203369,0.13133668899536133,0.029266357421875,0.10207033157348633,-4.620932102203369
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,direct_block_18,audio_v_edge,[18],-4.472484111785889,-4.368217468261719,-4.330549240112305,0.10426664352416992,0.14193487167358398,-0.03766822814941406,-4.403267860412598
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,direct_block_19,audio_v_edge,[19],-4.472484111785889,-4.368217468261719,-4.497800827026367,0.10426664352416992,-0.025316715240478516,0.12958335876464844,-4.403267860412598
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,direct_block_20,audio_v_edge,[20],-4.472484111785889,-4.368217468261719,-4.390974521636963,0.10426664352416992,0.08150959014892578,0.02275705337524414,-4.403267860412598
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,direct_block_21,audio_v_edge,[21],-4.472484111785889,-4.368217468261719,-4.394589424133301,0.10426664352416992,0.07789468765258789,0.02637195587158203,-4.403267860412598
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,direct_block_22,audio_v_edge,[22],-4.472484111785889,-4.368217468261719,-4.27178955078125,0.10426664352416992,0.20069456100463867,-0.09642791748046875,-4.403267860412598
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,direct_block_23,audio_v_edge,[23],-4.472484111785889,-4.368217468261719,-4.359112739562988,0.10426664352416992,0.11337137222290039,-0.009104728698730469,-4.403267860412598
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,direct_cumulative_18_19,audio_v_edge,"[18, 19]",-4.472484111785889,-4.368217468261719,-4.4563751220703125,0.10426664352416992,0.016108989715576172,0.08815765380859375,-4.403267860412598
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,direct_cumulative_18_20,audio_v_edge,"[18, 19, 20]",-4.472484111785889,-4.368217468261719,-4.4791789054870605,0.10426664352416992,-0.006694793701171875,0.1109614372253418,-4.403267860412598
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,direct_cumulative_18_21,audio_v_edge,"[18, 19, 20, 21]",-4.472484111785889,-4.368217468261719,-4.504727363586426,0.10426664352416992,-0.03224325180053711,0.13650989532470703,-4.403267860412598
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,direct_cumulative_18_22,audio_v_edge,"[18, 19, 20, 21, 22]",-4.472484111785889,-4.368217468261719,-4.411214828491211,0.10426664352416992,0.061269283294677734,0.04299736022949219,-4.403267860412598
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,direct_cumulative_18_23,audio_v_edge,"[18, 19, 20, 21, 22, 23]",-4.472484111785889,-4.368217468261719,-4.403267860412598,0.10426664352416992,0.06921625137329102,0.035050392150878906,-4.403267860412598
pair_0001_happy,pair_0001,01,01,02,01,happy,pair_0001_sad,-1,direct_block_18,audio_v_edge,[18],-4.798401832580566,-4.856759071350098,-4.926211357116699,0.05835723876953125,0.1278095245361328,-0.06945228576660156,-4.867458343505859
pair_0001_happy,pair_0001,01,01,02,01,happy,pair_0001_sad,-1,direct_block_19,audio_v_edge,[19],-4.798401832580566,-4.856759071350098,-4.913488388061523,0.05835723876953125,0.11508655548095703,-0.05672931671142578,-4.867458343505859
pair_0001_happy,pair_0001,01,01,02,01,happy,pair_0001_sad,-1,direct_block_20,audio_v_edge,[20],-4.798401832580566,-4.856759071350098,-4.895697116851807,0.05835723876953125,0.09729528427124023,-0.038938045501708984,-4.867458343505859
pair_0001_happy,pair_0001,01,01,02,01,happy,pair_0001_sad,-1,direct_block_21,audio_v_edge,[21],-4.798401832580566,-4.856759071350098,-4.745073318481445,0.05835723876953125,-0.053328514099121094,0.11168575286865234,-4.867458343505859
pair_0001_happy,pair_0001,01,01,02,01,happy,pair_0001_sad,-1,direct_block_22,audio_v_edge,[22],-4.798401832580566,-4.856759071350098,-4.856799125671387,0.05835723876953125,0.05839729309082031,-4.00543212890625e-05,-4.867458343505859
pair_0001_happy,pair_0001,01,01,02,01,happy,pair_0001_sad,-1,direct_block_23,audio_v_edge,[23],-4.798401832580566,-4.856759071350098,-4.818619728088379,0.05835723876953125,0.0202178955078125,0.03813934326171875,-4.867458343505859
pair_0001_happy,pair_0001,01,01,02,01,happy,pair_0001_sad,-1,direct_cumulative_18_19,audio_v_edge,"[18, 19]",-4.798401832580566,-4.856759071350098,-4.9853925704956055,0.05835723876953125,0.18699073791503906,-0.1286334991455078,-4.867458343505859
pair_0001_happy,pair_0001,01,01,02,01,happy,pair_0001_sad,-1,direct_cumulative_18_20,audio_v_edge,"[18, 19, 20]",-4.798401832580566,-4.856759071350098,-5.022891044616699,0.05835723876953125,0.2244892120361328,-0.16613197326660156,-4.867458343505859
pair_0001_happy,pair_0001,01,01,02,01,happy,pair_0001_sad,-1,direct_cumulative_18_21,audio_v_edge,"[18, 19, 20, 21]",-4.798401832580566,-4.856759071350098,-4.906862258911133,0.05835723876953125,0.1084604263305664,-0.050103187561035156,-4.867458343505859
pair_0001_happy,pair_0001,01,01,02,01,happy,pair_0001_sad,-1,direct_cumulative_18_22,audio_v_edge,"[18, 19, 20, 21, 22]",-4.798401832580566,-4.856759071350098,-4.908727645874023,0.05835723876953125,0.11032581329345703,-0.05196857452392578,-4.867458343505859
pair_0001_happy,pair_0001,01,01,02,01,happy,pair_0001_sad,-1,direct_cumulative_18_23,audio_v_edge,"[18, 19, 20, 21, 22, 23]",-4.798401832580566,-4.856759071350098,-4.867458343505859,0.05835723876953125,0.06905651092529297,-0.010699272155761719,-4.867458343505859
pair_0001_sad,pair_0001,01,01,02,01,sad,pair_0001_happy,1,direct_block_18,audio_v_edge,[18],-4.81397819519043,-4.774052143096924,-4.784960746765137,0.03992605209350586,0.02901744842529297,0.01090860366821289,-4.927112102508545
pair_0001_sad,pair_0001,01,01,02,01,sad,pair_0001_happy,1,direct_block_19,audio_v_edge,[19],-4.81397819519043,-4.774052143096924,-4.841258525848389,0.03992605209350586,-0.027280330657958984,0.06720638275146484,-4.927112102508545
pair_0001_sad,pair_0001,01,01,02,01,sad,pair_0001_happy,1,direct_block_20,audio_v_edge,[20],-4.81397819519043,-4.774052143096924,-4.759050369262695,0.03992605209350586,0.054927825927734375,-0.015001773834228516,-4.927112102508545
pair_0001_sad,pair_0001,01,01,02,01,sad,pair_0001_happy,1,direct_block_21,audio_v_edge,[21],-4.81397819519043,-4.774052143096924,-4.688722610473633,0.03992605209350586,0.12525558471679688,-0.08532953262329102,-4.927112102508545
pair_0001_sad,pair_0001,01,01,02,01,sad,pair_0001_happy,1,direct_block_22,audio_v_edge,[22],-4.81397819519043,-4.774052143096924,-4.909892559051514,0.03992605209350586,-0.09591436386108398,0.13584041595458984,-4.927112102508545
pair_0001_sad,pair_0001,01,01,02,01,sad,pair_0001_happy,1,direct_block_23,audio_v_edge,[23],-4.81397819519043,-4.774052143096924,-4.814371585845947,0.03992605209350586,-0.0003933906555175781,0.04031944274902344,-4.927112102508545
pair_0001_sad,pair_0001,01,01,02,01,sad,pair_0001_happy,1,direct_cumulative_18_19,audio_v_edge,"[18, 19]",-4.81397819519043,-4.774052143096924,-4.852262496948242,0.03992605209350586,-0.0382843017578125,0.07821035385131836,-4.927112102508545
pair_0001_sad,pair_0001,01,01,02,01,sad,pair_0001_happy,1,direct_cumulative_18_20,audio_v_edge,"[18, 19, 20]",-4.81397819519043,-4.774052143096924,-4.839099407196045,0.03992605209350586,-0.025121212005615234,0.0650472640991211,-4.927112102508545
pair_0001_sad,pair_0001,01,01,02,01,sad,pair_0001_happy,1,direct_cumulative_18_21,audio_v_edge,"[18, 19, 20, 21]",-4.81397819519043,-4.774052143096924,-4.752451419830322,0.03992605209350586,0.06152677536010742,-0.021600723266601562,-4.927112102508545
