sample_id,pair_id,actor,statement,repetition,intensity,emotion,condition,clean_margin,margin,shift_from_clean
pair_0018_sad,pair_0018,05,02,01,01,sad,center_19,-3.481130361557007,-3.473421812057495,0.007708549499511719
pair_0018_sad,pair_0018,05,02,01,01,sad,center_23,-3.481130361557007,-3.7319226264953613,-0.2507922649383545
pair_0019_happy,pair_0019,05,02,02,01,happy,clean,-3.4755494594573975,-3.4755494594573975,0.0
pair_0019_happy,pair_0019,05,02,02,01,happy,zero_noop,-3.4755494594573975,-3.4755494594573975,0.0
pair_0019_happy,pair_0019,05,02,02,01,happy,center_joint,-3.4755494594573975,-3.4884033203125,-0.012853860855102539
pair_0019_happy,pair_0019,05,02,02,01,happy,center_19,-3.4755494594573975,-3.4618847370147705,0.013664722442626953
pair_0019_happy,pair_0019,05,02,02,01,happy,center_23,-3.4755494594573975,-3.7274081707000732,-0.2518587112426758
pair_0019_sad,pair_0019,05,02,02,01,sad,clean,-3.2868447303771973,-3.2868447303771973,0.0
pair_0019_sad,pair_0019,05,02,02,01,sad,zero_noop,-3.2868447303771973,-3.2868447303771973,0.0
pair_0019_sad,pair_0019,05,02,02,01,sad,center_joint,-3.2868447303771973,-3.3733787536621094,-0.08653402328491211
pair_0019_sad,pair_0019,05,02,02,01,sad,center_19,-3.2868447303771973,-3.276792287826538,0.01005244255065918
pair_0019_sad,pair_0019,05,02,02,01,sad,center_23,-3.2868447303771973,-3.535451650619507,-0.24860692024230957
pair_0020_happy,pair_0020,06,01,01,01,happy,clean,-4.214656829833984,-4.214656829833984,0.0
pair_0020_happy,pair_0020,06,01,01,01,happy,zero_noop,-4.214656829833984,-4.214656829833984,0.0
pair_0020_happy,pair_0020,06,01,01,01,happy,center_joint,-4.214656829833984,-4.46089506149292,-0.24623823165893555
pair_0020_happy,pair_0020,06,01,01,01,happy,center_19,-4.214656829833984,-4.228579998016357,-0.013923168182373047
pair_0020_happy,pair_0020,06,01,01,01,happy,center_23,-4.214656829833984,-4.032245635986328,0.18241119384765625
pair_0020_sad,pair_0020,06,01,01,01,sad,clean,-4.52412223815918,-4.52412223815918,0.0
pair_0020_sad,pair_0020,06,01,01,01,sad,zero_noop,-4.52412223815918,-4.52412223815918,0.0
pair_0020_sad,pair_0020,06,01,01,01,sad,center_joint,-4.52412223815918,-4.736791610717773,-0.21266937255859375
pair_0020_sad,pair_0020,06,01,01,01,sad,center_19,-4.52412223815918,-4.532167434692383,-0.008045196533203125
pair_0020_sad,pair_0020,06,01,01,01,sad,center_23,-4.52412223815918,-4.342617511749268,0.1815047264099121
pair_0021_happy,pair_0021,06,01,02,01,happy,clean,-4.25598669052124,-4.25598669052124,0.0
pair_0021_happy,pair_0021,06,01,02,01,happy,zero_noop,-4.25598669052124,-4.25598669052124,0.0
pair_0021_happy,pair_0021,06,01,02,01,happy,center_joint,-4.25598669052124,-4.447802543640137,-0.19181585311889648
pair_0021_happy,pair_0021,06,01,02,01,happy,center_19,-4.25598669052124,-4.256075859069824,-8.916854858398438e-05
pair_0021_happy,pair_0021,06,01,02,01,happy,center_23,-4.25598669052124,-4.079670429229736,0.1763162612915039
pair_0021_sad,pair_0021,06,01,02,01,sad,clean,-4.614285469055176,-4.614285469055176,0.0
pair_0021_sad,pair_0021,06,01,02,01,sad,zero_noop,-4.614285469055176,-4.614285469055176,0.0
pair_0021_sad,pair_0021,06,01,02,01,sad,center_joint,-4.614285469055176,-4.83876895904541,-0.22448348999023438
pair_0021_sad,pair_0021,06,01,02,01,sad,center_19,-4.614285469055176,-4.62253475189209,-0.008249282836914062
pair_0021_sad,pair_0021,06,01,02,01,sad,center_23,-4.614285469055176,-4.4336652755737305,0.1806201934814453
pair_0022_happy,pair_0022,06,02,01,01,happy,clean,-3.6021475791931152,-3.6021475791931152,0.0
pair_0022_happy,pair_0022,06,02,01,01,happy,zero_noop,-3.6021475791931152,-3.6021475791931152,0.0
pair_0022_happy,pair_0022,06,02,01,01,happy,center_joint,-3.6021475791931152,-3.633007049560547,-0.03085947036743164
pair_0022_happy,pair_0022,06,02,01,01,happy,center_19,-3.6021475791931152,-3.589402437210083,0.012745141983032227
pair_0022_happy,pair_0022,06,02,01,01,happy,center_23,-3.6021475791931152,-3.8523504734039307,-0.25020289421081543
pair_0022_sad,pair_0022,06,02,01,01,sad,clean,-3.4650402069091797,-3.4650402069091797,0.0
pair_0022_sad,pair_0022,06,02,01,01,sad,zero_noop,-3.4650402069091797,-3.4650402069091797,0.0
pair_0022_sad,pair_0022,06,02,01,01,sad,center_joint,-3.4650402069091797,-3.5128164291381836,-0.047776222229003906
pair_0022_sad,pair_0022,06,02,01,01,sad,center_19,-3.4650402069091797,-3.4525156021118164,0.012524604797363281
pair_0022_sad,pair_0022,06,02,01,01,sad,center_23,-3.4650402069091797,-3.7134807109832764,-0.24844050407409668
pair_0023_happy,pair_0023,06,02,02,01,happy,clean,-3.457305908203125,-3.457305908203125,0.0
pair_0023_happy,pair_0023,06,02,02,01,happy,zero_noop,-3.457305908203125,-3.457305908203125,0.0
pair_0023_happy,pair_0023,06,02,02,01,happy,center_joint,-3.457305908203125,-3.5145890712738037,-0.05728316307067871
pair_0023_happy,pair_0023,06,02,02,01,happy,center_19,-3.457305908203125,-3.4456210136413574,0.011684894561767578
pair_0023_happy,pair_0023,06,02,02,01,happy,center_23,-3.457305908203125,-3.7102179527282715,-0.2529120445251465
pair_0023_sad,pair_0023,06,02,02,01,sad,clean,-3.6551520824432373,-3.6551520824432373,0.0
pair_0023_sad,pair_0023,06,02,02,01,sad,zero_noop,-3.6551520824432373,-3.6551520824432373,0.0
pair_0023_sad,pair_0023,06,02,02,01,sad,center_joint,-3.6551520824432373,-3.720869302749634,-0.06571722030639648
pair_0023_sad,pair_0023,06,02,02,01,sad,center_19,-3.6551520824432373,-3.646538734436035,0.008613348007202148
pair_0023_sad,pair_0023,06,02,02,01,sad,center_23,-3.6551520824432373,-3.9100522994995117,-0.2549002170562744
pair_0024_happy,pair_0024,07,01,01,01,happy,clean,-4.384683609008789,-4.384683609008789,0.0
pair_0024_happy,pair_0024,07,01,01,01,happy,zero_noop,-4.384683609008789,-4.384683609008789,0.0
