layer,component,statement,condition,metric,mean,ci_low,ci_high
7,mlp,01,gap,mean_within_fold_auc,-0.01041666666666674,-0.07291666666666674,0.06249999999999989
8,mlp,01,gap,mean_within_fold_auc,0.02083333333333326,-0.03125,0.07291666666666663
9,mlp,01,gap,mean_within_fold_auc,-0.01041666666666663,-0.08333333333333326,0.05208333333333337
10,mlp,01,gap,mean_within_fold_auc,-0.04166666666666663,-0.11458333333333337,0.03125
11,mlp,01,gap,mean_within_fold_auc,-0.05208333333333337,-0.13541666666666674,0.03125
12,mlp,01,gap,mean_within_fold_auc,-0.125,-0.21875,-0.04166666666666663
13,mlp,01,gap,mean_within_fold_auc,-0.01041666666666663,-0.10416666666666652,0.07291666666666674
14,mlp,01,gap,mean_within_fold_auc,0.14583333333333337,0.04166666666666674,0.25
15,mlp,01,gap,mean_within_fold_auc,0.03125,-0.05208333333333337,0.13541666666666674
16,mlp,01,gap,mean_within_fold_auc,-0.02083333333333326,-0.125,0.08333333333333326
17,mlp,01,gap,mean_within_fold_auc,-0.01041666666666663,-0.09375000000000011,0.08333333333333326
18,mlp,01,gap,mean_within_fold_auc,0.01041666666666663,-0.0625,0.07291666666666674
19,mlp,01,gap,mean_within_fold_auc,0.03125,-0.04166666666666663,0.10416666666666663
20,mlp,01,gap,mean_within_fold_auc,-0.01041666666666663,-0.11458333333333337,0.08333333333333331
21,mlp,01,gap,mean_within_fold_auc,-0.01041666666666663,-0.07291666666666674,0.05208333333333337
22,mlp,01,gap,mean_within_fold_auc,-0.01041666666666674,-0.06250000000000011,0.05208333333333337
23,mlp,01,gap,mean_within_fold_auc,5.551115123125783e-17,-0.052083333333333315,0.052083333333333315
0,attention,01,gap,pooled_roc_auc,0.03472222222222232,-0.00477430555555558,0.08116319444444442
1,attention,01,gap,pooled_roc_auc,-0.13107638888888884,-0.23091362847222222,-0.0390625
2,attention,01,gap,pooled_roc_auc,0.078125,-0.03732638888888895,0.18793402777777768
3,attention,01,gap,pooled_roc_auc,0.00998263888888895,-0.006510416666666741,0.0316840277777779
4,attention,01,gap,pooled_roc_auc,-0.0078125,-0.04210069444444453,0.02256944444444442
5,attention,01,gap,pooled_roc_auc,-0.00824652777777779,-0.02430555555555558,0.004340277777777679
6,attention,01,gap,pooled_roc_auc,0.02560763888888884,-0.07595486111111116,0.11154513888888884
7,attention,01,gap,pooled_roc_auc,0.0234375,-0.11892361111111105,0.17710503472222194
8,attention,01,gap,pooled_roc_auc,-0.02126736111111105,-0.06728515625,0.02605251736111102
9,attention,01,gap,pooled_roc_auc,-0.0026041666666668517,-0.04991319444444442,0.03602430555555558
10,attention,01,gap,pooled_roc_auc,0.003906250000000111,-0.09678819444444442,0.10894097222222221
11,attention,01,gap,pooled_roc_auc,-0.02951388888888884,-0.11762152777777779,0.07074652777777768
12,attention,01,gap,pooled_roc_auc,-0.03689236111111105,-0.10069444444444442,0.021701388888888843
13,attention,01,gap,pooled_roc_auc,0.03515624999999989,-0.04774305555555558,0.12413194444444442
14,attention,01,gap,pooled_roc_auc,-0.01258680555555558,-0.13454861111111116,0.10895182291666661
15,attention,01,gap,pooled_roc_auc,-0.03125,-0.06857638888888906,0.0017469618055554446
16,attention,01,gap,pooled_roc_auc,0.04036458333333337,-0.04904513888888884,0.12109375
17,attention,01,gap,pooled_roc_auc,0.04036458333333326,-0.03125,0.11848958333333337
18,attention,01,gap,pooled_roc_auc,0.0056423611111111605,-0.03689236111111116,0.04688585069444439
19,attention,01,gap,pooled_roc_auc,0.00694444444444442,-0.02213541666666663,0.04036458333333337
20,attention,01,gap,pooled_roc_auc,0.02604166666666663,-0.01519097222222221,0.06727430555555552
21,attention,01,gap,pooled_roc_auc,0.04296875,-0.01086154513888896,0.09722222222222215
22,attention,01,gap,pooled_roc_auc,0.025173611111111105,-0.03819444444444442,0.09375
23,attention,01,gap,pooled_roc_auc,-0.01171875,-0.051215277777777735,0.02647569444444442
0,mlp,01,gap,pooled_roc_auc,0.007812499999999889,-0.03125,0.0542643229166666
1,mlp,01,gap,pooled_roc_auc,0.0060763888888888395,-0.01475694444444442,0.027343750000000003
2,mlp,01,gap,pooled_roc_auc,-0.0017361111111111605,-0.02126736111111105,0.01953125
3,mlp,01,gap,pooled_roc_auc,0.00737847222222221,-0.01692708333333337,0.03255208333333326
4,mlp,01,gap,pooled_roc_auc,0.00911458333333337,-0.01085069444444442,0.02951388888888895
5,mlp,01,gap,pooled_roc_auc,0.00694444444444442,-0.01432291666666663,0.0347222222222221
6,mlp,01,gap,pooled_roc_auc,0.02170138888888895,0.0013020833333332593,0.04557291666666663
7,mlp,01,gap,pooled_roc_auc,-0.0021701388888889506,-0.02907986111111116,0.027777777777777794
8,mlp,01,gap,pooled_roc_auc,-0.01258680555555547,-0.04296875,0.02387152777777779
9,mlp,01,gap,pooled_roc_auc,0.00911458333333337,-0.02083333333333326,0.03732638888888884
10,mlp,01,gap,pooled_roc_auc,0.0030381944444444198,-0.03039279513888896,0.03168402777777779
11,mlp,01,gap,pooled_roc_auc,-0.006510416666666741,-0.05034722222222221,0.029090711805555444
12,mlp,01,gap,pooled_roc_auc,-0.01475694444444442,-0.08723958333333326,0.04861111111111105
13,mlp,01,gap,pooled_roc_auc,-0.02083333333333326,-0.06684027777777779,0.025173611111111053
14,mlp,01,gap,pooled_roc_auc,0.05251736111111105,-0.006510416666666632,0.11805555555555558
15,mlp,01,gap,pooled_roc_auc,0.0234375,-0.02213541666666663,0.0629340277777779
16,mlp,01,gap,pooled_roc_auc,-0.0060763888888888395,-0.04817708333333337,0.03819444444444431
17,mlp,01,gap,pooled_roc_auc,-0.04383680555555558,-0.09548611111111105,0.00954861111111116
18,mlp,01,gap,pooled_roc_auc,0.04774305555555558,0.0013020833333333703,0.08723958333333337
19,mlp,01,gap,pooled_roc_auc,0.00434027777777779,-0.03559027777777779,0.04600694444444442
20,mlp,01,gap,pooled_roc_auc,-0.01171875,-0.05164930555555547,0.02039930555555547
21,mlp,01,gap,pooled_roc_auc,0.003038194444444531,-0.02907986111111105,0.03342013888888895
22,mlp,01,gap,pooled_roc_auc,0.006944444444444364,-0.023003472222222265,0.04210069444444442
23,mlp,01,gap,pooled_roc_auc,-0.0030381944444444753,-0.029947916666666685,0.02517361111111105
0,attention,01,gap,accuracy,0.09375,-0.01041666666666663,0.19791666666666674
1,attention,01,gap,accuracy,-0.07291666666666663,-0.20833333333333337,0.05208333333333337
2,attention,01,gap,accuracy,0.22916666666666652,0.10416666666666674,0.35416666666666663
3,attention,01,gap,accuracy,-0.01041666666666663,-0.04166666666666674,0.02083333333333337
4,attention,01,gap,accuracy,-0.02083333333333326,-0.0625,0.02083333333333326
5,attention,01,gap,accuracy,0.0,-0.03125,0.03125
6,attention,01,gap,accuracy,-0.041666666666666574,-0.11458333333333337,0.03125
7,attention,01,gap,accuracy,-0.13541666666666669,-0.28124999999999994,0.01041666666666674
8,attention,01,gap,accuracy,0.1250000000000001,0.02083333333333337,0.22916666666666652
9,attention,01,gap,accuracy,-0.01041666666666674,-0.10416666666666663,0.07291666666666674
10,attention,01,gap,accuracy,0.01041666666666663,-0.11458333333333337,0.13541666666666669
11,attention,01,gap,accuracy,0.05208333333333337,-0.041666666666666685,0.15625
12,attention,01,gap,accuracy,-0.05208333333333337,-0.09375,-0.01041666666666674
13,attention,01,gap,accuracy,0.03125,-0.02083333333333337,0.08333333333333337
14,attention,01,gap,accuracy,-0.02083333333333337,-0.10416666666666669,0.07291666666666663
15,attention,01,gap,accuracy,-0.04166666666666663,-0.09375,0.0
16,attention,01,gap,accuracy,0.04166666666666663,-0.04166666666666674,0.125
17,attention,01,gap,accuracy,-0.07291666666666663,-0.14583333333333337,0.0
18,attention,01,gap,accuracy,0.03125,-0.01041666666666674,0.07291666666666674
19,attention,01,gap,accuracy,-0.02083333333333337,-0.09375,0.052083333333333315
20,attention,01,gap,accuracy,0.0,-0.052083333333333315,0.05208333333333337
21,attention,01,gap,accuracy,-0.01041666666666663,-0.09375,0.07291666666666669
22,attention,01,gap,accuracy,0.07291666666666669,-5.551115123125783e-17,0.15624999999999994
23,attention,01,gap,accuracy,-0.01041666666666663,-0.05208333333333337,0.03125
0,mlp,01,gap,accuracy,-0.0625,-0.13541666666666652,0.0
1,mlp,01,gap,accuracy,0.02083333333333337,-0.02083333333333326,0.0625
2,mlp,01,gap,accuracy,0.01041666666666674,-0.03125,0.05208333333333337
3,mlp,01,gap,accuracy,0.02083333333333326,0.0,0.05208333333333337
4,mlp,01,gap,accuracy,0.02083333333333326,-0.02083333333333326,0.0625
5,mlp,01,gap,accuracy,0.0,0.0,0.0
6,mlp,01,gap,accuracy,0.01041666666666663,-0.04166666666666663,0.07291666666666663
7,mlp,01,gap,accuracy,-0.07291666666666674,-0.1875,0.04166666666666663
8,mlp,01,gap,accuracy,-0.07291666666666663,-0.17708333333333326,0.02083333333333337
9,mlp,01,gap,accuracy,0.03125,-0.04166666666666663,0.10416666666666674
10,mlp,01,gap,accuracy,-0.02083333333333326,-0.08333333333333337,0.041666666666666685
11,mlp,01,gap,accuracy,0.04166666666666663,0.01041666666666663,0.08333333333333337
12,mlp,01,gap,accuracy,0.0,-0.06249999999999989,0.0625
13,mlp,01,gap,accuracy,-0.03125,-0.07291666666666663,0.0
14,mlp,01,gap,accuracy,0.0,-0.03125,0.03125
15,mlp,01,gap,accuracy,0.0,-0.04166666666666663,0.041666666666666685
16,mlp,01,gap,accuracy,0.03125,-0.01041666666666674,0.07291666666666674
17,mlp,01,gap,accuracy,0.05208333333333337,0.02083333333333326,0.09375
18,mlp,01,gap,accuracy,0.0,-0.04166666666666663,0.041666666666666685
19,mlp,01,gap,accuracy,-0.01041666666666663,-0.07291666666666674,0.0625
20,mlp,01,gap,accuracy,0.02083333333333326,-0.031249999999999892,0.07291666666666663
21,mlp,01,gap,accuracy,0.0,-0.04166666666666663,0.04166666666666663
22,mlp,01,gap,accuracy,0.01041666666666663,-0.02083333333333337,0.04166666666666674
23,mlp,01,gap,accuracy,-0.031250000000000056,-0.09374999999999994,0.02083333333333326
0,attention,02,within,mean_within_fold_auc,0.4375,0.39583333333333337,0.47916666666666663
1,attention,02,within,mean_within_fold_auc,-0.0625,-0.14583333333333337,0.02083333333333337
2,attention,02,within,mean_within_fold_auc,-0.08333333333333337,-0.1875,0.01041666666666674
3,attention,02,within,mean_within_fold_auc,-0.01041666666666663,-0.05208333333333326,0.02083333333333337
4,attention,02,within,mean_within_fold_auc,-0.01041666666666663,-0.05208333333333337,0.03125
5,attention,02,within,mean_within_fold_auc,0.0,0.0,0.0
6,attention,02,within,mean_within_fold_auc,-0.02083333333333326,-0.10416666666666663,0.0625
7,attention,02,within,mean_within_fold_auc,-0.05208333333333337,-0.17708333333333337,0.07291666666666663
8,attention,02,within,mean_within_fold_auc,0.03125,-0.01041666666666674,0.07291666666666674
9,attention,02,within,mean_within_fold_auc,-0.02083333333333337,-0.05208333333333337,0.0
10,attention,02,within,mean_within_fold_auc,0.08333333333333337,-0.02083333333333337,0.1875
11,attention,02,within,mean_within_fold_auc,0.08333333333333337,-0.01041666666666674,0.20833333333333326
12,attention,02,within,mean_within_fold_auc,-0.01041666666666663,-0.04166666666666674,0.02083333333333337
13,attention,02,within,mean_within_fold_auc,-0.02083333333333337,-0.05208333333333337,0.0
14,attention,02,within,mean_within_fold_auc,-0.11458333333333337,-0.21875,-0.02083333333333337
15,attention,02,within,mean_within_fold_auc,0.0,-0.03125,0.03125
16,attention,02,within,mean_within_fold_auc,0.05208333333333337,-0.02083333333333337,0.13541666666666663
17,attention,02,within,mean_within_fold_auc,-0.01041666666666674,-0.0625,0.05208333333333337
18,attention,02,within,mean_within_fold_auc,0.01041666666666663,-0.02083333333333337,0.05208333333333326
19,attention,02,within,mean_within_fold_auc,-0.01041666666666663,-0.03125,0.0
20,attention,02,within,mean_within_fold_auc,0.01041666666666663,-0.02083333333333337,0.04166666666666674
21,attention,02,within,mean_within_fold_auc,-0.02083333333333337,-0.08333333333333326,0.03125
22,attention,02,within,mean_within_fold_auc,-0.02083333333333337,-0.07291666666666674,0.02083333333333337
23,attention,02,within,mean_within_fold_auc,-0.01041666666666663,-0.03125,0.0
0,mlp,02,within,mean_within_fold_auc,-0.03125,-0.07291666666666674,0.01041666666666663
1,mlp,02,within,mean_within_fold_auc,0.0,0.0,0.0
2,mlp,02,within,mean_within_fold_auc,-0.01041666666666663,-0.03125,0.0
3,mlp,02,within,mean_within_fold_auc,0.02083333333333326,0.0,0.05208333333333337
4,mlp,02,within,mean_within_fold_auc,-0.01041666666666663,-0.04166666666666674,0.02083333333333337
5,mlp,02,within,mean_within_fold_auc,0.02083333333333326,0.0,0.05208333333333337
6,mlp,02,within,mean_within_fold_auc,0.01041666666666663,-0.02083333333333337,0.05208333333333326
7,mlp,02,within,mean_within_fold_auc,-0.02083333333333326,-0.05208333333333337,0.0
8,mlp,02,within,mean_within_fold_auc,0.01041666666666663,0.0,0.03125
9,mlp,02,within,mean_within_fold_auc,0.0,0.0,0.0
10,mlp,02,within,mean_within_fold_auc,0.0,-0.04166666666666674,0.05208333333333337
11,mlp,02,within,mean_within_fold_auc,-0.01041666666666674,-0.03125,0.0
12,mlp,02,within,mean_within_fold_auc,0.0,0.0,0.0
13,mlp,02,within,mean_within_fold_auc,0.04166666666666674,0.01041666666666663,0.08333333333333337
14,mlp,02,within,mean_within_fold_auc,-0.02083333333333337,-0.08333333333333326,0.04166666666666674
15,mlp,02,within,mean_within_fold_auc,-0.03125,-0.08333333333333337,0.03125
16,mlp,02,within,mean_within_fold_auc,-0.01041666666666663,-0.03125,0.0
17,mlp,02,within,mean_within_fold_auc,-0.02083333333333326,-0.05208333333333337,0.0
18,mlp,02,within,mean_within_fold_auc,0.0,-0.03125,0.03125
19,mlp,02,within,mean_within_fold_auc,0.03125,-0.02083333333333326,0.09375
20,mlp,02,within,mean_within_fold_auc,-0.03125,-0.08333333333333337,0.02083333333333326
21,mlp,02,within,mean_within_fold_auc,0.01041666666666674,-0.02083333333333337,0.04166666666666674
22,mlp,02,within,mean_within_fold_auc,0.03125,0.0,0.0625
23,mlp,02,within,mean_within_fold_auc,-0.01041666666666674,-0.03125,0.0
0,attention,02,within,pooled_roc_auc,0.3823784722222222,0.30208333333333337,0.45963541666666663
1,attention,02,within,pooled_roc_auc,-0.08940972222222221,-0.16667751736111117,-0.015625
2,attention,02,within,pooled_roc_auc,-0.03385416666666674,-0.125,0.04644097222222221
3,attention,02,within,pooled_roc_auc,-0.0017361111111111605,-0.01345486111111116,0.00911458333333337
4,attention,02,within,pooled_roc_auc,0.0056423611111111605,-0.01779513888888884,0.02907986111111105
5,attention,02,within,pooled_roc_auc,0.01475694444444453,0.00520833333333337,0.024750434027777653
6,attention,02,within,pooled_roc_auc,-0.00868055555555558,-0.05555555555555558,0.03255208333333337
7,attention,02,within,pooled_roc_auc,-0.07986111111111105,-0.1723090277777778,0.00954861111111116
8,attention,02,within,pooled_roc_auc,0.03776041666666663,0.006510416666666741,0.06901041666666663
9,attention,02,within,pooled_roc_auc,-0.01605902777777779,-0.03732638888888895,0.0
10,attention,02,within,pooled_roc_auc,0.07769097222222221,-0.025173611111111053,0.17405598958333324
11,attention,02,within,pooled_roc_auc,0.06770833333333326,-0.005208333333333259,0.16015625
12,attention,02,within,pooled_roc_auc,-0.00824652777777779,-0.03689236111111105,0.019097222222222213
13,attention,02,within,pooled_roc_auc,-0.02300347222222221,-0.05555555555555547,0.00390625
14,attention,02,within,pooled_roc_auc,-0.11154513888888884,-0.17883029513888885,-0.05034722222222221
15,attention,02,within,pooled_roc_auc,-0.00868055555555558,-0.03342013888888884,0.015625
16,attention,02,within,pooled_roc_auc,0.04947916666666663,-0.02387152777777779,0.12586805555555547
17,attention,02,within,pooled_roc_auc,-0.01171875,-0.04383680555555558,0.01909722222222221
18,attention,02,within,pooled_roc_auc,0.01085069444444442,-0.01128472222222221,0.03255208333333337
19,attention,02,within,pooled_roc_auc,-0.0008680555555555802,-0.01866319444444442,0.01258680555555558
20,attention,02,within,pooled_roc_auc,-0.00390625,-0.02517361111111116,0.01736111111111105
21,attention,02,within,pooled_roc_auc,0.00520833333333337,-0.02300347222222221,0.03125
22,attention,02,within,pooled_roc_auc,0.03385416666666674,-0.01996527777777779,0.07943793402777766
23,attention,02,within,pooled_roc_auc,-0.0004340277777777901,-0.02083333333333326,0.02039930555555558
0,mlp,02,within,pooled_roc_auc,-0.03342013888888884,-0.07291666666666674,-0.0017361111111111605
1,mlp,02,within,pooled_roc_auc,0.0078125,-0.004774305555555469,0.02039930555555547
2,mlp,02,within,pooled_roc_auc,-0.0013020833333332593,-0.017795138888888843,0.01388888888888884
3,mlp,02,within,pooled_roc_auc,-0.0008680555555555802,-0.02300347222222221,0.02256944444444442
4,mlp,02,within,pooled_roc_auc,0.0017361111111110494,-0.01605902777777779,0.01866319444444442
5,mlp,02,within,pooled_roc_auc,0.005208333333333259,-0.006510416666666741,0.02170138888888884
6,mlp,02,within,pooled_roc_auc,0.0013020833333333703,-0.01388888888888895,0.01779513888888895
7,mlp,02,within,pooled_roc_auc,-0.00868055555555558,-0.02473958333333337,0.0060763888888888395
8,mlp,02,within,pooled_roc_auc,0.00520833333333337,-0.01822916666666663,0.02951388888888884
9,mlp,02,within,pooled_roc_auc,-0.00477430555555558,-0.01953125,0.00868055555555558
10,mlp,02,within,pooled_roc_auc,0.00998263888888895,-0.01345486111111105,0.03255208333333326
11,mlp,02,within,pooled_roc_auc,0.0021701388888889506,-0.02039930555555558,0.02690972222222221
12,mlp,02,within,pooled_roc_auc,-0.00737847222222221,-0.02777777777777779,0.014767795138888816
13,mlp,02,within,pooled_roc_auc,0.02039930555555547,0.0004340277777777901,0.04513888888888884
14,mlp,02,within,pooled_roc_auc,-0.00998263888888884,-0.04123263888888884,0.02560763888888895
15,mlp,02,within,pooled_roc_auc,-0.02300347222222221,-0.05338541666666663,0.00520833333333337
16,mlp,02,within,pooled_roc_auc,-0.00347222222222221,-0.01909722222222232,0.01128472222222221
17,mlp,02,within,pooled_roc_auc,-0.01649305555555558,-0.03645833333333337,0.00477430555555558
18,mlp,02,within,pooled_roc_auc,-0.0013020833333332593,-0.019097222222222213,0.01649305555555558
19,mlp,02,within,pooled_roc_auc,0.00390625,-0.01953125,0.02994791666666663
20,mlp,02,within,pooled_roc_auc,-0.02430555555555558,-0.04600694444444442,-0.00347222222222221
21,mlp,02,within,pooled_roc_auc,-0.0056423611111111605,-0.01953125,0.00998263888888895
22,mlp,02,within,pooled_roc_auc,0.00694444444444442,-0.01215277777777779,0.02734375
23,mlp,02,within,pooled_roc_auc,0.00477430555555558,-0.00911458333333337,0.01909722222222221
0,attention,02,within,accuracy,0.30208333333333337,0.21875,0.38541666666666663
1,attention,02,within,accuracy,-0.03125,-0.10416666666666674,0.04166666666666674
2,attention,02,within,accuracy,-0.04166666666666663,-0.15625,0.0625
3,attention,02,within,accuracy,0.02083333333333337,0.0,0.0625
4,attention,02,within,accuracy,0.02083333333333337,-0.02083333333333337,0.07291666666666674
5,attention,02,within,accuracy,0.01041666666666663,0.0,0.03125
6,attention,02,within,accuracy,0.0,-0.04166666666666663,0.04166666666666663
7,attention,02,within,accuracy,-0.09375,-0.19791666666666663,0.0
8,attention,02,within,accuracy,0.05208333333333326,-0.01041666666666674,0.125
9,attention,02,within,accuracy,0.02083333333333337,0.0,0.05208333333333337
10,attention,02,within,accuracy,0.0625,-0.07291666666666663,0.1875
11,attention,02,within,accuracy,0.10416666666666663,0.03125,0.1875
12,attention,02,within,accuracy,-0.04166666666666663,-0.09375,0.0
13,attention,02,within,accuracy,0.01041666666666663,-0.02083333333333337,0.04166666666666674
14,attention,02,within,accuracy,-0.10416666666666674,-0.19791666666666663,-0.02083333333333337
15,attention,02,within,accuracy,0.0625,0.02083333333333337,0.10416666666666674
16,attention,02,within,accuracy,0.01041666666666663,-0.08333333333333337,0.10416666666666663
17,attention,02,within,accuracy,-0.02083333333333337,-0.07291666666666663,0.03125
18,attention,02,within,accuracy,0.0,-0.03125,0.03125
19,attention,02,within,accuracy,-0.01041666666666663,-0.03125,0.0
20,attention,02,within,accuracy,0.02083333333333326,0.0,0.05208333333333337
21,attention,02,within,accuracy,0.02083333333333337,-0.02083333333333326,0.0625
22,attention,02,within,accuracy,0.04166666666666663,-0.02083333333333337,0.11458333333333326
23,attention,02,within,accuracy,0.01041666666666663,-0.02083333333333337,0.04166666666666674
0,mlp,02,within,accuracy,-0.0625,-0.125,0.0
1,mlp,02,within,accuracy,0.02083333333333326,-0.03125,0.08333333333333337
2,mlp,02,within,accuracy,0.0,-0.03125,0.03125
3,mlp,02,within,accuracy,-0.01041666666666674,-0.0625,0.03125
4,mlp,02,within,accuracy,-0.01041666666666663,-0.03125,0.0
5,mlp,02,within,accuracy,0.0,-0.03125,0.03125
6,mlp,02,within,accuracy,0.01041666666666663,0.0,0.03125
7,mlp,02,within,accuracy,0.01041666666666674,0.0,0.03125
8,mlp,02,within,accuracy,0.0,-0.03125,0.03125
9,mlp,02,within,accuracy,-0.04166666666666663,-0.09375,0.01041666666666663
10,mlp,02,within,accuracy,-0.05208333333333337,-0.09375,-0.01041666666666674
11,mlp,02,within,accuracy,-0.01041666666666663,-0.04166666666666674,0.02083333333333337
12,mlp,02,within,accuracy,0.0,-0.05208333333333337,0.05208333333333337
13,mlp,02,within,accuracy,0.02083333333333337,-0.02083333333333337,0.07291666666666674
14,mlp,02,within,accuracy,-0.01041666666666663,-0.04166666666666674,0.02083333333333337
15,mlp,02,within,accuracy,-0.07291666666666663,-0.13541666666666663,-0.02083333333333337
16,mlp,02,within,accuracy,0.02083333333333337,0.0,0.05208333333333337
17,mlp,02,within,accuracy,-0.01041666666666663,-0.03125,0.0
18,mlp,02,within,accuracy,0.04166666666666663,0.01041666666666663,0.08333333333333337
19,mlp,02,within,accuracy,-0.03125,-0.08333333333333337,0.01041666666666674
20,mlp,02,within,accuracy,-0.03125,-0.0625,0.0
21,mlp,02,within,accuracy,-0.01041666666666663,-0.03125,0.0
22,mlp,02,within,accuracy,0.02083333333333337,0.0,0.05208333333333337
23,mlp,02,within,accuracy,-0.01041666666666663,-0.0625,0.03125
0,attention,02,cross,mean_within_fold_auc,0.45833333333333337,0.38541666666666663,0.5
1,attention,02,cross,mean_within_fold_auc,-0.04166666666666663,-0.16666666666666663,0.08359374999999625
2,attention,02,cross,mean_within_fold_auc,-0.13541666666666663,-0.26041666666666674,-0.01041666666666674
3,attention,02,cross,mean_within_fold_auc,-0.02083333333333337,-0.0625,0.02083333333333326
4,attention,02,cross,mean_within_fold_auc,0.02083333333333337,-0.02083333333333326,0.0625
5,attention,02,cross,mean_within_fold_auc,0.01041666666666663,0.0,0.03125
6,attention,02,cross,mean_within_fold_auc,-0.03125,-0.10416666666666674,0.04166666666666663
7,attention,02,cross,mean_within_fold_auc,0.0,-0.15625,0.14583333333333337
8,attention,02,cross,mean_within_fold_auc,0.08333333333333326,0.0,0.19791666666666663
9,attention,02,cross,mean_within_fold_auc,-0.03125,-0.125,0.04166666666666674
10,attention,02,cross,mean_within_fold_auc,0.03125,-0.08333333333333326,0.14583333333333337
11,attention,02,cross,mean_within_fold_auc,-0.09375,-0.20833333333333337,0.02083333333333326
12,attention,02,cross,mean_within_fold_auc,0.0625,-0.01041666666666663,0.14583333333333331
13,attention,02,cross,mean_within_fold_auc,-0.02083333333333337,-0.07291666666666663,0.03125
14,attention,02,cross,mean_within_fold_auc,0.04166666666666663,-0.07291666666666663,0.15625
15,attention,02,cross,mean_within_fold_auc,0.04166666666666663,-0.03125,0.11458333333333337
16,attention,02,cross,mean_within_fold_auc,0.0,-0.09375,0.09375
17,attention,02,cross,mean_within_fold_auc,0.10416666666666663,0.02083333333333337,0.1875
18,attention,02,cross,mean_within_fold_auc,-0.04166666666666663,-0.11458333333333337,0.03125
19,attention,02,cross,mean_within_fold_auc,0.02083333333333326,-0.03125,0.07291666666666674
20,attention,02,cross,mean_within_fold_auc,0.0,-0.07291666666666663,0.0625
21,attention,02,cross,mean_within_fold_auc,-0.02083333333333326,-0.10416666666666663,0.0625
22,attention,02,cross,mean_within_fold_auc,0.0625,-0.01041666666666674,0.14583333333333326
23,attention,02,cross,mean_within_fold_auc,0.01041666666666663,-0.04166666666666663,0.07291666666666663
0,mlp,02,cross,mean_within_fold_auc,-0.04166666666666674,-0.09375,0.0
1,mlp,02,cross,mean_within_fold_auc,0.01041666666666663,-0.02083333333333337,0.04166666666666674
2,mlp,02,cross,mean_within_fold_auc,-0.01041666666666663,-0.03125,0.0
3,mlp,02,cross,mean_within_fold_auc,0.0,-0.04166666666666663,0.04166666666666663
4,mlp,02,cross,mean_within_fold_auc,-0.02083333333333337,-0.05208333333333337,0.0
5,mlp,02,cross,mean_within_fold_auc,0.01041666666666674,-0.02083333333333337,0.05208333333333326
6,mlp,02,cross,mean_within_fold_auc,0.0,-0.03125,0.03125
7,mlp,02,cross,mean_within_fold_auc,0.0,-0.05208333333333337,0.05208333333333326
8,mlp,02,cross,mean_within_fold_auc,-0.05208333333333326,-0.10416666666666674,-0.01041666666666663
9,mlp,02,cross,mean_within_fold_auc,-0.01041666666666674,-0.05208333333333337,0.03125
10,mlp,02,cross,mean_within_fold_auc,0.0,-0.05208333333333326,0.05208333333333326
11,mlp,02,cross,mean_within_fold_auc,-0.02083333333333326,-0.07291666666666674,0.04166666666666663
12,mlp,02,cross,mean_within_fold_auc,0.01041666666666663,-0.03125,0.05208333333333337
13,mlp,02,cross,mean_within_fold_auc,-0.01041666666666663,-0.07317708333333317,0.05208333333333337
14,mlp,02,cross,mean_within_fold_auc,-0.07291666666666663,-0.15625,0.0
15,mlp,02,cross,mean_within_fold_auc,-0.03125,-0.09375,0.04166666666666663
16,mlp,02,cross,mean_within_fold_auc,-0.04166666666666663,-0.08333333333333331,-0.01041666666666663
17,mlp,02,cross,mean_within_fold_auc,0.0,-0.0625,0.05208333333333337
18,mlp,02,cross,mean_within_fold_auc,-0.04166666666666663,-0.11458333333333326,0.03125
19,mlp,02,cross,mean_within_fold_auc,0.02083333333333337,-0.03125,0.07291666666666663
20,mlp,02,cross,mean_within_fold_auc,-0.02083333333333337,-0.10416666666666663,0.05208333333333337
21,mlp,02,cross,mean_within_fold_auc,0.01041666666666663,-0.02083333333333337,0.04166666666666674
22,mlp,02,cross,mean_within_fold_auc,0.03125,-0.01041666666666674,0.07291666666666674
23,mlp,02,cross,mean_within_fold_auc,0.04166666666666674,-0.01041666666666674,0.11458333333333326
0,attention,02,cross,pooled_roc_auc,0.42404513888888884,0.35416666666666663,0.4830837673611109
1,attention,02,cross,pooled_roc_auc,-0.06293402777777779,-0.14237196180555559,0.02387152777777779
2,attention,02,cross,pooled_roc_auc,-0.09418402777777779,-0.19402126736111117,-0.00390625
3,attention,02,cross,pooled_roc_auc,-0.0060763888888888395,-0.02430555555555558,0.00911458333333337
4,attention,02,cross,pooled_roc_auc,0.00651041666666663,-0.02170138888888895,0.03776041666666674
5,attention,02,cross,pooled_roc_auc,0.00737847222222221,-0.0004340277777777901,0.01649305555555558
6,attention,02,cross,pooled_roc_auc,-0.06944444444444442,-0.1328125,-0.005208333333333259
7,attention,02,cross,pooled_roc_auc,-0.03819444444444442,-0.13107638888888895,0.06119791666666674
8,attention,02,cross,pooled_roc_auc,0.02734375,-0.01736111111111116,0.08289930555555558
9,attention,02,cross,pooled_roc_auc,-0.01345486111111116,-0.06206597222222221,0.02821180555555547
10,attention,02,cross,pooled_roc_auc,0.01605902777777779,-0.0677191840277778,0.10851779513888882
11,attention,02,cross,pooled_roc_auc,-0.03168402777777779,-0.10546875,0.02777777777777779
