layer,component,statement,condition,metric,mean,ci_low,ci_high
12,attention,02,cross,pooled_roc_auc,0.02170138888888884,-0.01345486111111116,0.06770833333333337
13,attention,02,cross,pooled_roc_auc,-0.02300347222222221,-0.05295138888888884,0.00520833333333337
14,attention,02,cross,pooled_roc_auc,-0.03472222222222221,-0.08940972222222221,0.03038194444444453
15,attention,02,cross,pooled_roc_auc,0.02951388888888884,0.00347222222222221,0.056857638888888895
16,attention,02,cross,pooled_roc_auc,0.0021701388888888395,-0.07074652777777779,0.06770833333333331
17,attention,02,cross,pooled_roc_auc,0.04644097222222221,-0.00868055555555558,0.10460069444444442
18,attention,02,cross,pooled_roc_auc,-0.04296875,-0.10026041666666663,0.00998263888888895
19,attention,02,cross,pooled_roc_auc,-0.0026041666666666297,-0.02951388888888884,0.02604166666666663
20,attention,02,cross,pooled_roc_auc,0.00737847222222221,-0.03255208333333326,0.04340277777777768
21,attention,02,cross,pooled_roc_auc,-0.03559027777777779,-0.08680555555555547,0.015201822916666606
22,attention,02,cross,pooled_roc_auc,-0.02083333333333337,-0.05729166666666663,0.025618489583333234
23,attention,02,cross,pooled_roc_auc,0.01649305555555558,-0.0060763888888888395,0.04253472222222221
0,mlp,02,cross,pooled_roc_auc,-0.0026041666666666297,-0.02690972222222221,0.01302083333333337
1,mlp,02,cross,pooled_roc_auc,0.00868055555555558,-0.00347222222222221,0.02256944444444453
2,mlp,02,cross,pooled_roc_auc,-0.01171875,-0.029513888888888843,0.00434027777777779
3,mlp,02,cross,pooled_roc_auc,-0.00520833333333337,-0.04079861111111105,0.02821180555555558
4,mlp,02,cross,pooled_roc_auc,0.006076388888888951,-0.01171875,0.02170138888888884
5,mlp,02,cross,pooled_roc_auc,0.00998263888888884,-0.00868055555555558,0.03211805555555558
6,mlp,02,cross,pooled_roc_auc,-0.00868055555555558,-0.03298611111111116,0.01345486111111116
7,mlp,02,cross,pooled_roc_auc,-0.01605902777777779,-0.04210069444444442,0.01085069444444442
8,mlp,02,cross,pooled_roc_auc,-0.01041666666666663,-0.0390625,0.01171875
9,mlp,02,cross,pooled_roc_auc,-0.0060763888888888395,-0.03472222222222221,0.02126736111111116
10,mlp,02,cross,pooled_roc_auc,0.00694444444444442,-0.01736111111111116,0.03385416666666663
11,mlp,02,cross,pooled_roc_auc,-0.00998263888888884,-0.04253472222222221,0.02170138888888884
12,mlp,02,cross,pooled_roc_auc,-0.00434027777777779,-0.0325629340277778,0.02300347222222221
13,mlp,02,cross,pooled_roc_auc,0.00347222222222221,-0.02256944444444442,0.02734375
14,mlp,02,cross,pooled_roc_auc,-0.02604166666666663,-0.06727430555555558,0.00998263888888884
15,mlp,02,cross,pooled_roc_auc,-0.02256944444444442,-0.05121527777777768,0.00694444444444442
16,mlp,02,cross,pooled_roc_auc,-0.01736111111111105,-0.04124348958333338,0.005208333333333259
17,mlp,02,cross,pooled_roc_auc,0.03211805555555558,-0.00520833333333337,0.06467013888888884
18,mlp,02,cross,pooled_roc_auc,-0.00434027777777779,-0.05078125,0.03689236111111116
19,mlp,02,cross,pooled_roc_auc,0.01692708333333326,-0.012597656250000012,0.049479166666666685
20,mlp,02,cross,pooled_roc_auc,0.02821180555555558,-0.00824652777777779,0.05902777777777779
21,mlp,02,cross,pooled_roc_auc,0.00434027777777779,-0.02170138888888895,0.03211805555555547
22,mlp,02,cross,pooled_roc_auc,0.01779513888888895,-0.0017361111111110494,0.0390625
23,mlp,02,cross,pooled_roc_auc,0.0030381944444444198,-0.02907986111111105,0.03472222222222221
0,attention,02,cross,accuracy,0.36458333333333337,0.29166666666666663,0.42708333333333337
1,attention,02,cross,accuracy,-0.21875,-0.32291666666666663,-0.11458333333333337
2,attention,02,cross,accuracy,-0.07291666666666663,-0.16666666666666663,0.02083333333333337
3,attention,02,cross,accuracy,-0.03125,-0.0625,0.0
4,attention,02,cross,accuracy,-0.04166666666666663,-0.08333333333333337,-0.01041666666666663
5,attention,02,cross,accuracy,0.0,0.0,0.0
6,attention,02,cross,accuracy,-0.04166666666666674,-0.11458333333333337,0.03125
7,attention,02,cross,accuracy,-0.04166666666666674,-0.09375,0.0
8,attention,02,cross,accuracy,0.08333333333333337,0.020833333333333315,0.15625
9,attention,02,cross,accuracy,0.08333333333333337,0.0,0.16666666666666674
10,attention,02,cross,accuracy,-0.14583333333333337,-0.22916666666666663,-0.0625
11,attention,02,cross,accuracy,0.05208333333333337,0.01041666666666663,0.09375
12,attention,02,cross,accuracy,0.0,-0.052083333333333315,0.05208333333333326
13,attention,02,cross,accuracy,-0.01041666666666663,-0.0625,0.04166666666666674
14,attention,02,cross,accuracy,0.04166666666666663,-0.0625,0.14583333333333337
15,attention,02,cross,accuracy,0.02083333333333326,-0.05208333333333326,0.09375
16,attention,02,cross,accuracy,-0.02083333333333337,-0.11458333333333326,0.07291666666666663
17,attention,02,cross,accuracy,0.0,-0.05208333333333337,0.052083333333333315
18,attention,02,cross,accuracy,-0.010416666666666685,-0.031250000000000056,0.0
19,attention,02,cross,accuracy,0.02083333333333326,-0.07291666666666663,0.11458333333333337
20,attention,02,cross,accuracy,0.0,0.0,0.0
21,attention,02,cross,accuracy,0.020833333333333315,0.0,0.052083333333333315
22,attention,02,cross,accuracy,-0.010416666666666685,-0.03125,0.0
23,attention,02,cross,accuracy,-0.020833333333333315,-0.052083333333333315,0.0
0,mlp,02,cross,accuracy,0.01041666666666663,-0.0625,0.07291666666666674
1,mlp,02,cross,accuracy,0.01041666666666663,0.0,0.03125
2,mlp,02,cross,accuracy,0.02083333333333337,0.0,0.05208333333333337
3,mlp,02,cross,accuracy,0.04166666666666663,0.01041666666666663,0.08333333333333326
4,mlp,02,cross,accuracy,0.02083333333333326,0.0,0.05208333333333337
5,mlp,02,cross,accuracy,-0.02083333333333326,-0.07291666666666674,0.02083333333333337
6,mlp,02,cross,accuracy,0.01041666666666674,0.0,0.03125
7,mlp,02,cross,accuracy,-0.01041666666666663,-0.031250000000000056,0.0
8,mlp,02,cross,accuracy,-0.07291666666666674,-0.13541666666666674,-0.01041666666666674
9,mlp,02,cross,accuracy,0.05208333333333337,-0.02083333333333337,0.13541666666666663
10,mlp,02,cross,accuracy,0.0,0.0,0.0
11,mlp,02,cross,accuracy,0.02083333333333326,-0.05208333333333337,0.10416666666666663
12,mlp,02,cross,accuracy,0.02083333333333337,-0.05208333333333337,0.09375000000000006
13,mlp,02,cross,accuracy,-0.0625,-0.17708333333333331,0.04166666666666674
14,mlp,02,cross,accuracy,-0.04166666666666663,-0.09375000000000006,0.01041666666666674
15,mlp,02,cross,accuracy,0.02083333333333337,-0.03125,0.08333333333333337
16,mlp,02,cross,accuracy,-0.01041666666666663,-0.05208333333333326,0.02083333333333337
17,mlp,02,cross,accuracy,-0.03125,-0.07291666666666674,0.010416666666666685
18,mlp,02,cross,accuracy,0.06250000000000006,-0.010416666666666685,0.13541666666666669
19,mlp,02,cross,accuracy,-0.09374999999999994,-0.17708333333333331,-0.020833333333333315
20,mlp,02,cross,accuracy,0.0,0.0,0.0
21,mlp,02,cross,accuracy,0.0,0.0,0.0
22,mlp,02,cross,accuracy,0.0,-0.03125,0.03125
23,mlp,02,cross,accuracy,0.04166666666666663,0.01041666666666663,0.08333333333333331
0,attention,02,gap,mean_within_fold_auc,-0.02083333333333337,-0.08333333333333337,0.0625
1,attention,02,gap,mean_within_fold_auc,-0.02083333333333337,-0.1875,0.10416666666666674
2,attention,02,gap,mean_within_fold_auc,0.05208333333333326,-0.04166666666666674,0.16666666666666663
3,attention,02,gap,mean_within_fold_auc,0.01041666666666674,-0.03125,0.05208333333333337
4,attention,02,gap,mean_within_fold_auc,-0.03125,-0.08333333333333337,0.02083333333333337
5,attention,02,gap,mean_within_fold_auc,-0.01041666666666663,-0.03125,0.0
6,attention,02,gap,mean_within_fold_auc,0.01041666666666674,-0.12499999999999989,0.13541666666666663
7,attention,02,gap,mean_within_fold_auc,-0.05208333333333337,-0.22916666666666674,0.13541666666666663
8,attention,02,gap,mean_within_fold_auc,-0.05208333333333326,-0.17708333333333326,0.05208333333333337
9,attention,02,gap,mean_within_fold_auc,0.01041666666666663,-0.07291666666666663,0.10416666666666674
10,attention,02,gap,mean_within_fold_auc,0.05208333333333337,-0.09375,0.20833333333333326
11,attention,02,gap,mean_within_fold_auc,0.17708333333333337,0.02083333333333337,0.34375
12,attention,02,gap,mean_within_fold_auc,-0.07291666666666663,-0.15625000000000006,0.01041666666666663
13,attention,02,gap,mean_within_fold_auc,0.0,-0.05208333333333326,0.05208333333333326
14,attention,02,gap,mean_within_fold_auc,-0.15625,-0.29166666666666674,-0.02083333333333326
15,attention,02,gap,mean_within_fold_auc,-0.04166666666666663,-0.125,0.04166666666666663
16,attention,02,gap,mean_within_fold_auc,0.05208333333333337,-0.0625,0.16666666666666674
17,attention,02,gap,mean_within_fold_auc,-0.11458333333333337,-0.19791666666666674,-0.03124999999999989
18,attention,02,gap,mean_within_fold_auc,0.05208333333333326,-0.03125,0.13541666666666663
19,attention,02,gap,mean_within_fold_auc,-0.03124999999999989,-0.09375,0.03125
20,attention,02,gap,mean_within_fold_auc,0.01041666666666663,-0.05208333333333326,0.07291666666666663
21,attention,02,gap,mean_within_fold_auc,-1.1102230246251565e-16,-0.08333333333333337,0.08333333333333337
22,attention,02,gap,mean_within_fold_auc,-0.08333333333333337,-0.17708333333333337,0.01041666666666663
23,attention,02,gap,mean_within_fold_auc,-0.02083333333333326,-0.08333333333333337,0.03125
0,mlp,02,gap,mean_within_fold_auc,0.01041666666666674,-0.05208333333333326,0.07291666666666663
1,mlp,02,gap,mean_within_fold_auc,-0.01041666666666663,-0.04166666666666674,0.02083333333333337
2,mlp,02,gap,mean_within_fold_auc,0.0,-0.03125,0.03125
3,mlp,02,gap,mean_within_fold_auc,0.02083333333333326,-0.03125,0.07291666666666663
4,mlp,02,gap,mean_within_fold_auc,0.01041666666666674,-0.03125000000000011,0.05208333333333337
5,mlp,02,gap,mean_within_fold_auc,0.010416666666666519,-0.04166666666666663,0.07291666666666663
6,mlp,02,gap,mean_within_fold_auc,0.01041666666666663,-0.03125,0.05208333333333337
7,mlp,02,gap,mean_within_fold_auc,-0.02083333333333326,-0.07291666666666663,0.03125
8,mlp,02,gap,mean_within_fold_auc,0.06249999999999989,0.02083333333333326,0.11458333333333337
9,mlp,02,gap,mean_within_fold_auc,0.01041666666666674,-0.03125,0.05208333333333337
10,mlp,02,gap,mean_within_fold_auc,0.0,-0.0625,0.0625
11,mlp,02,gap,mean_within_fold_auc,0.010416666666666519,-0.05208333333333326,0.0625
12,mlp,02,gap,mean_within_fold_auc,-0.01041666666666663,-0.05208333333333337,0.03125
13,mlp,02,gap,mean_within_fold_auc,0.05208333333333337,-0.03125,0.14583333333333326
14,mlp,02,gap,mean_within_fold_auc,0.05208333333333326,-0.03125,0.13541666666666663
15,mlp,02,gap,mean_within_fold_auc,0.0,-0.08333333333333337,0.08333333333333337
16,mlp,02,gap,mean_within_fold_auc,0.03125,-0.01041666666666663,0.07291666666666674
17,mlp,02,gap,mean_within_fold_auc,-0.02083333333333326,-0.08333333333333337,0.04166666666666663
18,mlp,02,gap,mean_within_fold_auc,0.04166666666666663,-0.03125,0.11458333333333337
19,mlp,02,gap,mean_within_fold_auc,0.01041666666666663,-0.06250000000000011,0.10416666666666663
20,mlp,02,gap,mean_within_fold_auc,-0.01041666666666663,-0.09375,0.07291666666666674
21,mlp,02,gap,mean_within_fold_auc,1.1102230246251565e-16,-0.04166666666666663,0.04166666666666663
22,mlp,02,gap,mean_within_fold_auc,0.0,-0.04166666666666663,0.04166666666666663
23,mlp,02,gap,mean_within_fold_auc,-0.05208333333333348,-0.125,0.01041666666666663
0,attention,02,gap,pooled_roc_auc,-0.04166666666666663,-0.09852430555555558,0.003472222222222321
1,attention,02,gap,pooled_roc_auc,-0.02647569444444442,-0.12109375,0.07204861111111116
2,attention,02,gap,pooled_roc_auc,0.06032986111111105,-0.013899739583333383,0.13932291666666674
3,attention,02,gap,pooled_roc_auc,0.004340277777777679,-0.01215277777777779,0.02126736111111116
4,attention,02,gap,pooled_roc_auc,-0.0008680555555554692,-0.04340277777777768,0.03646918402777776
5,attention,02,gap,pooled_roc_auc,0.007378472222222321,-0.006076388888888951,0.01996527777777779
6,attention,02,gap,pooled_roc_auc,0.06076388888888884,-0.02951388888888884,0.1484483506944444
7,attention,02,gap,pooled_roc_auc,-0.04166666666666663,-0.171875,0.07986111111111105
8,attention,02,gap,pooled_roc_auc,0.01041666666666663,-0.05512152777777768,0.06685112847222219
9,attention,02,gap,pooled_roc_auc,-0.0026041666666666297,-0.05034722222222221,0.04861111111111105
10,attention,02,gap,pooled_roc_auc,0.06163194444444442,-0.03994140625000001,0.15364583333333326
11,attention,02,gap,pooled_roc_auc,0.09939236111111105,-0.0073784722222222125,0.22482638888888884
12,attention,02,gap,pooled_roc_auc,-0.02994791666666663,-0.08289930555555558,0.01779513888888884
13,attention,02,gap,pooled_roc_auc,0.0,-0.03559027777777779,0.03385416666666663
14,attention,02,gap,pooled_roc_auc,-0.07682291666666663,-0.15494791666666663,-0.0056423611111111605
15,attention,02,gap,pooled_roc_auc,-0.03819444444444442,-0.07421874999999989,-0.003472222222222321
16,attention,02,gap,pooled_roc_auc,0.04730902777777779,-0.03386501736111106,0.12890625
17,attention,02,gap,pooled_roc_auc,-0.05815972222222221,-0.12977430555555547,0.009559461805555442
18,attention,02,gap,pooled_roc_auc,0.05381944444444442,0.0004340277777777332,0.11154513888888895
19,attention,02,gap,pooled_roc_auc,0.0017361111111110494,-0.03255208333333337,0.03211805555555558
20,attention,02,gap,pooled_roc_auc,-0.01128472222222221,-0.047753906250000124,0.02473958333333337
21,attention,02,gap,pooled_roc_auc,0.04079861111111116,-0.008246527777777679,0.09244791666666663
22,attention,02,gap,pooled_roc_auc,0.05468750000000011,-0.014322916666666633,0.10720486111111105
23,attention,02,gap,pooled_roc_auc,-0.01692708333333337,-0.05164930555555558,0.01779513888888895
0,mlp,02,gap,pooled_roc_auc,-0.03081597222222221,-0.07595486111111116,0.00868055555555547
1,mlp,02,gap,pooled_roc_auc,-0.0008680555555555802,-0.02213541666666674,0.01953125
2,mlp,02,gap,pooled_roc_auc,0.01041666666666674,-0.013465711805555593,0.03602430555555558
3,mlp,02,gap,pooled_roc_auc,0.00434027777777779,-0.03560112847222233,0.04166666666666674
4,mlp,02,gap,pooled_roc_auc,-0.004340277777777901,-0.026041666666666522,0.01822916666666663
5,mlp,02,gap,pooled_roc_auc,-0.00477430555555558,-0.03038194444444453,0.020833333333333374
6,mlp,02,gap,pooled_roc_auc,0.00998263888888895,-0.02170138888888895,0.04210069444444453
7,mlp,02,gap,pooled_roc_auc,0.00737847222222221,-0.02864583333333326,0.04079861111111116
8,mlp,02,gap,pooled_roc_auc,0.015625,-0.01432291666666663,0.05034722222222232
9,mlp,02,gap,pooled_roc_auc,0.0013020833333332593,-0.02907986111111105,0.03298611111111105
10,mlp,02,gap,pooled_roc_auc,0.003038194444444531,-0.02473958333333337,0.02951388888888884
11,mlp,02,gap,pooled_roc_auc,0.01215277777777779,-0.02039930555555558,0.04470486111111105
12,mlp,02,gap,pooled_roc_auc,-0.0030381944444444198,-0.04210069444444442,0.04036458333333326
13,mlp,02,gap,pooled_roc_auc,0.01692708333333326,-0.015190972222222321,0.05469835069444439
14,mlp,02,gap,pooled_roc_auc,0.01605902777777779,-0.03211805555555558,0.07161458333333337
15,mlp,02,gap,pooled_roc_auc,-0.0004340277777777901,-0.04558376736111117,0.04383680555555547
16,mlp,02,gap,pooled_roc_auc,0.01388888888888884,-0.01475694444444442,0.04123263888888884
17,mlp,02,gap,pooled_roc_auc,-0.04861111111111116,-0.08680555555555558,-0.00737847222222221
18,mlp,02,gap,pooled_roc_auc,0.003038194444444531,-0.0394965277777779,0.04992404513888882
19,mlp,02,gap,pooled_roc_auc,-0.01302083333333326,-0.05468750000000011,0.03298611111111116
20,mlp,02,gap,pooled_roc_auc,-0.05251736111111116,-0.09157986111111105,-0.00954861111111116
21,mlp,02,gap,pooled_roc_auc,-0.00998263888888895,-0.04296875,0.02170138888888884
22,mlp,02,gap,pooled_roc_auc,-0.01085069444444453,-0.036035156250000124,0.01432291666666674
23,mlp,02,gap,pooled_roc_auc,0.0017361111111111605,-0.03211805555555558,0.03560112847222218
0,attention,02,gap,accuracy,-0.0625,-0.125,0.0
1,attention,02,gap,accuracy,0.1875,0.07291666666666674,0.3020833333333335
2,attention,02,gap,accuracy,0.03125,-0.09375,0.14583333333333337
3,attention,02,gap,accuracy,0.05208333333333337,0.01041666666666663,0.10416666666666674
4,attention,02,gap,accuracy,0.0625,0.010416666666666519,0.125
5,attention,02,gap,accuracy,0.01041666666666663,0.0,0.03125
6,attention,02,gap,accuracy,0.04166666666666674,-0.04166666666666663,0.11458333333333337
7,attention,02,gap,accuracy,-0.05208333333333326,-0.16666666666666663,0.06249999999999989
8,attention,02,gap,accuracy,-0.03125000000000011,-0.14583333333333326,0.07291666666666674
9,attention,02,gap,accuracy,-0.0625,-0.15625,0.03125
10,attention,02,gap,accuracy,0.20833333333333337,0.08333333333333326,0.33333333333333326
11,attention,02,gap,accuracy,0.05208333333333326,-0.03125,0.13541666666666663
12,attention,02,gap,accuracy,-0.04166666666666663,-0.10416666666666674,0.02083333333333348
13,attention,02,gap,accuracy,0.02083333333333326,-0.041927083333333164,0.09375
14,attention,02,gap,accuracy,-0.14583333333333337,-0.29166666666666674,0.0
15,attention,02,gap,accuracy,0.04166666666666674,-0.02083333333333337,0.10416666666666669
16,attention,02,gap,accuracy,0.03125,-0.07291666666666674,0.13541666666666674
17,attention,02,gap,accuracy,-0.02083333333333337,-0.08333333333333337,0.04166666666666674
18,attention,02,gap,accuracy,0.010416666666666685,-0.02083333333333337,0.041666666666666796
19,attention,02,gap,accuracy,-0.03124999999999989,-0.12500000000000006,0.0625
20,attention,02,gap,accuracy,0.02083333333333326,0.0,0.05208333333333337
21,attention,02,gap,accuracy,5.551115123125783e-17,-0.052083333333333315,0.052083333333333315
22,attention,02,gap,accuracy,0.052083333333333315,-0.020833333333333315,0.125
23,attention,02,gap,accuracy,0.031249999999999944,-0.010416666666666685,0.07291666666666674
0,mlp,02,gap,accuracy,-0.07291666666666663,-0.17708333333333326,0.02083333333333337
1,mlp,02,gap,accuracy,0.01041666666666663,-0.05208333333333326,0.07291666666666674
2,mlp,02,gap,accuracy,-0.02083333333333337,-0.0625,0.02083333333333326
3,mlp,02,gap,accuracy,-0.05208333333333337,-0.11458333333333326,0.0
4,mlp,02,gap,accuracy,-0.03124999999999989,-0.07291666666666663,0.0
5,mlp,02,gap,accuracy,0.02083333333333326,-0.03125,0.08333333333333331
6,mlp,02,gap,accuracy,-1.1102230246251565e-16,-0.03125,0.03125
7,mlp,02,gap,accuracy,0.02083333333333337,0.0,0.05208333333333337
8,mlp,02,gap,accuracy,0.07291666666666674,0.01041666666666663,0.14583333333333326
9,mlp,02,gap,accuracy,-0.09375,-0.1875,0.01041666666666663
10,mlp,02,gap,accuracy,-0.05208333333333337,-0.09375,-0.01041666666666674
11,mlp,02,gap,accuracy,-0.03124999999999989,-0.13541666666666663,0.062499999999999944
12,mlp,02,gap,accuracy,-0.02083333333333337,-0.12500000000000006,0.08333333333333337
13,mlp,02,gap,accuracy,0.08333333333333337,-0.02083333333333337,0.18750000000000006
14,mlp,02,gap,accuracy,0.03125,-0.03125,0.09375
15,mlp,02,gap,accuracy,-0.09375,-0.17708333333333326,-0.02083333333333337
16,mlp,02,gap,accuracy,0.03125,-0.010416666666666685,0.07291666666666674
17,mlp,02,gap,accuracy,0.02083333333333337,-0.031249999999999944,0.07291666666666663
18,mlp,02,gap,accuracy,-0.020833333333333426,-0.10416666666666663,0.0625
19,mlp,02,gap,accuracy,0.062499999999999944,-0.031249999999999944,0.15625
20,mlp,02,gap,accuracy,-0.03125,-0.0625,0.0
21,mlp,02,gap,accuracy,-0.01041666666666663,-0.03125,0.0
22,mlp,02,gap,accuracy,0.02083333333333337,-0.02083333333333337,0.0625
23,mlp,02,gap,accuracy,-0.05208333333333326,-0.11458333333333331,5.551115123125783e-17
0,attention,combined,within,mean_within_fold_auc,0.4375,0.39583333333333337,0.47395833333333337
1,attention,combined,within,mean_within_fold_auc,-0.125,-0.203125,-0.05729166666666663
2,attention,combined,within,mean_within_fold_auc,-0.06770833333333337,-0.125,-0.01041666666666674
3,attention,combined,within,mean_within_fold_auc,0.0,-0.02083333333333337,0.02083333333333337
4,attention,combined,within,mean_within_fold_auc,0.0,-0.02604166666666663,0.02604166666666663
5,attention,combined,within,mean_within_fold_auc,0.0,-0.015625,0.015625
6,attention,combined,within,mean_within_fold_auc,-0.03125,-0.08333333333333337,0.015625
7,attention,combined,within,mean_within_fold_auc,-0.05208333333333337,-0.13541666666666663,0.02604166666666674
8,attention,combined,within,mean_within_fold_auc,0.01041666666666663,-0.02083333333333337,0.04166666666666663
9,attention,combined,within,mean_within_fold_auc,-0.02083333333333337,-0.05208333333333337,0.01041666666666663
10,attention,combined,within,mean_within_fold_auc,0.03645833333333326,-0.03645833333333326,0.11458333333333326
11,attention,combined,within,mean_within_fold_auc,0.09895833333333337,0.046875,0.15625
12,attention,combined,within,mean_within_fold_auc,-0.005208333333333259,-0.03645833333333326,0.02604166666666663
13,attention,combined,within,mean_within_fold_auc,-0.02083333333333326,-0.06770833333333337,0.02604166666666663
14,attention,combined,within,mean_within_fold_auc,-0.05729166666666663,-0.11458333333333337,0.00520833333333337
15,attention,combined,within,mean_within_fold_auc,-0.00520833333333337,-0.02604166666666674,0.015625
16,attention,combined,within,mean_within_fold_auc,0.01041666666666674,-0.03125,0.05208333333333337
17,attention,combined,within,mean_within_fold_auc,0.015625,-0.02604166666666663,0.05729166666666674
18,attention,combined,within,mean_within_fold_auc,0.0,-0.02604166666666663,0.02604166666666663
19,attention,combined,within,mean_within_fold_auc,0.01041666666666663,-0.01041666666666663,0.03125
20,attention,combined,within,mean_within_fold_auc,-0.00520833333333337,-0.02083333333333337,0.01041666666666674
21,attention,combined,within,mean_within_fold_auc,-0.02083333333333337,-0.06770833333333326,0.02083333333333337
22,attention,combined,within,mean_within_fold_auc,0.005208333333333259,-0.03125,0.04166666666666663
23,attention,combined,within,mean_within_fold_auc,-0.00520833333333337,-0.015625,0.0
0,mlp,combined,within,mean_within_fold_auc,0.0,-0.03125,0.03645833333333337
1,mlp,combined,within,mean_within_fold_auc,0.015625,-0.00520833333333337,0.04166666666666674
2,mlp,combined,within,mean_within_fold_auc,0.0,0.0,0.0
3,mlp,combined,within,mean_within_fold_auc,-0.005208333333333259,-0.02604166666666663,0.01041666666666674
4,mlp,combined,within,mean_within_fold_auc,-0.00520833333333337,-0.02083333333333337,0.01041666666666674
5,mlp,combined,within,mean_within_fold_auc,0.02604166666666663,-0.005208333333333259,0.0625
6,mlp,combined,within,mean_within_fold_auc,0.02083333333333337,-0.00520833333333337,0.05208333333333326
7,mlp,combined,within,mean_within_fold_auc,-0.01041666666666663,-0.03645833333333337,0.02083333333333337
8,mlp,combined,within,mean_within_fold_auc,0.00520833333333337,-0.01041666666666674,0.02083333333333337
9,mlp,combined,within,mean_within_fold_auc,0.01041666666666674,-0.01041666666666663,0.03125
10,mlp,combined,within,mean_within_fold_auc,-0.015625,-0.046875,0.015625
11,mlp,combined,within,mean_within_fold_auc,-0.02083333333333337,-0.05208333333333326,0.00520833333333337
12,mlp,combined,within,mean_within_fold_auc,-0.02604166666666674,-0.05208333333333337,-0.005208333333333259
13,mlp,combined,within,mean_within_fold_auc,0.02604166666666663,-0.00520833333333337,0.0625
14,mlp,combined,within,mean_within_fold_auc,-0.02083333333333337,-0.06770833333333337,0.02604166666666663
15,mlp,combined,within,mean_within_fold_auc,-0.015625,-0.046875,0.015625
16,mlp,combined,within,mean_within_fold_auc,-0.00520833333333337,-0.02604166666666674,0.015625
17,mlp,combined,within,mean_within_fold_auc,0.00520833333333337,-0.02604166666666663,0.03645833333333337
18,mlp,combined,within,mean_within_fold_auc,0.0,-0.015625,0.015625
19,mlp,combined,within,mean_within_fold_auc,0.02083333333333337,-0.01041666666666663,0.05208333333333337
20,mlp,combined,within,mean_within_fold_auc,-0.01041666666666663,-0.04166666666666674,0.02083333333333337
21,mlp,combined,within,mean_within_fold_auc,0.00520833333333337,-0.015625,0.02604166666666674
22,mlp,combined,within,mean_within_fold_auc,0.01041666666666674,-0.01041666666666663,0.03125
23,mlp,combined,within,mean_within_fold_auc,-0.01041666666666663,-0.02604166666666663,0.0
0,attention,combined,within,pooled_roc_auc,0.4165581597222222,0.35676812065972224,0.47016330295138886
1,attention,combined,within,pooled_roc_auc,-0.14615885416666674,-0.22081163194444442,-0.07975260416666674
2,attention,combined,within,pooled_roc_auc,-0.0037977430555555802,-0.054364691840277736,0.04373101128472223
3,attention,combined,within,pooled_roc_auc,-0.0018446180555555802,-0.00846354166666674,0.00575086805555558
4,attention,combined,within,pooled_roc_auc,0.0070529513888888395,-0.00857204861111116,0.02311197916666674
5,attention,combined,within,pooled_roc_auc,0.00726996527777779,0.0004340277777777901,0.01356336805555558
6,attention,combined,within,pooled_roc_auc,-0.02191840277777768,-0.05989583333333326,0.012589518229166652
7,attention,combined,within,pooled_roc_auc,-0.06043836805555558,-0.1274956597222222,0.0016303168402777006
8,attention,combined,within,pooled_roc_auc,0.01236979166666663,-0.01573350694444442,0.03797743055555558
9,attention,combined,within,pooled_roc_auc,-0.0032552083333333703,-0.02517361111111116,0.01193576388888884
10,attention,combined,within,pooled_roc_auc,0.02061631944444453,-0.05197482638888884,0.09874674479166656
11,attention,combined,within,pooled_roc_auc,0.0361328125,-0.0023871527777776817,0.0830078125
12,attention,combined,within,pooled_roc_auc,-0.01399739583333337,-0.03287760416666663,0.00444878472222221
13,attention,combined,within,pooled_roc_auc,-0.004665798611111049,-0.030167643229166687,0.02300347222222221
14,attention,combined,within,pooled_roc_auc,-0.05815972222222221,-0.10384114583333326,-0.01388888888888884
15,attention,combined,within,pooled_roc_auc,-0.01345486111111116,-0.03146701388888895,0.00238715277777779
16,attention,combined,within,pooled_roc_auc,0.03971354166666663,0.00010850694444452802,0.07823621961805549
17,attention,combined,within,pooled_roc_auc,-0.0068359375,-0.03884548611111116,0.026261393229166652
18,attention,combined,within,pooled_roc_auc,0.0048828125,-0.010744900173611108,0.019965277777777683
19,attention,combined,within,pooled_roc_auc,-0.00618489583333337,-0.0185546875,0.00596788194444442
20,attention,combined,within,pooled_roc_auc,0.0,-0.013020833333333263,0.01204427083333326
21,attention,combined,within,pooled_roc_auc,0.02126736111111116,-0.0007595486111111605,0.04340549045138886
22,attention,combined,within,pooled_roc_auc,0.02430555555555558,-0.00401475694444442,0.04991319444444442
23,attention,combined,within,pooled_roc_auc,-0.00336371527777779,-0.014325629340277845,0.00737847222222221
0,mlp,combined,within,pooled_roc_auc,-0.01725260416666663,-0.03645833333333337,0.0004340277777777901
1,mlp,combined,within,pooled_roc_auc,0.00846354166666674,0.00021701388888895057,0.01812337239583339
2,mlp,combined,within,pooled_roc_auc,-0.0030381944444444198,-0.01280381944444442,0.005859375
3,mlp,combined,within,pooled_roc_auc,-0.0009765625,-0.016384548611111053,0.013566080729166652
4,mlp,combined,within,pooled_roc_auc,0.002061631944444531,-0.0041232638888888395,0.0107421875
5,mlp,combined,within,pooled_roc_auc,0.006293402777777679,-0.0032552083333333703,0.01877170138888895
6,mlp,combined,within,pooled_roc_auc,0.00401475694444442,-0.005859375,0.01519097222222221
7,mlp,combined,within,pooled_roc_auc,-0.0107421875,-0.022789171006944477,0.0005425347222222127
8,mlp,combined,within,pooled_roc_auc,-0.004774305555555469,-0.019967990451388896,0.01128472222222221
